feat_1_,feat_2_,feat_3_,feat_4_,feat_5_,feat_6_,feat_7_,feat_8_,feat_9_,feat_10_,response,joint_prob,feat_comb_id
3,2,1,1,1,1,1,2,2,2,11,6.73096559582247e-05,28437
1,3,1,1,1,1,1,2,2,2,11,9.85948322531214e-05,28438
2,3,1,1,1,1,1,2,2,2,12,6.73096559582247e-05,28439
3,3,1,1,1,1,1,2,2,2,16,3.12851762948968e-05,28440
1,1,2,1,1,1,1,2,2,2,14,0.000212125518349692,28441
2,1,2,1,1,1,1,2,2,2,12,0.000144815862391467,28442
3,1,2,1,1,1,1,2,2,2,13,6.73096559582247e-05,28443
1,2,2,1,1,1,1,2,2,2,13,0.000144815862391467,28444
2,2,2,1,1,1,1,2,2,2,17,9.88642675494249e-05,28445
3,2,2,1,1,1,1,2,2,2,15,4.59515948420424e-05,28446
1,3,2,1,1,1,1,2,2,2,15,6.73096559582247e-05,28447
2,3,2,1,1,1,1,2,2,2,16,4.59515948420424e-05,28448
3,3,2,1,1,1,1,2,2,2,20,2.13580611161823e-05,28449
1,1,3,1,1,1,1,2,2,2,17,9.85948322531214e-05,28450
2,1,3,1,1,1,1,2,2,2,15,6.73096559582247e-05,28451
3,1,3,1,1,1,1,2,2,2,16,3.12851762948968e-05,28452
1,2,3,1,1,1,1,2,2,2,16,6.73096559582247e-05,28453
2,2,3,1,1,1,1,2,2,2,20,4.59515948420424e-05,28454
3,2,3,1,1,1,1,2,2,2,18,2.13580611161823e-05,28455
1,3,3,1,1,1,1,2,2,2,18,3.12851762948968e-05,28456
2,3,3,1,1,1,1,2,2,2,19,2.13580611161823e-05,28457
3,3,3,1,1,1,1,2,2,2,23,9.92711517871451e-06,28458
1,1,1,2,1,1,1,2,2,2,10,0.000212125518349692,28459
2,1,1,2,1,1,1,2,2,2,8,0.000144815862391467,28460
3,1,1,2,1,1,1,2,2,2,9,6.73096559582247e-05,28461
1,2,1,2,1,1,1,2,2,2,9,0.000144815862391467,28462
2,2,1,2,1,1,1,2,2,2,13,9.88642675494249e-05,28463
3,2,1,2,1,1,1,2,2,2,11,4.59515948420424e-05,28464
1,3,1,2,1,1,1,2,2,2,11,6.73096559582247e-05,28465
2,3,1,2,1,1,1,2,2,2,12,4.59515948420424e-05,28466
3,3,1,2,1,1,1,2,2,2,16,2.13580611161823e-05,28467
1,1,2,2,1,1,1,2,2,2,12,0.000144815862391467,28468
2,1,2,2,1,1,1,2,2,2,10,9.88642675494249e-05,28469
3,1,2,2,1,1,1,2,2,2,11,4.59515948420424e-05,28470
1,2,2,2,1,1,1,2,2,2,11,9.88642675494249e-05,28471
2,2,2,2,1,1,1,2,2,2,15,6.74935966038219e-05,28472
3,2,2,2,1,1,1,2,2,2,13,3.1370670945603e-05,28473
1,3,2,2,1,1,1,2,2,2,13,4.59515948420424e-05,28474
2,3,2,2,1,1,1,2,2,2,14,3.1370670945603e-05,28475
3,3,2,2,1,1,1,2,2,2,18,1.45809238964393e-05,28476
1,1,3,2,1,1,1,2,2,2,16,6.73096559582247e-05,28477
2,1,3,2,1,1,1,2,2,2,14,4.59515948420424e-05,28478
3,1,3,2,1,1,1,2,2,2,15,2.13580611161823e-05,28479
1,2,3,2,1,1,1,2,2,2,15,4.59515948420424e-05,28480
2,2,3,2,1,1,1,2,2,2,19,3.1370670945603e-05,28481
3,2,3,2,1,1,1,2,2,2,17,1.45809238964393e-05,28482
1,3,3,2,1,1,1,2,2,2,17,2.13580611161823e-05,28483
2,3,3,2,1,1,1,2,2,2,18,1.45809238964393e-05,28484
3,3,3,2,1,1,1,2,2,2,22,6.77713721974296e-06,28485
1,1,1,3,1,1,1,2,2,2,9,9.85948322531214e-05,28486
2,1,1,3,1,1,1,2,2,2,7,6.73096559582247e-05,28487
3,1,1,3,1,1,1,2,2,2,8,3.12851762948968e-05,28488
1,2,1,3,1,1,1,2,2,2,8,6.73096559582247e-05,28489
2,2,1,3,1,1,1,2,2,2,12,4.59515948420424e-05,28490
3,2,1,3,1,1,1,2,2,2,10,2.13580611161823e-05,28491
1,3,1,3,1,1,1,2,2,2,10,3.12851762948968e-05,28492
2,3,1,3,1,1,1,2,2,2,11,2.13580611161823e-05,28493
3,3,1,3,1,1,1,2,2,2,15,9.92711517871451e-06,28494
1,1,2,3,1,1,1,2,2,2,12,6.73096559582247e-05,28495
2,1,2,3,1,1,1,2,2,2,10,4.59515948420424e-05,28496
3,1,2,3,1,1,1,2,2,2,11,2.13580611161823e-05,28497
1,2,2,3,1,1,1,2,2,2,11,4.59515948420424e-05,28498
2,2,2,3,1,1,1,2,2,2,15,3.1370670945603e-05,28499
3,2,2,3,1,1,1,2,2,2,13,1.45809238964393e-05,28500
1,3,2,3,1,1,1,2,2,2,13,2.13580611161823e-05,28501
2,3,2,3,1,1,1,2,2,2,14,1.45809238964393e-05,28502
3,3,2,3,1,1,1,2,2,2,18,6.77713721974296e-06,28503
1,1,3,3,1,1,1,2,2,2,14,3.12851762948968e-05,28504
2,1,3,3,1,1,1,2,2,2,12,2.13580611161823e-05,28505
3,1,3,3,1,1,1,2,2,2,13,9.92711517871451e-06,28506
1,2,3,3,1,1,1,2,2,2,13,2.13580611161823e-05,28507
2,2,3,3,1,1,1,2,2,2,17,1.45809238964393e-05,28508
3,2,3,3,1,1,1,2,2,2,15,6.77713721974296e-06,28509
1,3,3,3,1,1,1,2,2,2,15,9.92711517871451e-06,28510
2,3,3,3,1,1,1,2,2,2,16,6.77713721974296e-06,28511
3,3,3,3,1,1,1,2,2,2,20,3.14997795897154e-06,28512
1,1,1,1,2,1,1,2,2,2,5.5,0.000212125518349692,28513
2,1,1,1,2,1,1,2,2,2,3.5,0.000144815862391467,28514
3,1,1,1,2,1,1,2,2,2,4.5,6.73096559582247e-05,28515
1,2,1,1,2,1,1,2,2,2,4.5,0.000144815862391467,28516
2,2,1,1,2,1,1,2,2,2,8.5,9.88642675494249e-05,28517
3,2,1,1,2,1,1,2,2,2,6.5,4.59515948420424e-05,28518
1,3,1,1,2,1,1,2,2,2,6.5,6.73096559582247e-05,28519
2,3,1,1,2,1,1,2,2,2,7.5,4.59515948420424e-05,28520
3,3,1,1,2,1,1,2,2,2,11.5,2.13580611161823e-05,28521
1,1,2,1,2,1,1,2,2,2,9.5,0.000144815862391467,28522
2,1,2,1,2,1,1,2,2,2,7.5,9.88642675494249e-05,28523
3,1,2,1,2,1,1,2,2,2,8.5,4.59515948420424e-05,28524
1,2,2,1,2,1,1,2,2,2,8.5,9.88642675494249e-05,28525
2,2,2,1,2,1,1,2,2,2,12.5,6.74935966038219e-05,28526
3,2,2,1,2,1,1,2,2,2,10.5,3.1370670945603e-05,28527
1,3,2,1,2,1,1,2,2,2,10.5,4.59515948420424e-05,28528
2,3,2,1,2,1,1,2,2,2,11.5,3.1370670945603e-05,28529
3,3,2,1,2,1,1,2,2,2,15.5,1.45809238964393e-05,28530
1,1,3,1,2,1,1,2,2,2,12.5,6.73096559582247e-05,28531
2,1,3,1,2,1,1,2,2,2,10.5,4.59515948420424e-05,28532
3,1,3,1,2,1,1,2,2,2,11.5,2.13580611161823e-05,28533
1,2,3,1,2,1,1,2,2,2,11.5,4.59515948420424e-05,28534
2,2,3,1,2,1,1,2,2,2,15.5,3.1370670945603e-05,28535
3,2,3,1,2,1,1,2,2,2,13.5,1.45809238964393e-05,28536
1,3,3,1,2,1,1,2,2,2,13.5,2.13580611161823e-05,28537
2,3,3,1,2,1,1,2,2,2,14.5,1.45809238964393e-05,28538
3,3,3,1,2,1,1,2,2,2,18.5,6.77713721974296e-06,28539
1,1,1,2,2,1,1,2,2,2,5.5,0.000144815862391467,28540
2,1,1,2,2,1,1,2,2,2,3.5,9.88642675494249e-05,28541
3,1,1,2,2,1,1,2,2,2,4.5,4.59515948420424e-05,28542
1,2,1,2,2,1,1,2,2,2,4.5,9.88642675494249e-05,28543
2,2,1,2,2,1,1,2,2,2,8.5,6.74935966038219e-05,28544
3,2,1,2,2,1,1,2,2,2,6.5,3.1370670945603e-05,28545
1,3,1,2,2,1,1,2,2,2,6.5,4.59515948420424e-05,28546
2,3,1,2,2,1,1,2,2,2,7.5,3.1370670945603e-05,28547
3,3,1,2,2,1,1,2,2,2,11.5,1.45809238964393e-05,28548
1,1,2,2,2,1,1,2,2,2,7.5,9.88642675494249e-05,28549
2,1,2,2,2,1,1,2,2,2,5.5,6.74935966038219e-05,28550
3,1,2,2,2,1,1,2,2,2,6.5,3.1370670945603e-05,28551
1,2,2,2,2,1,1,2,2,2,6.5,6.74935966038219e-05,28552
2,2,2,2,2,1,1,2,2,2,10.5,4.60771691879685e-05,28553
3,2,2,2,2,1,1,2,2,2,8.5,2.14164274158534e-05,28554
1,3,2,2,2,1,1,2,2,2,8.5,3.1370670945603e-05,28555
2,3,2,2,2,1,1,2,2,2,9.5,2.14164274158534e-05,28556
3,3,2,2,2,1,1,2,2,2,13.5,9.95424352974966e-06,28557
1,1,3,2,2,1,1,2,2,2,11.5,4.59515948420424e-05,28558
2,1,3,2,2,1,1,2,2,2,9.5,3.1370670945603e-05,28559
3,1,3,2,2,1,1,2,2,2,10.5,1.45809238964393e-05,28560
1,2,3,2,2,1,1,2,2,2,10.5,3.1370670945603e-05,28561
2,2,3,2,2,1,1,2,2,2,14.5,2.14164274158534e-05,28562
3,2,3,2,2,1,1,2,2,2,12.5,9.95424352974966e-06,28563
1,3,3,2,2,1,1,2,2,2,12.5,1.45809238964393e-05,28564
2,3,3,2,2,1,1,2,2,2,13.5,9.95424352974966e-06,28565
3,3,3,2,2,1,1,2,2,2,17.5,4.62668036668967e-06,28566
1,1,1,3,2,1,1,2,2,2,4.5,6.73096559582247e-05,28567
2,1,1,3,2,1,1,2,2,2,2.5,4.59515948420424e-05,28568
3,1,1,3,2,1,1,2,2,2,3.5,2.13580611161823e-05,28569
1,2,1,3,2,1,1,2,2,2,3.5,4.59515948420424e-05,28570
2,2,1,3,2,1,1,2,2,2,7.5,3.1370670945603e-05,28571
3,2,1,3,2,1,1,2,2,2,5.5,1.45809238964393e-05,28572
1,3,1,3,2,1,1,2,2,2,5.5,2.13580611161823e-05,28573
2,3,1,3,2,1,1,2,2,2,6.5,1.45809238964393e-05,28574
3,3,1,3,2,1,1,2,2,2,10.5,6.77713721974296e-06,28575
1,1,2,3,2,1,1,2,2,2,7.5,4.59515948420424e-05,28576
2,1,2,3,2,1,1,2,2,2,5.5,3.1370670945603e-05,28577
3,1,2,3,2,1,1,2,2,2,6.5,1.45809238964393e-05,28578
1,2,2,3,2,1,1,2,2,2,6.5,3.1370670945603e-05,28579
2,2,2,3,2,1,1,2,2,2,10.5,2.14164274158534e-05,28580
3,2,2,3,2,1,1,2,2,2,8.5,9.95424352974966e-06,28581
1,3,2,3,2,1,1,2,2,2,8.5,1.45809238964393e-05,28582
2,3,2,3,2,1,1,2,2,2,9.5,9.95424352974966e-06,28583
3,3,2,3,2,1,1,2,2,2,13.5,4.62668036668967e-06,28584
1,1,3,3,2,1,1,2,2,2,9.5,2.13580611161823e-05,28585
2,1,3,3,2,1,1,2,2,2,7.5,1.45809238964393e-05,28586
3,1,3,3,2,1,1,2,2,2,8.5,6.77713721974296e-06,28587
1,2,3,3,2,1,1,2,2,2,8.5,1.45809238964393e-05,28588
2,2,3,3,2,1,1,2,2,2,12.5,9.95424352974966e-06,28589
3,2,3,3,2,1,1,2,2,2,10.5,4.62668036668967e-06,28590
1,3,3,3,2,1,1,2,2,2,10.5,6.77713721974296e-06,28591
2,3,3,3,2,1,1,2,2,2,11.5,4.62668036668967e-06,28592
3,3,3,3,2,1,1,2,2,2,15.5,2.1504568530533e-06,28593
1,1,1,1,3,1,1,2,2,2,3.5,9.85948322531214e-05,28594
2,1,1,1,3,1,1,2,2,2,1.5,6.73096559582247e-05,28595
3,1,1,1,3,1,1,2,2,2,2.5,3.12851762948968e-05,28596
1,2,1,1,3,1,1,2,2,2,2.5,6.73096559582247e-05,28597
2,2,1,1,3,1,1,2,2,2,6.5,4.59515948420424e-05,28598
3,2,1,1,3,1,1,2,2,2,4.5,2.13580611161823e-05,28599
1,3,1,1,3,1,1,2,2,2,4.5,3.12851762948968e-05,28600
2,3,1,1,3,1,1,2,2,2,5.5,2.13580611161823e-05,28601
3,3,1,1,3,1,1,2,2,2,9.5,9.92711517871451e-06,28602
1,1,2,1,3,1,1,2,2,2,7.5,6.73096559582247e-05,28603
2,1,2,1,3,1,1,2,2,2,5.5,4.59515948420424e-05,28604
3,1,2,1,3,1,1,2,2,2,6.5,2.13580611161823e-05,28605
1,2,2,1,3,1,1,2,2,2,6.5,4.59515948420424e-05,28606
2,2,2,1,3,1,1,2,2,2,10.5,3.1370670945603e-05,28607
3,2,2,1,3,1,1,2,2,2,8.5,1.45809238964393e-05,28608
1,3,2,1,3,1,1,2,2,2,8.5,2.13580611161823e-05,28609
2,3,2,1,3,1,1,2,2,2,9.5,1.45809238964393e-05,28610
3,3,2,1,3,1,1,2,2,2,13.5,6.77713721974296e-06,28611
1,1,3,1,3,1,1,2,2,2,10.5,3.12851762948968e-05,28612
2,1,3,1,3,1,1,2,2,2,8.5,2.13580611161823e-05,28613
3,1,3,1,3,1,1,2,2,2,9.5,9.92711517871451e-06,28614
1,2,3,1,3,1,1,2,2,2,9.5,2.13580611161823e-05,28615
2,2,3,1,3,1,1,2,2,2,13.5,1.45809238964393e-05,28616
3,2,3,1,3,1,1,2,2,2,11.5,6.77713721974296e-06,28617
1,3,3,1,3,1,1,2,2,2,11.5,9.92711517871451e-06,28618
2,3,3,1,3,1,1,2,2,2,12.5,6.77713721974296e-06,28619
3,3,3,1,3,1,1,2,2,2,16.5,3.14997795897154e-06,28620
1,1,1,2,3,1,1,2,2,2,3.5,6.73096559582247e-05,28621
2,1,1,2,3,1,1,2,2,2,1.5,4.59515948420424e-05,28622
3,1,1,2,3,1,1,2,2,2,2.5,2.13580611161823e-05,28623
1,2,1,2,3,1,1,2,2,2,2.5,4.59515948420424e-05,28624
2,2,1,2,3,1,1,2,2,2,6.5,3.1370670945603e-05,28625
3,2,1,2,3,1,1,2,2,2,4.5,1.45809238964393e-05,28626
1,3,1,2,3,1,1,2,2,2,4.5,2.13580611161823e-05,28627
2,3,1,2,3,1,1,2,2,2,5.5,1.45809238964393e-05,28628
3,3,1,2,3,1,1,2,2,2,9.5,6.77713721974296e-06,28629
1,1,2,2,3,1,1,2,2,2,5.5,4.59515948420424e-05,28630
2,1,2,2,3,1,1,2,2,2,3.5,3.1370670945603e-05,28631
3,1,2,2,3,1,1,2,2,2,4.5,1.45809238964393e-05,28632
1,2,2,2,3,1,1,2,2,2,4.5,3.1370670945603e-05,28633
2,2,2,2,3,1,1,2,2,2,8.5,2.14164274158534e-05,28634
3,2,2,2,3,1,1,2,2,2,6.5,9.95424352974966e-06,28635
1,3,2,2,3,1,1,2,2,2,6.5,1.45809238964393e-05,28636
2,3,2,2,3,1,1,2,2,2,7.5,9.95424352974966e-06,28637
3,3,2,2,3,1,1,2,2,2,11.5,4.62668036668967e-06,28638
1,1,3,2,3,1,1,2,2,2,9.5,2.13580611161823e-05,28639
2,1,3,2,3,1,1,2,2,2,7.5,1.45809238964393e-05,28640
3,1,3,2,3,1,1,2,2,2,8.5,6.77713721974296e-06,28641
1,2,3,2,3,1,1,2,2,2,8.5,1.45809238964393e-05,28642
2,2,3,2,3,1,1,2,2,2,12.5,9.95424352974966e-06,28643
3,2,3,2,3,1,1,2,2,2,10.5,4.62668036668967e-06,28644
1,3,3,2,3,1,1,2,2,2,10.5,6.77713721974296e-06,28645
2,3,3,2,3,1,1,2,2,2,11.5,4.62668036668967e-06,28646
3,3,3,2,3,1,1,2,2,2,15.5,2.1504568530533e-06,28647
1,1,1,3,3,1,1,2,2,2,2.5,3.12851762948968e-05,28648
2,1,1,3,3,1,1,2,2,2,0.5,2.13580611161823e-05,28649
3,1,1,3,3,1,1,2,2,2,1.5,9.92711517871451e-06,28650
1,2,1,3,3,1,1,2,2,2,1.5,2.13580611161823e-05,28651
2,2,1,3,3,1,1,2,2,2,5.5,1.45809238964393e-05,28652
3,2,1,3,3,1,1,2,2,2,3.5,6.77713721974296e-06,28653
1,3,1,3,3,1,1,2,2,2,3.5,9.92711517871451e-06,28654
2,3,1,3,3,1,1,2,2,2,4.5,6.77713721974296e-06,28655
3,3,1,3,3,1,1,2,2,2,8.5,3.14997795897154e-06,28656
1,1,2,3,3,1,1,2,2,2,5.5,2.13580611161823e-05,28657
2,1,2,3,3,1,1,2,2,2,3.5,1.45809238964393e-05,28658
3,1,2,3,3,1,1,2,2,2,4.5,6.77713721974296e-06,28659
1,2,2,3,3,1,1,2,2,2,4.5,1.45809238964393e-05,28660
2,2,2,3,3,1,1,2,2,2,8.5,9.95424352974966e-06,28661
3,2,2,3,3,1,1,2,2,2,6.5,4.62668036668967e-06,28662
1,3,2,3,3,1,1,2,2,2,6.5,6.77713721974296e-06,28663
2,3,2,3,3,1,1,2,2,2,7.5,4.62668036668967e-06,28664
3,3,2,3,3,1,1,2,2,2,11.5,2.1504568530533e-06,28665
1,1,3,3,3,1,1,2,2,2,7.5,9.92711517871451e-06,28666
2,1,3,3,3,1,1,2,2,2,5.5,6.77713721974296e-06,28667
3,1,3,3,3,1,1,2,2,2,6.5,3.14997795897154e-06,28668
1,2,3,3,3,1,1,2,2,2,6.5,6.77713721974296e-06,28669
2,2,3,3,3,1,1,2,2,2,10.5,4.62668036668967e-06,28670
3,2,3,3,3,1,1,2,2,2,8.5,2.1504568530533e-06,28671
1,3,3,3,3,1,1,2,2,2,8.5,3.14997795897154e-06,28672
2,3,3,3,3,1,1,2,2,2,9.5,2.1504568530533e-06,28673
3,3,3,3,3,1,1,2,2,2,13.5,9.99521105918246e-07,28674
1,1,1,1,1,2,1,2,2,2,4.5,0.000212125518349692,28675
2,1,1,1,1,2,1,2,2,2,2.5,0.000144815862391467,28676
3,1,1,1,1,2,1,2,2,2,3.5,6.73096559582247e-05,28677
1,2,1,1,1,2,1,2,2,2,3.5,0.000144815862391467,28678
2,2,1,1,1,2,1,2,2,2,7.5,9.88642675494249e-05,28679
3,2,1,1,1,2,1,2,2,2,5.5,4.59515948420424e-05,28680
1,3,1,1,1,2,1,2,2,2,5.5,6.73096559582247e-05,28681
2,3,1,1,1,2,1,2,2,2,6.5,4.59515948420424e-05,28682
3,3,1,1,1,2,1,2,2,2,10.5,2.13580611161823e-05,28683
1,1,2,1,1,2,1,2,2,2,8.5,0.000144815862391467,28684
2,1,2,1,1,2,1,2,2,2,6.5,9.88642675494249e-05,28685
3,1,2,1,1,2,1,2,2,2,7.5,4.59515948420424e-05,28686
1,2,2,1,1,2,1,2,2,2,7.5,9.88642675494249e-05,28687
2,2,2,1,1,2,1,2,2,2,11.5,6.74935966038219e-05,28688
3,2,2,1,1,2,1,2,2,2,9.5,3.1370670945603e-05,28689
1,3,2,1,1,2,1,2,2,2,9.5,4.59515948420424e-05,28690
2,3,2,1,1,2,1,2,2,2,10.5,3.1370670945603e-05,28691
3,3,2,1,1,2,1,2,2,2,14.5,1.45809238964393e-05,28692
1,1,3,1,1,2,1,2,2,2,11.5,6.73096559582247e-05,28693
2,1,3,1,1,2,1,2,2,2,9.5,4.59515948420424e-05,28694
3,1,3,1,1,2,1,2,2,2,10.5,2.13580611161823e-05,28695
1,2,3,1,1,2,1,2,2,2,10.5,4.59515948420424e-05,28696
2,2,3,1,1,2,1,2,2,2,14.5,3.1370670945603e-05,28697
3,2,3,1,1,2,1,2,2,2,12.5,1.45809238964393e-05,28698
1,3,3,1,1,2,1,2,2,2,12.5,2.13580611161823e-05,28699
2,3,3,1,1,2,1,2,2,2,13.5,1.45809238964393e-05,28700
3,3,3,1,1,2,1,2,2,2,17.5,6.77713721974296e-06,28701
1,1,1,2,1,2,1,2,2,2,4.5,0.000144815862391467,28702
2,1,1,2,1,2,1,2,2,2,2.5,9.88642675494249e-05,28703
3,1,1,2,1,2,1,2,2,2,3.5,4.59515948420424e-05,28704
1,2,1,2,1,2,1,2,2,2,3.5,9.88642675494249e-05,28705
2,2,1,2,1,2,1,2,2,2,7.5,6.74935966038219e-05,28706
3,2,1,2,1,2,1,2,2,2,5.5,3.1370670945603e-05,28707
1,3,1,2,1,2,1,2,2,2,5.5,4.59515948420424e-05,28708
2,3,1,2,1,2,1,2,2,2,6.5,3.1370670945603e-05,28709
3,3,1,2,1,2,1,2,2,2,10.5,1.45809238964393e-05,28710
1,1,2,2,1,2,1,2,2,2,6.5,9.88642675494249e-05,28711
2,1,2,2,1,2,1,2,2,2,4.5,6.74935966038219e-05,28712
3,1,2,2,1,2,1,2,2,2,5.5,3.1370670945603e-05,28713
1,2,2,2,1,2,1,2,2,2,5.5,6.74935966038219e-05,28714
2,2,2,2,1,2,1,2,2,2,9.5,4.60771691879685e-05,28715
3,2,2,2,1,2,1,2,2,2,7.5,2.14164274158534e-05,28716
1,3,2,2,1,2,1,2,2,2,7.5,3.1370670945603e-05,28717
2,3,2,2,1,2,1,2,2,2,8.5,2.14164274158534e-05,28718
3,3,2,2,1,2,1,2,2,2,12.5,9.95424352974966e-06,28719
1,1,3,2,1,2,1,2,2,2,10.5,4.59515948420424e-05,28720
2,1,3,2,1,2,1,2,2,2,8.5,3.1370670945603e-05,28721
3,1,3,2,1,2,1,2,2,2,9.5,1.45809238964393e-05,28722
1,2,3,2,1,2,1,2,2,2,9.5,3.1370670945603e-05,28723
2,2,3,2,1,2,1,2,2,2,13.5,2.14164274158534e-05,28724
3,2,3,2,1,2,1,2,2,2,11.5,9.95424352974966e-06,28725
1,3,3,2,1,2,1,2,2,2,11.5,1.45809238964393e-05,28726
2,3,3,2,1,2,1,2,2,2,12.5,9.95424352974966e-06,28727
3,3,3,2,1,2,1,2,2,2,16.5,4.62668036668967e-06,28728
1,1,1,3,1,2,1,2,2,2,3.5,6.73096559582247e-05,28729
2,1,1,3,1,2,1,2,2,2,1.5,4.59515948420424e-05,28730
3,1,1,3,1,2,1,2,2,2,2.5,2.13580611161823e-05,28731
1,2,1,3,1,2,1,2,2,2,2.5,4.59515948420424e-05,28732
2,2,1,3,1,2,1,2,2,2,6.5,3.1370670945603e-05,28733
3,2,1,3,1,2,1,2,2,2,4.5,1.45809238964393e-05,28734
1,3,1,3,1,2,1,2,2,2,4.5,2.13580611161823e-05,28735
2,3,1,3,1,2,1,2,2,2,5.5,1.45809238964393e-05,28736
3,3,1,3,1,2,1,2,2,2,9.5,6.77713721974296e-06,28737
1,1,2,3,1,2,1,2,2,2,6.5,4.59515948420424e-05,28738
2,1,2,3,1,2,1,2,2,2,4.5,3.1370670945603e-05,28739
3,1,2,3,1,2,1,2,2,2,5.5,1.45809238964393e-05,28740
1,2,2,3,1,2,1,2,2,2,5.5,3.1370670945603e-05,28741
2,2,2,3,1,2,1,2,2,2,9.5,2.14164274158534e-05,28742
3,2,2,3,1,2,1,2,2,2,7.5,9.95424352974966e-06,28743
1,3,2,3,1,2,1,2,2,2,7.5,1.45809238964393e-05,28744
2,3,2,3,1,2,1,2,2,2,8.5,9.95424352974966e-06,28745
3,3,2,3,1,2,1,2,2,2,12.5,4.62668036668967e-06,28746
1,1,3,3,1,2,1,2,2,2,8.5,2.13580611161823e-05,28747
2,1,3,3,1,2,1,2,2,2,6.5,1.45809238964393e-05,28748
3,1,3,3,1,2,1,2,2,2,7.5,6.77713721974296e-06,28749
1,2,3,3,1,2,1,2,2,2,7.5,1.45809238964393e-05,28750
2,2,3,3,1,2,1,2,2,2,11.5,9.95424352974966e-06,28751
3,2,3,3,1,2,1,2,2,2,9.5,4.62668036668967e-06,28752
1,3,3,3,1,2,1,2,2,2,9.5,6.77713721974296e-06,28753
2,3,3,3,1,2,1,2,2,2,10.5,4.62668036668967e-06,28754
3,3,3,3,1,2,1,2,2,2,14.5,2.1504568530533e-06,28755
1,1,1,1,2,2,1,2,2,2,5,0.000144815862391467,28756
2,1,1,1,2,2,1,2,2,2,3,9.88642675494249e-05,28757
3,1,1,1,2,2,1,2,2,2,4,4.59515948420424e-05,28758
1,2,1,1,2,2,1,2,2,2,4,9.88642675494249e-05,28759
2,2,1,1,2,2,1,2,2,2,8,6.74935966038219e-05,28760
3,2,1,1,2,2,1,2,2,2,6,3.1370670945603e-05,28761
1,3,1,1,2,2,1,2,2,2,6,4.59515948420424e-05,28762
2,3,1,1,2,2,1,2,2,2,7,3.1370670945603e-05,28763
3,3,1,1,2,2,1,2,2,2,11,1.45809238964393e-05,28764
1,1,2,1,2,2,1,2,2,2,9,9.88642675494249e-05,28765
2,1,2,1,2,2,1,2,2,2,7,6.74935966038219e-05,28766
3,1,2,1,2,2,1,2,2,2,8,3.1370670945603e-05,28767
1,2,2,1,2,2,1,2,2,2,8,6.74935966038219e-05,28768
2,2,2,1,2,2,1,2,2,2,12,4.60771691879685e-05,28769
3,2,2,1,2,2,1,2,2,2,10,2.14164274158534e-05,28770
1,3,2,1,2,2,1,2,2,2,10,3.1370670945603e-05,28771
2,3,2,1,2,2,1,2,2,2,11,2.14164274158534e-05,28772
3,3,2,1,2,2,1,2,2,2,15,9.95424352974966e-06,28773
1,1,3,1,2,2,1,2,2,2,12,4.59515948420424e-05,28774
2,1,3,1,2,2,1,2,2,2,10,3.1370670945603e-05,28775
3,1,3,1,2,2,1,2,2,2,11,1.45809238964393e-05,28776
1,2,3,1,2,2,1,2,2,2,11,3.1370670945603e-05,28777
2,2,3,1,2,2,1,2,2,2,15,2.14164274158534e-05,28778
3,2,3,1,2,2,1,2,2,2,13,9.95424352974966e-06,28779
1,3,3,1,2,2,1,2,2,2,13,1.45809238964393e-05,28780
2,3,3,1,2,2,1,2,2,2,14,9.95424352974966e-06,28781
3,3,3,1,2,2,1,2,2,2,18,4.62668036668967e-06,28782
1,1,1,2,2,2,1,2,2,2,5,9.88642675494249e-05,28783
2,1,1,2,2,2,1,2,2,2,3,6.74935966038219e-05,28784
3,1,1,2,2,2,1,2,2,2,4,3.1370670945603e-05,28785
1,2,1,2,2,2,1,2,2,2,4,6.74935966038219e-05,28786
2,2,1,2,2,2,1,2,2,2,8,4.60771691879685e-05,28787
3,2,1,2,2,2,1,2,2,2,6,2.14164274158534e-05,28788
1,3,1,2,2,2,1,2,2,2,6,3.1370670945603e-05,28789
2,3,1,2,2,2,1,2,2,2,7,2.14164274158534e-05,28790
3,3,1,2,2,2,1,2,2,2,11,9.95424352974966e-06,28791
1,1,2,2,2,2,1,2,2,2,7,6.74935966038219e-05,28792
2,1,2,2,2,2,1,2,2,2,5,4.60771691879685e-05,28793
3,1,2,2,2,2,1,2,2,2,6,2.14164274158534e-05,28794
1,2,2,2,2,2,1,2,2,2,6,4.60771691879685e-05,28795
2,2,2,2,2,2,1,2,2,2,10,3.14563992320488e-05,28796
3,2,2,2,2,2,1,2,2,2,8,1.46207699559197e-05,28797
1,3,2,2,2,2,1,2,2,2,8,2.14164274158534e-05,28798
2,3,2,2,2,2,1,2,2,2,9,1.46207699559197e-05,28799
3,3,2,2,2,2,1,2,2,2,13,6.79565745993367e-06,28800
1,1,3,2,2,2,1,2,2,2,11,3.1370670945603e-05,28801
2,1,3,2,2,2,1,2,2,2,9,2.14164274158534e-05,28802
3,1,3,2,2,2,1,2,2,2,10,9.95424352974966e-06,28803
1,2,3,2,2,2,1,2,2,2,10,2.14164274158534e-05,28804
2,2,3,2,2,2,1,2,2,2,14,1.46207699559197e-05,28805
3,2,3,2,2,2,1,2,2,2,12,6.79565745993367e-06,28806
1,3,3,2,2,2,1,2,2,2,12,9.95424352974966e-06,28807
2,3,3,2,2,2,1,2,2,2,13,6.79565745993367e-06,28808
3,3,3,2,2,2,1,2,2,2,17,3.15858606981599e-06,28809
1,1,1,3,2,2,1,2,2,2,4,4.59515948420424e-05,28810
