feat_1_,feat_2_,feat_3_,feat_4_,feat_5_,feat_6_,feat_7_,feat_8_,feat_9_,feat_10_,response,joint_prob,feat_comb_id
1,1,1,3,2,2,3,1,1,1,8,4.58263627245264e-05,1837
2,1,1,3,2,2,3,1,1,1,6,3.12851762948968e-05,1838
3,1,1,3,2,2,3,1,1,1,7,1.45411864296296e-05,1839
1,2,1,3,2,2,3,1,1,1,7,3.12851762948968e-05,1840
2,2,1,3,2,2,3,1,1,1,11,2.13580611161823e-05,1841
3,2,1,3,2,2,3,1,1,1,9,9.92711517871451e-06,1842
1,3,1,3,2,2,3,1,1,1,9,1.45411864296296e-05,1843
2,3,1,3,2,2,3,1,1,1,10,9.92711517871451e-06,1844
3,3,1,3,2,2,3,1,1,1,14,4.61407125091508e-06,1845
1,1,2,3,2,2,3,1,1,1,11,3.12851762948968e-05,1846
2,1,2,3,2,2,3,1,1,1,9,2.13580611161823e-05,1847
3,1,2,3,2,2,3,1,1,1,10,9.92711517871451e-06,1848
1,2,2,3,2,2,3,1,1,1,10,2.13580611161823e-05,1849
2,2,2,3,2,2,3,1,1,1,14,1.45809238964393e-05,1850
3,2,2,3,2,2,3,1,1,1,12,6.77713721974296e-06,1851
1,3,2,3,2,2,3,1,1,1,12,9.92711517871451e-06,1852
2,3,2,3,2,2,3,1,1,1,13,6.77713721974296e-06,1853
3,3,2,3,2,2,3,1,1,1,17,3.14997795897154e-06,1854
1,1,3,3,2,2,3,1,1,1,13,1.45411864296296e-05,1855
2,1,3,3,2,2,3,1,1,1,11,9.92711517871451e-06,1856
3,1,3,3,2,2,3,1,1,1,12,4.61407125091508e-06,1857
1,2,3,3,2,2,3,1,1,1,12,9.92711517871451e-06,1858
2,2,3,3,2,2,3,1,1,1,16,6.77713721974296e-06,1859
3,2,3,3,2,2,3,1,1,1,14,3.14997795897154e-06,1860
1,3,3,3,2,2,3,1,1,1,14,4.61407125091508e-06,1861
2,3,3,3,2,2,3,1,1,1,15,3.14997795897154e-06,1862
3,3,3,3,2,2,3,1,1,1,19,1.46409329194354e-06,1863
1,1,1,1,3,2,3,1,1,1,4.5,6.7126216607014e-05,1864
2,1,1,1,3,2,3,1,1,1,2.5,4.58263627245264e-05,1865
3,1,1,1,3,2,3,1,1,1,3.5,2.12998538824876e-05,1866
1,2,1,1,3,2,3,1,1,1,3.5,4.58263627245264e-05,1867
2,2,1,1,3,2,3,1,1,1,7.5,3.12851762948968e-05,1868
3,2,1,1,3,2,3,1,1,1,5.5,1.45411864296296e-05,1869
1,3,1,1,3,2,3,1,1,1,5.5,2.12998538824876e-05,1870
2,3,1,1,3,2,3,1,1,1,6.5,1.45411864296296e-05,1871
3,3,1,1,3,2,3,1,1,1,10.5,6.758667452858e-06,1872
1,1,2,1,3,2,3,1,1,1,8.5,4.58263627245264e-05,1873
2,1,2,1,3,2,3,1,1,1,6.5,3.12851762948968e-05,1874
3,1,2,1,3,2,3,1,1,1,7.5,1.45411864296296e-05,1875
1,2,2,1,3,2,3,1,1,1,7.5,3.12851762948968e-05,1876
2,2,2,1,3,2,3,1,1,1,11.5,2.13580611161823e-05,1877
3,2,2,1,3,2,3,1,1,1,9.5,9.92711517871451e-06,1878
1,3,2,1,3,2,3,1,1,1,9.5,1.45411864296296e-05,1879
2,3,2,1,3,2,3,1,1,1,10.5,9.92711517871451e-06,1880
3,3,2,1,3,2,3,1,1,1,14.5,4.61407125091508e-06,1881
1,1,3,1,3,2,3,1,1,1,11.5,2.12998538824876e-05,1882
2,1,3,1,3,2,3,1,1,1,9.5,1.45411864296296e-05,1883
3,1,3,1,3,2,3,1,1,1,10.5,6.758667452858e-06,1884
1,2,3,1,3,2,3,1,1,1,10.5,1.45411864296296e-05,1885
2,2,3,1,3,2,3,1,1,1,14.5,9.92711517871451e-06,1886
3,2,3,1,3,2,3,1,1,1,12.5,4.61407125091508e-06,1887
1,3,3,1,3,2,3,1,1,1,12.5,6.758667452858e-06,1888
2,3,3,1,3,2,3,1,1,1,13.5,4.61407125091508e-06,1889
3,3,3,1,3,2,3,1,1,1,17.5,2.14459620194292e-06,1890
1,1,1,2,3,2,3,1,1,1,4.5,4.58263627245264e-05,1891
2,1,1,2,3,2,3,1,1,1,2.5,3.12851762948968e-05,1892
3,1,1,2,3,2,3,1,1,1,3.5,1.45411864296296e-05,1893
1,2,1,2,3,2,3,1,1,1,3.5,3.12851762948968e-05,1894
2,2,1,2,3,2,3,1,1,1,7.5,2.13580611161823e-05,1895
3,2,1,2,3,2,3,1,1,1,5.5,9.92711517871451e-06,1896
1,3,1,2,3,2,3,1,1,1,5.5,1.45411864296296e-05,1897
2,3,1,2,3,2,3,1,1,1,6.5,9.92711517871451e-06,1898
3,3,1,2,3,2,3,1,1,1,10.5,4.61407125091508e-06,1899
1,1,2,2,3,2,3,1,1,1,6.5,3.12851762948968e-05,1900
2,1,2,2,3,2,3,1,1,1,4.5,2.13580611161823e-05,1901
3,1,2,2,3,2,3,1,1,1,5.5,9.92711517871451e-06,1902
1,2,2,2,3,2,3,1,1,1,5.5,2.13580611161823e-05,1903
2,2,2,2,3,2,3,1,1,1,9.5,1.45809238964393e-05,1904
3,2,2,2,3,2,3,1,1,1,7.5,6.77713721974296e-06,1905
1,3,2,2,3,2,3,1,1,1,7.5,9.92711517871451e-06,1906
2,3,2,2,3,2,3,1,1,1,8.5,6.77713721974296e-06,1907
3,3,2,2,3,2,3,1,1,1,12.5,3.14997795897154e-06,1908
1,1,3,2,3,2,3,1,1,1,10.5,1.45411864296296e-05,1909
2,1,3,2,3,2,3,1,1,1,8.5,9.92711517871451e-06,1910
3,1,3,2,3,2,3,1,1,1,9.5,4.61407125091508e-06,1911
1,2,3,2,3,2,3,1,1,1,9.5,9.92711517871451e-06,1912
2,2,3,2,3,2,3,1,1,1,13.5,6.77713721974296e-06,1913
3,2,3,2,3,2,3,1,1,1,11.5,3.14997795897154e-06,1914
1,3,3,2,3,2,3,1,1,1,11.5,4.61407125091508e-06,1915
2,3,3,2,3,2,3,1,1,1,12.5,3.14997795897154e-06,1916
3,3,3,2,3,2,3,1,1,1,16.5,1.46409329194354e-06,1917
1,1,1,3,3,2,3,1,1,1,3.5,2.12998538824876e-05,1918
2,1,1,3,3,2,3,1,1,1,1.5,1.45411864296296e-05,1919
3,1,1,3,3,2,3,1,1,1,2.5,6.758667452858e-06,1920
1,2,1,3,3,2,3,1,1,1,2.5,1.45411864296296e-05,1921
2,2,1,3,3,2,3,1,1,1,6.5,9.92711517871451e-06,1922
3,2,1,3,3,2,3,1,1,1,4.5,4.61407125091508e-06,1923
1,3,1,3,3,2,3,1,1,1,4.5,6.758667452858e-06,1924
2,3,1,3,3,2,3,1,1,1,5.5,4.61407125091508e-06,1925
3,3,1,3,3,2,3,1,1,1,9.5,2.14459620194292e-06,1926
1,1,2,3,3,2,3,1,1,1,6.5,1.45411864296296e-05,1927
2,1,2,3,3,2,3,1,1,1,4.5,9.92711517871451e-06,1928
3,1,2,3,3,2,3,1,1,1,5.5,4.61407125091508e-06,1929
1,2,2,3,3,2,3,1,1,1,5.5,9.92711517871451e-06,1930
2,2,2,3,3,2,3,1,1,1,9.5,6.77713721974296e-06,1931
3,2,2,3,3,2,3,1,1,1,7.5,3.14997795897154e-06,1932
1,3,2,3,3,2,3,1,1,1,7.5,4.61407125091508e-06,1933
2,3,2,3,3,2,3,1,1,1,8.5,3.14997795897154e-06,1934
3,3,2,3,3,2,3,1,1,1,12.5,1.46409329194354e-06,1935
1,1,3,3,3,2,3,1,1,1,8.5,6.758667452858e-06,1936
2,1,3,3,3,2,3,1,1,1,6.5,4.61407125091508e-06,1937
3,1,3,3,3,2,3,1,1,1,7.5,2.14459620194292e-06,1938
1,2,3,3,3,2,3,1,1,1,7.5,4.61407125091508e-06,1939
2,2,3,3,3,2,3,1,1,1,11.5,3.14997795897154e-06,1940
3,2,3,3,3,2,3,1,1,1,9.5,1.46409329194354e-06,1941
1,3,3,3,3,2,3,1,1,1,9.5,2.14459620194292e-06,1942
2,3,3,3,3,2,3,1,1,1,10.5,1.46409329194354e-06,1943
3,3,3,3,3,2,3,1,1,1,14.5,6.80502909999385e-07,1944
1,1,1,1,1,3,3,1,1,1,5.5,9.83261312502153e-05,1945
2,1,1,1,1,3,3,1,1,1,3.5,6.7126216607014e-05,1946
3,1,1,1,1,3,3,1,1,1,4.5,3.11999146432014e-05,1947
1,2,1,1,1,3,3,1,1,1,4.5,6.7126216607014e-05,1948
2,2,1,1,1,3,3,1,1,1,8.5,4.58263627245264e-05,1949
3,2,1,1,1,3,3,1,1,1,6.5,2.12998538824876e-05,1950
1,3,1,1,1,3,3,1,1,1,6.5,3.11999146432014e-05,1951
2,3,1,1,1,3,3,1,1,1,7.5,2.12998538824876e-05,1952
3,3,1,1,1,3,3,1,1,1,11.5,9.9000607607138e-06,1953
1,1,2,1,1,3,3,1,1,1,9.5,6.7126216607014e-05,1954
2,1,2,1,1,3,3,1,1,1,7.5,4.58263627245264e-05,1955
3,1,2,1,1,3,3,1,1,1,8.5,2.12998538824876e-05,1956
1,2,2,1,1,3,3,1,1,1,8.5,4.58263627245264e-05,1957
2,2,2,1,1,3,3,1,1,1,12.5,3.12851762948968e-05,1958
3,2,2,1,1,3,3,1,1,1,10.5,1.45411864296296e-05,1959
1,3,2,1,1,3,3,1,1,1,10.5,2.12998538824876e-05,1960
2,3,2,1,1,3,3,1,1,1,11.5,1.45411864296296e-05,1961
3,3,2,1,1,3,3,1,1,1,15.5,6.758667452858e-06,1962
1,1,3,1,1,3,3,1,1,1,12.5,3.11999146432014e-05,1963
2,1,3,1,1,3,3,1,1,1,10.5,2.12998538824876e-05,1964
3,1,3,1,1,3,3,1,1,1,11.5,9.9000607607138e-06,1965
1,2,3,1,1,3,3,1,1,1,11.5,2.12998538824876e-05,1966
2,2,3,1,1,3,3,1,1,1,15.5,1.45411864296296e-05,1967
3,2,3,1,1,3,3,1,1,1,13.5,6.758667452858e-06,1968
1,3,3,1,1,3,3,1,1,1,13.5,9.9000607607138e-06,1969
2,3,3,1,1,3,3,1,1,1,14.5,6.758667452858e-06,1970
3,3,3,1,1,3,3,1,1,1,18.5,3.14139330785581e-06,1971
1,1,1,2,1,3,3,1,1,1,5.5,6.7126216607014e-05,1972
2,1,1,2,1,3,3,1,1,1,3.5,4.58263627245264e-05,1973
3,1,1,2,1,3,3,1,1,1,4.5,2.12998538824876e-05,1974
1,2,1,2,1,3,3,1,1,1,4.5,4.58263627245264e-05,1975
2,2,1,2,1,3,3,1,1,1,8.5,3.12851762948968e-05,1976
3,2,1,2,1,3,3,1,1,1,6.5,1.45411864296296e-05,1977
1,3,1,2,1,3,3,1,1,1,6.5,2.12998538824876e-05,1978
2,3,1,2,1,3,3,1,1,1,7.5,1.45411864296296e-05,1979
3,3,1,2,1,3,3,1,1,1,11.5,6.758667452858e-06,1980
1,1,2,2,1,3,3,1,1,1,7.5,4.58263627245264e-05,1981
2,1,2,2,1,3,3,1,1,1,5.5,3.12851762948968e-05,1982
3,1,2,2,1,3,3,1,1,1,6.5,1.45411864296296e-05,1983
1,2,2,2,1,3,3,1,1,1,6.5,3.12851762948968e-05,1984
2,2,2,2,1,3,3,1,1,1,10.5,2.13580611161823e-05,1985
3,2,2,2,1,3,3,1,1,1,8.5,9.92711517871451e-06,1986
1,3,2,2,1,3,3,1,1,1,8.5,1.45411864296296e-05,1987
2,3,2,2,1,3,3,1,1,1,9.5,9.92711517871451e-06,1988
3,3,2,2,1,3,3,1,1,1,13.5,4.61407125091508e-06,1989
1,1,3,2,1,3,3,1,1,1,11.5,2.12998538824876e-05,1990
2,1,3,2,1,3,3,1,1,1,9.5,1.45411864296296e-05,1991
3,1,3,2,1,3,3,1,1,1,10.5,6.758667452858e-06,1992
1,2,3,2,1,3,3,1,1,1,10.5,1.45411864296296e-05,1993
2,2,3,2,1,3,3,1,1,1,14.5,9.92711517871451e-06,1994
3,2,3,2,1,3,3,1,1,1,12.5,4.61407125091508e-06,1995
1,3,3,2,1,3,3,1,1,1,12.5,6.758667452858e-06,1996
2,3,3,2,1,3,3,1,1,1,13.5,4.61407125091508e-06,1997
3,3,3,2,1,3,3,1,1,1,17.5,2.14459620194292e-06,1998
1,1,1,3,1,3,3,1,1,1,4.5,3.11999146432014e-05,1999
2,1,1,3,1,3,3,1,1,1,2.5,2.12998538824876e-05,2000
3,1,1,3,1,3,3,1,1,1,3.5,9.9000607607138e-06,2001
1,2,1,3,1,3,3,1,1,1,3.5,2.12998538824876e-05,2002
2,2,1,3,1,3,3,1,1,1,7.5,1.45411864296296e-05,2003
3,2,1,3,1,3,3,1,1,1,5.5,6.758667452858e-06,2004
1,3,1,3,1,3,3,1,1,1,5.5,9.9000607607138e-06,2005
2,3,1,3,1,3,3,1,1,1,6.5,6.758667452858e-06,2006
3,3,1,3,1,3,3,1,1,1,10.5,3.14139330785581e-06,2007
1,1,2,3,1,3,3,1,1,1,7.5,2.12998538824876e-05,2008
2,1,2,3,1,3,3,1,1,1,5.5,1.45411864296296e-05,2009
3,1,2,3,1,3,3,1,1,1,6.5,6.758667452858e-06,2010
1,2,2,3,1,3,3,1,1,1,6.5,1.45411864296296e-05,2011
2,2,2,3,1,3,3,1,1,1,10.5,9.92711517871451e-06,2012
3,2,2,3,1,3,3,1,1,1,8.5,4.61407125091508e-06,2013
1,3,2,3,1,3,3,1,1,1,8.5,6.758667452858e-06,2014
2,3,2,3,1,3,3,1,1,1,9.5,4.61407125091508e-06,2015
3,3,2,3,1,3,3,1,1,1,13.5,2.14459620194292e-06,2016
1,1,3,3,1,3,3,1,1,1,9.5,9.9000607607138e-06,2017
2,1,3,3,1,3,3,1,1,1,7.5,6.758667452858e-06,2018
3,1,3,3,1,3,3,1,1,1,8.5,3.14139330785581e-06,2019
1,2,3,3,1,3,3,1,1,1,8.5,6.758667452858e-06,2020
2,2,3,3,1,3,3,1,1,1,12.5,4.61407125091508e-06,2021
3,2,3,3,1,3,3,1,1,1,10.5,2.14459620194292e-06,2022
1,3,3,3,1,3,3,1,1,1,10.5,3.14139330785581e-06,2023
2,3,3,3,1,3,3,1,1,1,11.5,2.14459620194292e-06,2024
3,3,3,3,1,3,3,1,1,1,15.5,9.96797105912886e-07,2025
1,1,1,1,2,3,3,1,1,1,3.5,6.7126216607014e-05,2026
2,1,1,1,2,3,3,1,1,1,1.5,4.58263627245264e-05,2027
3,1,1,1,2,3,3,1,1,1,2.5,2.12998538824876e-05,2028
1,2,1,1,2,3,3,1,1,1,2.5,4.58263627245264e-05,2029
2,2,1,1,2,3,3,1,1,1,6.5,3.12851762948968e-05,2030
3,2,1,1,2,3,3,1,1,1,4.5,1.45411864296296e-05,2031
1,3,1,1,2,3,3,1,1,1,4.5,2.12998538824876e-05,2032
2,3,1,1,2,3,3,1,1,1,5.5,1.45411864296296e-05,2033
3,3,1,1,2,3,3,1,1,1,9.5,6.758667452858e-06,2034
1,1,2,1,2,3,3,1,1,1,7.5,4.58263627245264e-05,2035
2,1,2,1,2,3,3,1,1,1,5.5,3.12851762948968e-05,2036
3,1,2,1,2,3,3,1,1,1,6.5,1.45411864296296e-05,2037
1,2,2,1,2,3,3,1,1,1,6.5,3.12851762948968e-05,2038
2,2,2,1,2,3,3,1,1,1,10.5,2.13580611161823e-05,2039
3,2,2,1,2,3,3,1,1,1,8.5,9.92711517871451e-06,2040
1,3,2,1,2,3,3,1,1,1,8.5,1.45411864296296e-05,2041
2,3,2,1,2,3,3,1,1,1,9.5,9.92711517871451e-06,2042
3,3,2,1,2,3,3,1,1,1,13.5,4.61407125091508e-06,2043
1,1,3,1,2,3,3,1,1,1,10.5,2.12998538824876e-05,2044
2,1,3,1,2,3,3,1,1,1,8.5,1.45411864296296e-05,2045
3,1,3,1,2,3,3,1,1,1,9.5,6.758667452858e-06,2046
1,2,3,1,2,3,3,1,1,1,9.5,1.45411864296296e-05,2047
2,2,3,1,2,3,3,1,1,1,13.5,9.92711517871451e-06,2048
3,2,3,1,2,3,3,1,1,1,11.5,4.61407125091508e-06,2049
1,3,3,1,2,3,3,1,1,1,11.5,6.758667452858e-06,2050
2,3,3,1,2,3,3,1,1,1,12.5,4.61407125091508e-06,2051
3,3,3,1,2,3,3,1,1,1,16.5,2.14459620194292e-06,2052
1,1,1,2,2,3,3,1,1,1,3.5,4.58263627245264e-05,2053
2,1,1,2,2,3,3,1,1,1,1.5,3.12851762948968e-05,2054
3,1,1,2,2,3,3,1,1,1,2.5,1.45411864296296e-05,2055
1,2,1,2,2,3,3,1,1,1,2.5,3.12851762948968e-05,2056
2,2,1,2,2,3,3,1,1,1,6.5,2.13580611161823e-05,2057
3,2,1,2,2,3,3,1,1,1,4.5,9.92711517871451e-06,2058
1,3,1,2,2,3,3,1,1,1,4.5,1.45411864296296e-05,2059
2,3,1,2,2,3,3,1,1,1,5.5,9.92711517871451e-06,2060
3,3,1,2,2,3,3,1,1,1,9.5,4.61407125091508e-06,2061
1,1,2,2,2,3,3,1,1,1,5.5,3.12851762948968e-05,2062
2,1,2,2,2,3,3,1,1,1,3.5,2.13580611161823e-05,2063
3,1,2,2,2,3,3,1,1,1,4.5,9.92711517871451e-06,2064
1,2,2,2,2,3,3,1,1,1,4.5,2.13580611161823e-05,2065
2,2,2,2,2,3,3,1,1,1,8.5,1.45809238964393e-05,2066
3,2,2,2,2,3,3,1,1,1,6.5,6.77713721974296e-06,2067
1,3,2,2,2,3,3,1,1,1,6.5,9.92711517871451e-06,2068
2,3,2,2,2,3,3,1,1,1,7.5,6.77713721974296e-06,2069
3,3,2,2,2,3,3,1,1,1,11.5,3.14997795897154e-06,2070
1,1,3,2,2,3,3,1,1,1,9.5,1.45411864296296e-05,2071
2,1,3,2,2,3,3,1,1,1,7.5,9.92711517871451e-06,2072
3,1,3,2,2,3,3,1,1,1,8.5,4.61407125091508e-06,2073
1,2,3,2,2,3,3,1,1,1,8.5,9.92711517871451e-06,2074
2,2,3,2,2,3,3,1,1,1,12.5,6.77713721974296e-06,2075
3,2,3,2,2,3,3,1,1,1,10.5,3.14997795897154e-06,2076
1,3,3,2,2,3,3,1,1,1,10.5,4.61407125091508e-06,2077
2,3,3,2,2,3,3,1,1,1,11.5,3.14997795897154e-06,2078
3,3,3,2,2,3,3,1,1,1,15.5,1.46409329194354e-06,2079
1,1,1,3,2,3,3,1,1,1,2.5,2.12998538824876e-05,2080
2,1,1,3,2,3,3,1,1,1,0.5,1.45411864296296e-05,2081
3,1,1,3,2,3,3,1,1,1,1.5,6.758667452858e-06,2082
1,2,1,3,2,3,3,1,1,1,1.5,1.45411864296296e-05,2083
2,2,1,3,2,3,3,1,1,1,5.5,9.92711517871451e-06,2084
3,2,1,3,2,3,3,1,1,1,3.5,4.61407125091508e-06,2085
1,3,1,3,2,3,3,1,1,1,3.5,6.758667452858e-06,2086
2,3,1,3,2,3,3,1,1,1,4.5,4.61407125091508e-06,2087
3,3,1,3,2,3,3,1,1,1,8.5,2.14459620194292e-06,2088
1,1,2,3,2,3,3,1,1,1,5.5,1.45411864296296e-05,2089
2,1,2,3,2,3,3,1,1,1,3.5,9.92711517871451e-06,2090
3,1,2,3,2,3,3,1,1,1,4.5,4.61407125091508e-06,2091
1,2,2,3,2,3,3,1,1,1,4.5,9.92711517871451e-06,2092
2,2,2,3,2,3,3,1,1,1,8.5,6.77713721974296e-06,2093
3,2,2,3,2,3,3,1,1,1,6.5,3.14997795897154e-06,2094
1,3,2,3,2,3,3,1,1,1,6.5,4.61407125091508e-06,2095
2,3,2,3,2,3,3,1,1,1,7.5,3.14997795897154e-06,2096
3,3,2,3,2,3,3,1,1,1,11.5,1.46409329194354e-06,2097
1,1,3,3,2,3,3,1,1,1,7.5,6.758667452858e-06,2098
2,1,3,3,2,3,3,1,1,1,5.5,4.61407125091508e-06,2099
3,1,3,3,2,3,3,1,1,1,6.5,2.14459620194292e-06,2100
1,2,3,3,2,3,3,1,1,1,6.5,4.61407125091508e-06,2101
2,2,3,3,2,3,3,1,1,1,10.5,3.14997795897154e-06,2102
3,2,3,3,2,3,3,1,1,1,8.5,1.46409329194354e-06,2103
1,3,3,3,2,3,3,1,1,1,8.5,2.14459620194292e-06,2104
2,3,3,3,2,3,3,1,1,1,9.5,1.46409329194354e-06,2105
3,3,3,3,2,3,3,1,1,1,13.5,6.80502909999385e-07,2106
1,1,1,1,3,3,3,1,1,1,4,3.11999146432014e-05,2107
2,1,1,1,3,3,3,1,1,1,2,2.12998538824876e-05,2108
3,1,1,1,3,3,3,1,1,1,3,9.9000607607138e-06,2109
1,2,1,1,3,3,3,1,1,1,3,2.12998538824876e-05,2110
2,2,1,1,3,3,3,1,1,1,7,1.45411864296296e-05,2111
3,2,1,1,3,3,3,1,1,1,5,6.758667452858e-06,2112
1,3,1,1,3,3,3,1,1,1,5,9.9000607607138e-06,2113
2,3,1,1,3,3,3,1,1,1,6,6.758667452858e-06,2114
3,3,1,1,3,3,3,1,1,1,10,3.14139330785581e-06,2115
1,1,2,1,3,3,3,1,1,1,8,2.12998538824876e-05,2116
2,1,2,1,3,3,3,1,1,1,6,1.45411864296296e-05,2117
3,1,2,1,3,3,3,1,1,1,7,6.758667452858e-06,2118
1,2,2,1,3,3,3,1,1,1,7,1.45411864296296e-05,2119
2,2,2,1,3,3,3,1,1,1,11,9.92711517871451e-06,2120
3,2,2,1,3,3,3,1,1,1,9,4.61407125091508e-06,2121
1,3,2,1,3,3,3,1,1,1,9,6.758667452858e-06,2122
2,3,2,1,3,3,3,1,1,1,10,4.61407125091508e-06,2123
3,3,2,1,3,3,3,1,1,1,14,2.14459620194292e-06,2124
1,1,3,1,3,3,3,1,1,1,11,9.9000607607138e-06,2125
2,1,3,1,3,3,3,1,1,1,9,6.758667452858e-06,2126
3,1,3,1,3,3,3,1,1,1,10,3.14139330785581e-06,2127
1,2,3,1,3,3,3,1,1,1,10,6.758667452858e-06,2128
2,2,3,1,3,3,3,1,1,1,14,4.61407125091508e-06,2129
3,2,3,1,3,3,3,1,1,1,12,2.14459620194292e-06,2130
1,3,3,1,3,3,3,1,1,1,12,3.14139330785581e-06,2131
2,3,3,1,3,3,3,1,1,1,13,2.14459620194292e-06,2132
3,3,3,1,3,3,3,1,1,1,17,9.96797105912886e-07,2133
1,1,1,2,3,3,3,1,1,1,4,2.12998538824876e-05,2134
2,1,1,2,3,3,3,1,1,1,2,1.45411864296296e-05,2135
3,1,1,2,3,3,3,1,1,1,3,6.758667452858e-06,2136
1,2,1,2,3,3,3,1,1,1,3,1.45411864296296e-05,2137
2,2,1,2,3,3,3,1,1,1,7,9.92711517871451e-06,2138
3,2,1,2,3,3,3,1,1,1,5,4.61407125091508e-06,2139
1,3,1,2,3,3,3,1,1,1,5,6.758667452858e-06,2140
2,3,1,2,3,3,3,1,1,1,6,4.61407125091508e-06,2141
3,3,1,2,3,3,3,1,1,1,10,2.14459620194292e-06,2142
1,1,2,2,3,3,3,1,1,1,6,1.45411864296296e-05,2143
2,1,2,2,3,3,3,1,1,1,4,9.92711517871451e-06,2144
3,1,2,2,3,3,3,1,1,1,5,4.61407125091508e-06,2145
1,2,2,2,3,3,3,1,1,1,5,9.92711517871451e-06,2146
2,2,2,2,3,3,3,1,1,1,9,6.77713721974296e-06,2147
3,2,2,2,3,3,3,1,1,1,7,3.14997795897154e-06,2148
1,3,2,2,3,3,3,1,1,1,7,4.61407125091508e-06,2149
2,3,2,2,3,3,3,1,1,1,8,3.14997795897154e-06,2150
3,3,2,2,3,3,3,1,1,1,12,1.46409329194354e-06,2151
1,1,3,2,3,3,3,1,1,1,10,6.758667452858e-06,2152
2,1,3,2,3,3,3,1,1,1,8,4.61407125091508e-06,2153
3,1,3,2,3,3,3,1,1,1,9,2.14459620194292e-06,2154
1,2,3,2,3,3,3,1,1,1,9,4.61407125091508e-06,2155
2,2,3,2,3,3,3,1,1,1,13,3.14997795897154e-06,2156
3,2,3,2,3,3,3,1,1,1,11,1.46409329194354e-06,2157
1,3,3,2,3,3,3,1,1,1,11,2.14459620194292e-06,2158
2,3,3,2,3,3,3,1,1,1,12,1.46409329194354e-06,2159
3,3,3,2,3,3,3,1,1,1,16,6.80502909999385e-07,2160
1,1,1,3,3,3,3,1,1,1,3,9.9000607607138e-06,2161
2,1,1,3,3,3,3,1,1,1,1,6.758667452858e-06,2162
3,1,1,3,3,3,3,1,1,1,2,3.14139330785581e-06,2163
1,2,1,3,3,3,3,1,1,1,2,6.758667452858e-06,2164
2,2,1,3,3,3,3,1,1,1,6,4.61407125091508e-06,2165
3,2,1,3,3,3,3,1,1,1,4,2.14459620194292e-06,2166
1,3,1,3,3,3,3,1,1,1,4,3.14139330785581e-06,2167
2,3,1,3,3,3,3,1,1,1,5,2.14459620194292e-06,2168
3,3,1,3,3,3,3,1,1,1,9,9.96797105912886e-07,2169
1,1,2,3,3,3,3,1,1,1,6,6.758667452858e-06,2170
2,1,2,3,3,3,3,1,1,1,4,4.61407125091508e-06,2171
3,1,2,3,3,3,3,1,1,1,5,2.14459620194292e-06,2172
1,2,2,3,3,3,3,1,1,1,5,4.61407125091508e-06,2173
2,2,2,3,3,3,3,1,1,1,9,3.14997795897154e-06,2174
3,2,2,3,3,3,3,1,1,1,7,1.46409329194354e-06,2175
1,3,2,3,3,3,3,1,1,1,7,2.14459620194292e-06,2176
2,3,2,3,3,3,3,1,1,1,8,1.46409329194354e-06,2177
3,3,2,3,3,3,3,1,1,1,12,6.80502909999385e-07,2178
1,1,3,3,3,3,3,1,1,1,8,3.14139330785581e-06,2179
2,1,3,3,3,3,3,1,1,1,6,2.14459620194292e-06,2180
3,1,3,3,3,3,3,1,1,1,7,9.96797105912886e-07,2181
1,2,3,3,3,3,3,1,1,1,7,2.14459620194292e-06,2182
2,2,3,3,3,3,3,1,1,1,11,1.46409329194354e-06,2183
3,2,3,3,3,3,3,1,1,1,9,6.80502909999385e-07,2184
1,3,3,3,3,3,3,1,1,1,9,9.96797105912886e-07,2185
2,3,3,3,3,3,3,1,1,1,10,6.80502909999385e-07,2186
3,3,3,3,3,3,3,1,1,1,14,3.16294195913501e-07,2187
1,1,1,1,1,1,1,2,1,1,10,0.000666688957165123,2188
2,1,1,1,1,1,1,2,1,1,8,0.000455141545580461,2189
3,1,1,1,1,1,1,2,1,1,9,0.000211547411584662,2190
1,2,1,1,1,1,1,2,1,1,9,0.000455141545580461,2191
2,2,1,1,1,1,1,2,1,1,13,0.000310720350602813,2192
3,2,1,1,1,1,1,2,1,1,11,0.000144421194977648,2193
1,3,1,1,1,1,1,2,1,1,11,0.000211547411584662,2194
2,3,1,1,1,1,1,2,1,1,12,0.000144421194977648,2195
3,3,1,1,1,1,1,2,1,1,16,6.7126216607014e-05,2196
1,1,2,1,1,1,1,2,1,1,14,0.000455141545580461,2197
2,1,2,1,1,1,1,2,1,1,12,0.000310720350602813,2198
3,1,2,1,1,1,1,2,1,1,13,0.000144421194977648,2199
1,2,2,1,1,1,1,2,1,1,13,0.000310720350602813,2200
2,2,2,1,1,1,1,2,1,1,17,0.000212125518349692,2201
3,2,2,1,1,1,1,2,1,1,15,9.85948322531214e-05,2202
1,3,2,1,1,1,1,2,1,1,15,0.000144421194977648,2203
2,3,2,1,1,1,1,2,1,1,16,9.85948322531214e-05,2204
3,3,2,1,1,1,1,2,1,1,20,4.58263627245264e-05,2205
1,1,3,1,1,1,1,2,1,1,17,0.000211547411584662,2206
2,1,3,1,1,1,1,2,1,1,15,0.000144421194977648,2207
3,1,3,1,1,1,1,2,1,1,16,6.7126216607014e-05,2208
1,2,3,1,1,1,1,2,1,1,16,0.000144421194977648,2209
2,2,3,1,1,1,1,2,1,1,20,9.85948322531214e-05,2210
3,2,3,1,1,1,1,2,1,1,18,4.58263627245264e-05,2211
