none,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,other_features,K
-0.0187069970286017,-0.1665022211034,-0.292972643755197,-0.224934846431857,0.382404356281301,0.164759185479001,0.10499086137668,-0.0356145284267507,0.0270084883822798,0.0195998530948563,0.0314181535552613,0.0178843734375845,0.0118227277518707,0,130
-0.0187069970286017,1.08166689412833,0.925920557060839,0.968044658869679,-0.0041889108389454,0.318400071763883,-0.0061224142712256,0.0900297469343068,0.00756466960650776,0.00707860983534406,-0.0143638763929821,0.00588646636576296,-0.0268825224431135,0,370
-0.0187069970286017,0.085940647714025,-0.131377409534178,-0.296076446872802,-0.0281002746016451,-0.391617757404062,0.208587588398125,0.158684929918783,-0.0157609561130489,-0.0106435988590028,0.00273202116751904,-0.00463668912128899,0.000661911882536836,0,108
-0.0187069970286017,-0.127421622034835,-0.178647989245587,-0.187997373350458,-0.12619791749948,-0.0063092171181408,0.430083233004586,-0.0139267958193561,-0.0652841699161659,-0.0043303899898031,0.0163114645147673,-0.0180495356616509,0.00660526945870068,0,100
-0.0187069970286017,0.492678290942764,0.131985822609711,0.368425051109123,-0.24298846084486,-0.314397099531847,-0.369829940009296,0.017513103836957,-0.108215454522547,-0.0240694906189202,-0.0434168891416982,-0.010558145117587,-0.0141971441473342,0,168
-0.0187069970286017,0.0397257059190119,-0.106252745082511,-0.466354902135672,0.158146274559364,-0.00571954961146104,-0.400454973998156,-0.0735463684313585,0.0160999825015604,0.000858140336087193,0.012100828921064,-0.00642687044615287,-0.0102334475590662,0,108
-0.0187069970286017,-0.144460465906211,-0.0616734642784994,0.208854432890281,-0.100150988856211,-0.468741428822277,0.653892253747613,-0.150909578884415,-0.0919190795982003,0.035664045639812,-0.00297030144071348,-0.00974226178450773,0.0100226674005499,0,124
-0.0187069970286017,0.307528329935337,0.660215636552348,0.357102846690797,-0.246436076925029,-0.00636067459459699,0.152311462946709,-0.0128611668840723,0.142968220942376,-0.00210175947501939,0.0195476705102098,-0.033815792273795,0.0334212778585814,0,188
-0.0187069970286017,-0.98398543438659,-0.9422482954626,-0.93514837843051,-0.291714152440594,0.871089534575012,-0.387001968123081,-0.105537788884984,0.0168475222724552,-0.0149124308268944,-0.00398686423640587,-0.0203672038340346,0.0108508837644236,0,420
-0.0187069970286017,0.000186053813345632,-0.487229157482757,-0.0495212848062449,-0.189428115126249,-0.783488001985243,-0.0135812875597264,0.188900094084674,-0.0212220256155742,-0.0174041244310709,0.0429079586232898,0.0111496025677668,-0.000715488780473339,0,118
-0.0187069970286017,-0.915300840053386,-0.848514076786264,-0.826543160860538,-0.100561364490067,-0.411740479975535,0.0155501283531008,0.459713968720996,0.199638718541911,-0.025802765976973,-0.0083506871578511,-0.0462840702895244,-0.00245025289641962,0,448
-0.0187069970286017,-0.334780316986168,-0.466290573684433,-0.561523469834392,0.150274019872022,0.971297250897459,0.474628212427128,0.381533248567419,0.0139708920732583,-0.00176822953430365,-0.0267195228213933,0.0198655537841103,-0.011027008135152,0,202
-0.0187069970286017,-0.305586957491668,-0.289609871414671,-0.110126274362946,0.145483745319872,-0.558883602850699,0.140801386771981,-0.0453959290687373,0.0378581981630853,-0.00195738144392774,0.0146363577462938,0.0383055068605803,-0.0213547793191464,0,138
-0.0187069970286017,0.00130437583459259,0.241696386312233,0.0597664620903005,-0.199682344281443,0.278539367624442,0.15666174500061,-0.157747066993902,0.0795415706803498,0.0141240030708397,0.0121399648351741,-0.00987809976564054,-0.000949184459925822,0,108
-0.0187069970286017,-0.566168361217315,-0.424774162536024,-0.71422349794199,-0.0591888953982276,0.2625706221819,-0.333706657937005,-0.12389923268544,-0.0331986536632965,0.00461181594623897,-0.00797149947075448,-0.00840050618636487,0.00575864622905092,0,248
-0.0187069970286017,-0.0694636088467622,0.0587220293764555,0.255718180947129,0.110381695165349,0.168528015496383,0.415805799282114,0.232713707538026,-0.118896108002495,0.00244539002684585,-0.0048676220757721,-0.00208301787002749,-0.0063966106839536,0,112
-0.0187069970286017,0.22894171813122,0.147658947400154,0.374701669991174,0.134647625963171,0.00306164870297732,-0.00462163254323821,-0.0405742311822627,0.0756167835506444,-0.00913121795534486,-0.0140374497540153,-0.0171510948112515,-0.00198972466516842,0,128
-0.0187069970286017,0.310489504831839,0.30854021448701,0.0190356331628692,-0.204863286995045,0.455125408405496,0.124572636990868,-0.035576131939016,0.120460527135317,0.0202083863567849,0.00890807597644608,0.00548187538376915,0.000519153517235749,0,118
-0.0187069970286017,0.300329242969112,0.460362251753365,0.225232824283999,0.173185222887419,0.487665816154442,-0.138904103163639,-0.00543384107101788,0.0098599254893221,0.0227659498306187,-0.00944887802040487,-0.0294278913505966,0.00361200894510891,0,138
-0.0187069970286017,0.446703484077318,0.418944020678493,0.304612035751894,0.0847521414133572,-0.404136820205015,0.248653606612478,-0.106658896446649,-0.150309740711701,-0.00503486672341073,0.0166569973891058,-0.0127739040358546,0.0324522955824072,0,270
