none,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,other_features,K
-0.0187069970286017,-0.15867755661677,-0.290327938086136,-0.201043440551729,0.392213107149526,0.181964062832097,0.103731174895154,-0.0451169415618652,0.0205534973617646,0.0322462501760094,-0.00912075564471307,0.0292419744906127,-0.0157996825730134,0,124
-0.0187069970286017,1.08050094475877,0.915748798470994,0.961323227709513,-0.0126198510047431,0.295779956426888,0.0120198818292719,0.0741947059823311,0.0159752936647339,0.00707860983534406,0.0151204653562184,0.0244119858045126,-0.0365000671866252,0,328
-0.0187069970286017,0.085940647714025,-0.131377409534178,-0.296076446872802,-0.0281002746016451,-0.391617757404062,0.208587588398125,0.158684929918783,-0.0157609561130489,-0.0106435988590028,0.00273202116751904,-0.00463668912128899,0.000661911882536836,0,108
-0.0187069970286017,-0.127421622034835,-0.178647989245587,-0.187997373350458,-0.12619791749948,-0.0063092171181408,0.430083233004586,-0.0139267958193561,-0.0652841699161659,-0.0043303899898031,0.0163114645147673,-0.0180495356616509,0.00660526945870068,0,100
-0.0187069970286017,0.492678290942764,0.131985822609711,0.368425051109123,-0.24298846084486,-0.314397099531847,-0.369829940009296,0.017513103836957,-0.108215454522547,-0.0240694906189202,-0.0434168891416982,-0.010558145117587,-0.0141971441473342,0,168
-0.0187069970286017,0.0397257059190119,-0.106252745082511,-0.466354902135672,0.158146274559364,-0.00571954961146104,-0.400454973998156,-0.0735463684313585,0.0160999825015604,0.000858140336087193,0.012100828921064,-0.00642687044615287,-0.0102334475590662,0,108
-0.0187069970286017,-0.144460465906211,-0.0616734642784994,0.208854432890281,-0.100150988856211,-0.468741428822277,0.653892253747613,-0.150909578884415,-0.0919190795982003,0.035664045639812,-0.00297030144071348,-0.00974226178450773,0.0100226674005499,0,124
-0.0187069970286017,0.311958554855994,0.666332968939428,0.351541815557639,-0.237888369702934,-0.0395247789216755,0.154751359090624,-0.0251479266449342,0.140436913375837,0.0149151219329495,-0.0037392117654487,0.0216980932121672,0.0161854403487085,0,152
-0.0187069970286017,-0.987795877119556,-0.935676242975405,-0.931768885700306,-0.294011951652855,0.886481189591598,-0.388848444533022,-0.107018838305375,0.0209593637100045,-0.0185998553876796,-0.0162529975510867,0.00952695401177833,-0.0231089790369418,0,288
-0.0187069970286017,-0.0107247486976573,-0.453889659414276,-0.102089260250835,-0.164083901999008,-0.756595740372917,-0.0100712719116783,0.191174756635327,-0.0308691352868284,0.0352122605157135,-0.00462883600569561,-0.014911451118177,0.0020312070372987,0,106
-0.0187069970286017,-0.915706328771991,-0.848451777703661,-0.829808743601452,-0.102039403453772,-0.412931653705315,0.0136031543710765,0.45291453797617,0.19612325823729,-0.025802765976973,-0.00766619943752116,-0.0040010000278855,-0.0268779575972668,0,296
-0.0187069970286017,-0.285083719133629,-0.470405996339301,-0.558801352963875,0.0577783704544489,0.992949608966064,0.505562499967966,0.373914620630164,0.0627235701000541,-0.0202250713761821,-0.0239066510718753,0.0140144694505329,-0.0390602827237053,0,170
-0.0187069970286017,-0.30452928868158,-0.289581520159221,-0.095565006481139,0.156349081330221,-0.5465146218744,0.152073124508175,-0.0769833062772776,0.0212101796651534,0.023332446390183,-0.0115199947938091,0.0282687014713845,-0.0123694022951475,0,134
-0.0187069970286017,0.00130437583459259,0.241696386312233,0.0597664620903005,-0.199682344281443,0.278539367624442,0.15666174500061,-0.157747066993902,0.0795415706803498,0.0141240030708397,0.0121399648351741,-0.00987809976564054,-0.000949184459925822,0,108
-0.0187069970286017,-0.559084088804728,-0.420579808770019,-0.709087989512839,-0.0695813415245317,0.264957681073927,-0.32974174153489,-0.11650817057739,-0.036413309009545,0.00461181594623897,-0.0447500104578994,0.0181905430561079,-0.000603964684057434,0,208
-0.0187069970286017,-0.0694636088467622,0.0587220293764555,0.255718180947129,0.110381695165349,0.168528015496383,0.415805799282114,0.232713707538026,-0.118896108002495,0.00244539002684585,-0.0048676220757721,-0.00208301787002749,-0.0063966106839536,0,112
-0.0187069970286017,0.22894171813122,0.147658947400154,0.374701669991174,0.134647625963171,0.00306164870297732,-0.00462163254323821,-0.0405742311822627,0.0756167835506444,-0.00913121795534486,-0.0140374497540153,-0.0171510948112515,-0.00198972466516842,0,128
-0.0187069970286017,0.310489504831839,0.30854021448701,0.0190356331628692,-0.204863286995045,0.455125408405496,0.124572636990868,-0.035576131939016,0.120460527135317,0.0202083863567849,0.00890807597644608,0.00548187538376915,0.000519153517235749,0,118
-0.0187069970286017,0.300329242969112,0.460362251753365,0.225232824283999,0.173185222887419,0.487665816154442,-0.138904103163639,-0.00543384107101788,0.0098599254893221,0.0227659498306187,-0.00944887802040487,-0.0294278913505966,0.00361200894510891,0,138
-0.0187069970286017,0.469213402494515,0.433813672079825,0.293036265661023,0.0688206892095872,-0.414409399499755,0.258367871884503,-0.068264040173836,-0.140494213990348,0.00914689093406013,-0.0229002955476489,-0.0167613409121297,0.00429083084614645,0,188
