none,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,other_features,K
0.920754496709823,0.40431448486437,-4.55907417690591,-1.17105535605729,3.73904131370825,0.585836386492745,0.474064141752201,0.0108306666784245,0.024714429117858,0.0460984903653082,0.0607742352848563,-0.0662243338334008,0.0120012069524313,0,110
0.920754496709823,12.7334397634129,5.82481871726049,6.45726070124385,0.0934500516463235,0.655563862671997,-0.115902845153904,0.0966515539897932,-0.0431086792142423,0.00135768308677786,0.00241335336378867,-0.164222831232975,-0.0873058194534035,0,282
0.920754496709823,6.39280900474607,-2.12896914112583,-5.30098046745281,-0.294470458740205,-0.870530183305428,0.37104655966469,-0.0156043728688881,-0.00558637113242286,-0.0160774018413865,0.00889135588021556,-0.0593430863225086,0.0578456717973846,0,110
0.920754496709823,-0.163271734321246,-2.32913158405121,-1.87908264372759,-1.06705987570479,-0.00070374652618499,0.94546774284567,-0.0243576584651856,-0.0453775493400115,0.00145841677184588,0.0474456093278183,0.401826404769684,0.0738262563150375,0,108
0.920754496709823,9.48669938347699,-5.0781262432778,3.91636701252014,-2.50640250698629,-0.849660230407993,-0.958300720779564,0.11053005657662,-0.0966931813433673,-0.152762677258714,-0.143609218290924,-0.137071848946911,0.00699363264438913,0,134
0.920754496709823,5.6980572205332,1.17679717562397,-8.52035492160861,0.694290331691053,-0.0124455928344208,-0.739249559287063,0.0570625053021344,0.0134621744516336,0.0289645986713004,0.0335008506965737,-0.0398025813327453,-0.0801655015391622,0,108
0.920754496709823,-4.88648226181979,-3.14414901526444,6.5471249629107,-0.820023429145538,-0.926794735573645,1.16316262461556,0.0182249294204312,-0.0536653159294307,0.0697843324372717,-0.00929627098372617,0.130086094080347,-0.0292877730297128,0,112
0.920754496709823,-2.03453767911328,12.8781009701942,0.0405341104341745,-1.84543337131087,-0.0491145481207329,0.206593563099847,0.0167328018817132,0.0866715134533833,0.0813723895625074,-0.354849835799006,0.0182615098346803,0.011128323638506,0,138
0.920754496709823,-10.0300233240452,-7.43259638700473,-6.48707567434201,-2.92604674496101,1.62686767340186,-0.882853683666812,-0.0006529277762648,-0.00352425642268672,-0.0993767617766519,-0.00490753122059795,0.0567642525007894,-0.0365486007053812,0,310
0.920754496709823,4.78502633305653,-11.2728681127902,2.46378904570256,-1.91960041374205,-1.74969500166977,-0.23565876227827,-0.0119484340293909,-0.0528774740674154,-0.130555370673671,-0.0164739185406904,-0.0626842531746657,0.0313238179681438,0,106
