rn,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed
empirical_independence,0.332859720848459,0.330256910928912,0.324633171301534,0.329249934359635,0.251884442478291,0.241649893162183,0.239486094029994,0.244342587904005,Inf,Inf,Inf,Inf,Inf,Inf,18.4370000000054,Linear,Linear,Gaussian,All var equal contribution,0.6,1,0.1,2000,1000,1,1000,123
Gaussian,0.0309765798111859,0.0263356308400467,0.0458898778686612,0.0344006961732979,0.0199418387810898,0.0195656115614361,0.0280908586620791,0.0243405043193251,,,,,,,16.6689999999944,Linear,Linear,Gaussian,All var equal contribution,0.6,1,0.1,2000,1000,1,1000,123
copula,0.0315930585167634,0.0339899772489747,0.0500518467376915,0.0385449608344765,0.0225880075520666,0.0222743477080476,0.0316492762798922,0.0271308841731889,,,,,,,46.2799999999988,Linear,Linear,Gaussian,All var equal contribution,0.6,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0509093351135244,0.0528656243297639,0.0629282602155125,0.055567739886267,0.054209716428485,0.051686632698726,0.0525126550281083,0.0530578522982632,0.1,0.1,0.1,0.1,0.1,0.1,18.6119999999937,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0382063047192045,0.0428395257819591,0.0522190622308502,0.0444216309106713,0.0397075646635829,0.0390311996985973,0.0411141543118752,0.0403702508287493,0.194467660114047,0.194467660114047,0.194467660114047,0.146384855495922,0.146384855495922,0.146384855495922,10116.965,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0384589442747077,0.0426755703398094,0.051351594646863,0.04416203642046,0.0404709649635776,0.0389346655825457,0.0405980524870529,0.0403536865508609,0.192978382905673,0.197395480673364,0.193161734406026,0.152119027751533,0.144603679228211,0.140924472945546,11422.615,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
empirical_independence,0.331693980357076,0.329106971007941,0.323449684555192,0.328083545306736,0.251005204804767,0.240791228224109,0.238781126992778,0.243527764098493,Inf,Inf,Inf,Inf,Inf,Inf,19.2410000000091,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
Gaussian,0.0280669104423806,0.0256040296198409,0.042816104742825,0.0321623482683488,0.017736354744597,0.0191396128611708,0.0269184153539387,0.0229340452388567,,,,,,,17.4210000000021,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
copula,0.0291952627983273,0.0364357806491374,0.0498613658096634,0.038497469752376,0.0211157309885528,0.0238997603713405,0.0322859681562678,0.0275564634453698,,,,,,,47.4130000000005,Linear,Linear,Gaussian,All var equal contribution,0.7,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0400825580128894,0.0451860205411054,0.0555767371506726,0.0469484385682225,0.0456394956982475,0.0400128671028663,0.0456936253482686,0.0443199986091987,0.1,0.1,0.1,0.1,0.1,0.1,19.0970000000088,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0327737485294645,0.0377045317248694,0.0492060409484608,0.0398947737342649,0.0349753451065942,0.0325927143838997,0.0367664290506754,0.0354831306444551,0.162797213690904,0.162797213690904,0.162797213690904,0.134100044250838,0.134100044250838,0.134100044250838,11926.853,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0329787375543949,0.0369080427247016,0.0464153912395549,0.0387673905062171,0.0355070051816728,0.032865308639104,0.0364794301117864,0.0354244059294684,0.174787112479035,0.163538202627133,0.140693704892305,0.143195014687489,0.126379573932552,0.12977881833325,11617.043,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
empirical_independence,0.305814257902392,0.303497324376956,0.298285111018419,0.302532231099256,0.231537778586465,0.221942558651811,0.220268184618851,0.224584882688801,Inf,Inf,Inf,Inf,Inf,Inf,19.4619999999995,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
Gaussian,0.0239282655206986,0.0235536930268982,0.0376009654274092,0.0283609746583353,0.0147967736427065,0.0177093248257796,0.0242026191764097,0.0203778040265883,,,,,,,16.9159999999974,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
copula,0.0260111858062553,0.0389356608901481,0.0480060447234715,0.037650963806625,0.018805305623248,0.0255633077645146,0.030471084033854,0.0269491027054394,,,,,,,48.0249999999942,Linear,Linear,Gaussian,All var equal contribution,0.8,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.031668464233257,0.0306259582198138,0.0291645083191995,0.0304863102574234,0.0349400553499922,0.028511858468933,0.03117297310689,0.0316577987859031,0.1,0.1,0.1,0.1,0.1,0.1,28.081,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0129821647670666,0.0111128910738464,0.0106948176711048,0.0115966245040059,0.0103348998551075,0.00905833285495239,0.00906076922559672,0.00955245783143709,0.465005011895596,0.465005011895596,0.465005011895596,0.368321796634256,0.368321796634256,0.368321796634256,15015.905,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.013792831434801,0.0107675432127144,0.0095162178632593,0.0113588641702582,0.013479466462738,0.00973847457750775,0.00874209585704056,0.0109908323308574,0.316297068798057,26.2740754472543,1.02557779032872,0.282655846972336,0.463094921559384,0.370828810732858,20113.388,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_independence,0.0338879509653728,0.022531289535616,0.0149211415721918,0.0237801273577269,0.024766171104006,0.0169202462628558,0.0112158606888011,0.0200585784803047,Inf,Inf,Inf,Inf,Inf,Inf,28.7040000000052,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
Gaussian,0.011326442082036,0.0121858221649513,0.0121176292861559,0.0118766311777144,0.00816653424194572,0.00856073670389893,0.0094176222917848,0.00873640173595826,,,,,,,26.8220000000001,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
copula,0.0096895909370205,0.0110986954657783,0.0132323401944569,0.0113402088657519,0.00765540736379442,0.00808537801644439,0.0104396036309547,0.00892886169354868,,,,,,,58.6800000000003,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
treeSHAP,0.0262843687442687,0.0187171525007789,0.0109871136339793,0.018662878293009,0.0201729628518677,0.0155065008196115,0.00901044431522697,0.0167844040530994,,,,,,,0.0169999999998254,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.1,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.029444671205255,0.0393016718700604,0.0446391330207039,0.0377951586986731,0.0357586848861219,0.036163458172107,0.0349076280756485,0.0361541332678812,0.1,0.1,0.1,0.1,0.1,0.1,19.3960000000079,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0263235967904818,0.0357704976924887,0.0422474778343853,0.0347805241057853,0.0317679126175186,0.0310548415623445,0.0320048585989759,0.0322707968380025,0.126454676275594,0.126454676275594,0.126454676275594,0.117569753061739,0.117569753061739,0.117569753061739,11112.343,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0266881109964261,0.0385799381750534,0.041768482810001,0.0356788439938269,0.0317861028243757,0.0325962073971973,0.0317914441090447,0.0327000715894513,0.144010007416509,0.0995148043434855,0.128555122747875,0.123887064596074,0.114854167110924,0.113083823582251,9426.51800000001,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
empirical_independence,0.240914407579002,0.239241573180072,0.23522000053594,0.238458660431671,0.18266267716961,0.174678065443307,0.173726902760508,0.177024977720381,Inf,Inf,Inf,Inf,Inf,Inf,19.5349999999744,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
Gaussian,0.0176598173839649,0.0188342239666257,0.0285076961479017,0.0216672458328308,0.0106108716305349,0.0141218860721728,0.0186710185697527,0.0156107390769346,,,,,,,17.7380000000121,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
copula,0.0204985238982757,0.0368799249691371,0.0424828003739954,0.0332870830804694,0.0161998598834945,0.0246413684720303,0.0266516457007224,0.0247655209422328,,,,,,,48.1449999999895,Linear,Linear,Gaussian,All var equal contribution,0.9,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0328503980101314,0.0318170588504778,0.0285650902634611,0.0310775157080234,0.0334633177369556,0.0286914035088106,0.0280715357639456,0.0302169145087123,0.1,0.1,0.1,0.1,0.1,0.1,28.8020000000033,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0171985228353406,0.0161837686366805,0.012983894274651,0.0154553952488907,0.0210213179237182,0.0197515744114636,0.0154651919718595,0.0189750613581816,0.37609471049331,0.37609471049331,0.37609471049331,0.305257572038579,0.305257572038579,0.305257572038579,13110.202,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0167192204339209,0.015767517953462,0.0120851122804554,0.0148572835559461,0.0147752335027956,0.0135656244187345,0.00976248782254879,0.0130293547143774,0.239972587658,0.40235740029475,1.06073285334983,0.274930094608608,0.355583480453279,0.298555868453095,12501.568,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
empirical_independence,0.0681521391489639,0.0430123471476038,0.0274342105215459,0.0461995656060378,0.0498303597042354,0.0329791644447843,0.0210980125525083,0.0402394166706661,Inf,Inf,Inf,Inf,Inf,Inf,29.6339999999982,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
Gaussian,0.0108481868973609,0.0117439121075613,0.0119533438974433,0.0115151476341218,0.00800714376743061,0.00845832873063974,0.00918054768570109,0.00857288111760563,,,,,,,26.9619999999995,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
copula,0.0105934695242558,0.0128317828740824,0.0127491843194304,0.0120581455725895,0.00819335527781191,0.00920307567673578,0.00999376329626031,0.00921515995136638,,,,,,,59.2980000000025,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
treeSHAP,0.0491525032606317,0.0317109646191216,0.020602596215564,0.0338220213651058,0.0375720585342967,0.0260009537912587,0.0171619494033457,0.030523349303256,,,,,,,0.0190000000002328,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.2,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0756695091774093,0.0782632407840462,0.0834836792549316,0.0791388097387957,0.0778837466347189,0.0883937657223401,0.0822070517643935,0.0829764293426773,0.1,0.1,0.1,0.1,0.1,0.1,19.0059999999939,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0348397408436361,0.0353587622845849,0.0441473863601715,0.0381152964961308,0.0284246829961383,0.026158299700089,0.0367151424617625,0.0310540331169089,0.383813990036276,0.383813990036276,0.383813990036276,0.3486303203922,0.3486303203922,0.3486303203922,16318.746,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.035069635006205,0.0384810020205656,0.0435416620375241,0.0390307663547649,0.0303239706770383,0.0290181345653887,0.0349411644756588,0.0317114302365242,0.329556714893601,0.277128086276804,0.617341338861,0.301165472455184,0.504356708388431,0.355324885845246,15368.178,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
empirical_independence,0.0540360333955669,0.0516285121272254,0.0577641137211449,0.0544762197479791,0.0408318483553943,0.0370490217047731,0.0413988271271917,0.0398734763461532,Inf,Inf,Inf,Inf,Inf,Inf,20.30799999999,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
Gaussian,0.0343015515150431,0.0258167987303522,0.0440936769516628,0.0347373423990194,0.0243274327761503,0.0194069427051513,0.0274305746104213,0.0250805700929309,,,,,,,17.9010000000126,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
copula,0.0330902689149966,0.0268097068136419,0.0436533542911547,0.0345177766732644,0.0230534920282777,0.0192065720231079,0.0266522348815512,0.0241838967694518,,,,,,,52.6190000000061,Linear,Linear,Gaussian,All var equal contribution,0.05,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0315758745651526,0.0305844111608471,0.0273387603614529,0.0298330153624842,0.0323119404179603,0.0272247380264794,0.0267566392309851,0.0289212974283973,0.1,0.1,0.1,0.1,0.1,0.1,29.4680000000008,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
empirical_AIC_each_k,0.0191002807379903,0.0174106892099397,0.011604233076291,0.0160384010080736,0.0175828920807214,0.0155049468001018,0.0105078715821197,0.0151708837459408,0.335305724656116,0.335305724656116,0.335305724656116,0.268173936053566,0.268173936053566,0.268173936053566,14462.731,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
empirical_AIC_full,0.0192824451378387,0.0175863489652673,0.0113374062949776,0.0160687334660279,0.0174510038188505,0.0156018820082632,0.0102310791696132,0.0151352154183665,0.302317401852538,0.307808813632492,1.08260279292846,0.254632212858135,0.281831589510963,0.270104121721004,14859.158,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
empirical_independence,0.104001395605029,0.0643303290423837,0.0418804145098026,0.070070713052405,0.0755971031325924,0.0500432261995003,0.0315939390068021,0.0610761068908038,Inf,Inf,Inf,Inf,Inf,Inf,31.0219999999972,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
Gaussian,0.0101042731455282,0.0113150740149497,0.0113527307513947,0.0109240259706242,0.00762354772587066,0.00820941823791377,0.00882880201746176,0.00825296157863863,,,,,,,29.3099999999977,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
copula,0.0120577757163052,0.01266982349341,0.012046399170787,0.0122579994601674,0.00867026082375548,0.00911659418987813,0.00925980780218362,0.00902074572440649,,,,,,,62.1779999999999,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
treeSHAP,0.076189492470436,0.0521279667457039,0.0288217616043478,0.0523797402734959,0.059297046374315,0.041773745826011,0.025094731489922,0.0483367446702743,,,,,,,0.0190000000002328,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.3,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.10707755884437,0.0361057478610151,0.0940301772051234,0.0790711613035027,0.0819833204394061,0.0293784134619844,0.0754562969468079,0.0693762109743388,0.1,0.1,0.1,0.1,0.1,0.1,0.134000000005472,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_AIC_each_k,0.0860344365300781,0.0239902572973739,0.065197769561108,0.0584074877961866,0.060750123550636,0.0170565189124878,0.0666009855125509,0.0558302813190457,0.891068165363364,0.891068165363364,0.891068165363364,0.460505509913063,0.460505509913063,0.460505509913063,0.672999999995227,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_AIC_full,0.0843364318772608,0.0242104218563415,0.0763123612304207,0.061619738321341,0.0616523924292302,0.0158018714379569,0.0755804407324984,0.0595874927434052,0.706595983860111,1.09307686324969,17.1395109917106,0.643134275806368,0.395038720880149,0.406479485264226,0.903999999994994,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
empirical_independence,0.159192584221343,0.0645397595480784,0.0974106185610554,0.107047654110159,0.128382877351921,0.0337413302621677,0.0929164176338708,0.0956596800331421,Inf,Inf,Inf,Inf,Inf,Inf,0.11699999999837,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0.4,1,0.1,200,5,1,1000,123
