rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_each_k,0.954167656839737,0.968105612768395,0.952162266232996,0.958145178613709,0.347290065804454,0.19104420181337,0.135466224345309,0.224600163987711,0.0605249224767604,0.0851774729185601,0.0645827592243321,0.0700950515398842,0.0453909141380447,0.071309895482274,0.054591165997577,0.0589025257381205,0.156911408180459,0.156911408180459,0.156911408180459,0.123239485303547,0.123239485303547,0.123239485303547,1381.971,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1236,cv4Fb,2019-01-17T17:30:38.143750Z
empirical_AIC_full,0.955239116126296,0.968355428541551,0.95395024122847,0.959181595298773,0.33887211209735,0.181563340487668,0.13021070831082,0.216882053631946,0.0591099830304119,0.0845103123897155,0.0621689250073052,0.0685964068091442,0.0449281938136461,0.0703461138303328,0.0541158399365517,0.0583532180421087,0.156863763554034,0.173429661186309,0.143607985532419,0.140015976931517,0.104877369583986,0.134919205643357,1182.363,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1236,cv4Fb,2019-01-17T17:30:38.143750Z
empirical_independence,0,0,0,0,5.48712430290084,5.34709750103135,2.45931866170064,4.43118015521094,1.32057229247741,2.67061010766671,1.3500380168276,1.78040680565724,0.339685132364038,0.553962517760585,0.308946341402821,0.754398077163705,Inf,Inf,Inf,Inf,Inf,Inf,3.50699999999961,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1236,cv4Fb,2019-01-17T17:30:38.143750Z
Gaussian,0.693587245978206,0.719460110394057,0.694268004708431,0.702438453693565,2.3112700709291,1.15358578574064,0.543459019842536,1.33610495883742,0.404640193022876,0.749212664785333,0.412749816604176,0.522200891470795,0.275893801455328,0.51339284404616,0.291529285775045,0.408016057307301,,,,,,,3.29200000000128,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1236,cv4Fb,2019-01-17T17:30:38.143750Z
copula,0.537061026225083,0.549660287645079,0.529942950565722,0.538888088145295,3.34139677156634,1.6566039001618,0.737592443463985,1.91186437173071,0.61134438187508,1.20268178769877,0.634594886814086,0.816207018795979,0.373511862378342,0.625536168175566,0.396307932770366,0.550251488332231,,,,,,,8.11799999999857,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1236,cv4Fb,2019-01-17T17:30:38.143750Z
empirical_sigma.01,0.963332933285737,0.980923413387718,0.971806708435986,0.972021018369813,0.057470397318706,0.186397440711501,0.0754455590404891,0.106437799023565,0.0498243387104459,0.0509404155845868,0.0370175926162707,0.0459274489704344,0.0643006467564951,0.0592474589202186,0.0356391894496769,0.0546975192394619,0.1,0.1,0.1,0.1,0.1,0.1,3.14099999999962,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
empirical_AIC_each_k,0.963329761014426,0.979251862236352,0.969497537792314,0.970693053681031,0.0620921244230776,0.220894334112111,0.102579381620081,0.128521946718423,0.0498286492903323,0.0554039767054546,0.0400495173553456,0.0484273811170442,0.0588921695079525,0.072889470047618,0.0390024295706612,0.0587499477134664,0.159585715210454,0.159585715210454,0.159585715210454,0.150427806635325,0.150427806635325,0.150427806635325,1458.397,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
empirical_AIC_full,0.963271039559512,0.979769834586232,0.971485403109581,0.971508759085108,0.0587473906055797,0.171580144230719,0.0901918792342586,0.106839804690186,0.049908441810471,0.0540208295365995,0.0374394642395702,0.0471229118622136,0.0579911877397502,0.0768301340862019,0.0361277310813332,0.0595817622438551,0.13777669921717,0.193832035109956,0.144647637387293,0.203928259186708,0.116474156275562,0.19733542994226,1560.598,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
empirical_independence,0,0,0,0,1.9107676497371,7.68400777445721,3.91865085670786,4.50447542696739,1.35883077582163,2.67031081712433,1.31299293423118,1.78071150905905,0.312929982921615,0.520441681562861,0.326259435869792,0.744794327620718,Inf,Inf,Inf,Inf,Inf,Inf,3.33100000000013,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
Gaussian,0.716676240183458,0.724390444028687,0.679475830546447,0.706847504919531,0.467368208913194,1.43828366509548,1.31236475825489,1.07267221075452,0.384989044360213,0.735963178613031,0.420845969742832,0.513932730905359,0.269842055751765,0.422265290307517,0.250027183786496,0.358876488738,,,,,,,3.07300000000032,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
copula,0.575931201830612,0.581548803646848,0.526762377854426,0.561414127777295,0.691852775066784,1.60993822191568,1.90888057228068,1.40355718975438,0.576237734018255,1.11739475606044,0.621357654089504,0.7716633813894,0.377208820031737,0.651675568929462,0.38596523503584,0.545302381645352,,,,,,,8.54299999999967,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1235,ez4uH,2019-01-17T17:26:36.525645Z
empirical_sigma.01,0.954287182120608,0.976418324522343,0.949584072336844,0.960096526326598,0.108191785481854,0.122307708588906,0.179664597002045,0.136721363690935,0.0608287568789435,0.0623000164541635,0.0661059166156226,0.0630782299829099,0.0579416905326083,0.0448798107251867,0.0597764541363773,0.0544662375851986,0.1,0.1,0.1,0.1,0.1,0.1,3.0619999999999,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
empirical_AIC_each_k,0.958515757055731,0.976718730143306,0.951208503320328,0.962147663506455,0.15183159419768,0.0974185011394773,0.178966570148067,0.142738888495075,0.0552019115299733,0.0615063800924609,0.0639759449158156,0.0602280788460833,0.0477514121976809,0.0442380220135722,0.059949878711954,0.0510551506807947,0.130318794213464,0.130318794213464,0.130318794213464,0.119510658716206,0.119510658716206,0.119510658716206,1739.418,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
empirical_AIC_full,0.960578243043349,0.975415863192353,0.948404917568478,0.96146634126806,0.161926329385929,0.106967272464646,0.173836414800093,0.147576672216889,0.0524574196231718,0.0649484015280822,0.0676520372645432,0.0616859528052657,0.0455656782000758,0.0439450883921488,0.061260650899038,0.0511214372976395,0.111683415673867,0.179289864884643,0.117524025927703,0.148562715486519,0.107366104849605,0.127018570076837,1172.825,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
empirical_independence,0,0,0,0,6.18484643044881,6.10140400155491,2.73532705393958,5.00719249531443,1.33067178311853,2.64188252922023,1.31121095415116,1.76125508882997,0.380080052415503,0.605006173664105,0.337526167819528,0.771919263189341,Inf,Inf,Inf,Inf,Inf,Inf,3.21099999999933,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
Gaussian,0.701271093425876,0.713131760864821,0.657795852886291,0.690732902392329,0.776440436226733,1.62536131102632,0.776321597044785,1.05937444809928,0.397510126780038,0.757872189159403,0.44870182625145,0.53469471406363,0.290219725056562,0.475356655674678,0.296523108190279,0.396539711855079,,,,,,,2.96100000000115,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
copula,0.543003239019597,0.549078029539995,0.504085870111167,0.532055712890253,1.41253125475685,1.40641466028579,0.823689167221513,1.21421169408805,0.608112694813184,1.19128287579985,0.650248039428578,0.81654787001387,0.400297754055928,0.642568059313045,0.425879763232058,0.566184111599947,,,,,,,8.09699999999975,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,m04Gn,2019-01-17T17:29:58.939702Z
empirical_sigma.01,0.951195825031269,0.969233411890936,0.957988608231049,0.959472615051084,0.0484802914403561,0.279083730083676,0.138416024406339,0.15532668197679,0.0655372976914946,0.0833840709954603,0.0574443930248058,0.0687885872372535,0.0619953704985592,0.0825197198725084,0.0499617173789502,0.0668695682278205,0.1,0.1,0.1,0.1,0.1,0.1,3.21399999999994,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
empirical_AIC_each_k,0.954367905790271,0.971502185075482,0.961203897242886,0.962357996036213,0.0449664197108756,0.202178756396073,0.15819288651687,0.135112687541273,0.0612776293098993,0.0772352077018718,0.0530479586790898,0.0638535985636203,0.0571416794606282,0.0701291914784053,0.0446542799352418,0.0589142903382403,0.132935198403235,0.132935198403235,0.132935198403235,0.144287188471489,0.144287188471489,0.144287188471489,1280.86,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
empirical_AIC_full,0.955068807334287,0.971766105785251,0.961459487490739,0.962764800203426,0.043473680870624,0.248322726207846,0.161133857313228,0.150976754797233,0.0603364148918278,0.0765199258148263,0.0526984766449863,0.0631849391172135,0.0537422779412963,0.0710376839285534,0.0473843761868375,0.0589029225095861,0.128935611744267,0.131754114067543,0.136805282862583,0.18889399447753,0.103625436215608,0.195740918085902,1269.683,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
empirical_independence,0,0,0,0,1.5893058803715,4.13902560979392,3.23388391277184,2.98740513431242,1.34286252627945,2.71021507811891,1.36735277280817,1.80681012573551,0.336485594220961,0.599425500972668,0.383519108761529,0.784024186811748,Inf,Inf,Inf,Inf,Inf,Inf,3.54800000000068,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
Gaussian,0.6921791653507,0.727839354664419,0.691952752885109,0.703990424300076,0.394414974108236,1.08360126228976,0.8865215194403,0.788179251946099,0.413361063658609,0.737613884659066,0.421209257498471,0.524061401938715,0.284418040911606,0.465249399742883,0.275529229939695,0.382725704091159,,,,,,,3.23599999999897,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
copula,0.516716954285921,0.533209404660199,0.516945073010715,0.522290477318945,0.64740347454294,1.3285355073901,1.42023232950494,1.13205710381266,0.648982691675637,1.26510290981403,0.660506493837449,0.85819736510904,0.399413505903078,0.623465924251801,0.409093997141563,0.56570534902131,,,,,,,8.42300000000068,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1238,igCTu,2019-01-17T17:40:24.214082Z
