rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
Gaussian,0.809486579994952,0.556226717222783,0.865898975727328,0.743870757648354,0.394378144370599,0.146231964234413,0.117073357183306,0.21922782192944,0.0356485069817809,0.0286646340156811,0.0258398746460805,0.0300510052145142,0.0242874977853737,0.0206747624573481,0.0200874261816351,0.0220793066099546,,,,,,,2.56899999999996,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1235,T7BN0,2019-01-17T14:32:47.117561Z
copula,0.812713109750986,0.540197295638119,0.854839848101684,0.735916751163597,0.260404531672638,0.109955435916248,0.0967554407295429,0.155705136106143,0.0350447649013968,0.0297000219514576,0.0279708536829042,0.0309052135119195,0.0247658265679527,0.0243742369882706,0.0208571434895225,0.0235143460702087,,,,,,,7.41100000000006,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1235,T7BN0,2019-01-17T14:32:47.117561Z
empirical_sigma.01,0.606626303341051,-0.492678200867603,0.557633315771135,0.223860472748195,0.376901565511817,0.232136552840748,0.172218987349292,0.260419035233952,0.0779480432549667,0.0930651570796098,0.0848405240347205,0.0852845747897657,0.0774295778195561,0.0969085080172482,0.116497643539436,0.0981147981987895,0.1,0.1,0.1,0.1,0.1,0.1,2.058,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
empirical_AIC_each_k,0.696215195897935,0.261695091050247,0.723202164276115,0.560370817074765,0.327602449964625,0.122526129280914,0.116499289760699,0.188875956335413,0.0601957661416268,0.0460316646174096,0.0530864422474033,0.0531046243354799,0.0544036305851856,0.036958627965863,0.0643050676713005,0.0532443723933005,0.391059993477401,0.391059993477401,0.391059993477401,0.259334612011054,0.259334612011054,0.259334612011054,1701.128,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
empirical_AIC_full,0.688474117091481,0.0856311217764201,0.697332897676894,0.490479378848265,0.327890685856918,0.205248301278299,0.127960317963583,0.220366435032933,0.0617296814765119,0.0570088604704772,0.0580478514423512,0.0589287977964468,0.0501092348804247,0.0688562312683527,0.0748826524079966,0.0652836351763005,0.342210077690701,0.154188306509506,0.357430671507628,0.249166146836095,0.302846166456585,0.252729821621808,2227.097,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
empirical_independence,0,0,0,0,1.0175728128706,0.175202024100854,0.399500215831913,0.530758350934456,0.198152657173077,0.0623477699516994,0.191787779368184,0.150762735497653,0.143116820916486,0.0493791307307701,0.151914699870767,0.138415394465766,Inf,Inf,Inf,Inf,Inf,Inf,2.54800000000023,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
Gaussian,0.816052924772297,0.5150170162745,0.867420919583396,0.732830286876731,0.306121279358064,0.10633416166281,0.0627233260311525,0.158392922350676,0.0364496017355852,0.0302376074998062,0.0254270474237763,0.0307047522197226,0.0264047451929973,0.0232328285684582,0.0199399870951322,0.0236989753644516,,,,,,,2.67699999999968,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
copula,0.792545772522013,0.465182244868977,0.85824566504565,0.705324560812213,0.218417533087797,0.1405400526692,0.0688118008796146,0.142589795545537,0.0411076064165512,0.0333446943629933,0.0271867491167085,0.033879683298751,0.0278451263653917,0.0269042745179653,0.0238288230857488,0.0267757832135182,,,,,,,7.31100000000015,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,ROx36,2019-01-17T14:32:47.112289Z
empirical_sigma.01,0.650845544369175,-0.0824665511159977,0.645562665391534,0.404647219548237,0.432374528930585,0.345470339876799,0.259738553813871,0.345861140873752,0.0638432235629737,0.0659365431026309,0.0647045938205159,0.0648281201620402,0.0589409134363196,0.0612365619354799,0.0544651976695634,0.05809321127723,0.1,0.1,0.1,0.1,0.1,0.1,2.093,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,tGkVE,2019-01-17T14:32:47.114688Z
empirical_AIC_each_k,0.711533413528224,0.435998772866372,0.735396137675368,0.627642774689988,0.349456638016761,0.112649469433367,0.121543511713584,0.19454987305457,0.0527463890938805,0.0343551412138259,0.0483049717490062,0.0451355006855708,0.0397879688377881,0.0346379833896139,0.0343219043003759,0.037054800496656,0.420689632390699,0.420689632390699,0.420689632390699,0.269422048213988,0.269422048213988,0.269422048213988,1735.437,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,tGkVE,2019-01-17T14:32:47.114688Z
empirical_AIC_full,0.707407281935218,0.391871566515703,0.741906136039461,0.613728328163461,0.290887370023887,0.0992084473197809,0.111319459764116,0.167138425702595,0.0535008561713994,0.0370430722547804,0.0471165337409556,0.0458868207223785,0.0387889834447169,0.0332065872747944,0.0331676608761973,0.0356871413656424,0.43610173297996,0.865920465182228,0.355240812324939,0.260257590317908,0.376363490237484,0.25164199852334,2204.447,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,tGkVE,2019-01-17T14:32:47.114688Z
empirical_independence,0,0,0,0,1.25768745598793,0.143915743030506,0.507482755599964,0.636361984872799,0.182850949009449,0.0609132384133735,0.182555807480024,0.142106664967615,0.130124744262253,0.0575963852001875,0.132292463098519,0.125724894623922,Inf,Inf,Inf,Inf,Inf,Inf,3.04999999999973,Linear,Linear,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,tGkVE,2019-01-17T14:32:47.114688Z
