none,group1,group2,group3,group1_rank,group2_rank,group3_rank,correlation,pre_grouped,standardized,test_id,model_type,grouping,No_test_obs,Time
-1.81553727103483,0.768273645696849,0.425050892333859,0.921916282926924,2,3,1,0.9,1,0,29,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553853420753,-0.228843577999186,-0.282235143201792,-1.24716540498611,1,2,3,0.9,1,0,30,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553752045963,1.59613923453866,0.778307482932248,0.81210117063663,1,3,2,0.9,1,0,31,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553760666,0.447262820135285,0.663217886721677,1.48337786369356,3,2,1,0.9,1,0,32,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553738195754,0.871654043036204,0.609294221393127,0.502665995558921,1,2,3,0.9,1,0,33,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553772460738,0.324158710302519,0.119442037188278,0.987607179553142,2,3,1,0.9,1,0,34,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553896424569,-0.0125984529617234,-2.33922416045531,-0.74398402129947,1,3,2,0.9,1,0,35,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553836953692,-0.742459413607892,-0.915916785252655,-0.243345356930626,2,3,1,0.9,1,0,36,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553772096882,0.300131209321539,0.000312511533171356,0.627642454135447,2,3,1,0.9,1,0,37,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553894292082,-0.139018783733385,-0.0936927281059259,-0.775846558957681,2,1,3,0.9,1,0,38,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554032037728,-3.58429182425567,-0.65486622821697,-2.78300740441021,3,1,2,0.9,1,0,39,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553793761958,-0.481690882859401,-0.649155204711341,0.19371993001935,2,3,1,0.9,1,0,40,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553842694098,-0.884444441534765,0.117762331168736,-0.003357934897113,3,1,2,0.9,1,0,41,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553817252457,0.784313462124338,0.0133890615998788,0.772066283108757,1,3,2,0.9,1,0,42,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553732941374,1.17352085163643,4.07390730256944,0.796725669124294,2,1,3,0.9,1,0,43,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553733058683,1.08717081229001,2.42062825041247,1.28614364238265,3,1,2,0.9,1,0,44,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554079486839,-4.99701645945614,-5.87785535854569,-3.1833400170637,2,3,1,0.9,1,0,45,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.8155389568865,-0.500167297418461,-0.295868392397061,-0.712762964942811,2,1,3,0.9,1,0,46,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553871311608,-0.610612129657404,-1.91345266733801,0.544853533452587,2,3,1,0.9,1,0,47,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553809023328,-0.569183341391183,0.812020449987689,-0.612783322694123,2,1,3,0.9,1,0,48,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553848116504,-0.702858061772225,0.227059358643416,-0.490110938692494,3,1,2,0.9,1,0,49,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553805999253,-0.361921879527982,0.362166041896781,0.716307495318168,3,2,1,0.9,1,0,50,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553796865303,0.66377965800398,-0.281631684111558,0.0475443650176696,1,3,2,0.9,1,0,51,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553815718994,-0.573131409441422,0.0417856288298006,0.22563901416512,3,2,1,0.9,1,0,52,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.8155373699685,0.734269157887658,2.26044653451029,1.29757259613098,3,1,2,0.9,1,0,53,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554179669355,-5.80111281053009,-5.7452077585144,-2.43555893286827,3,2,1,0.9,1,0,54,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553881967747,-1.65175925894038,-1.21717777810963,0.0058035714978486,3,2,1,0.9,1,0,55,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553770256023,0.815292357235995,1.20248056829817,0.125488700710068,2,1,3,0.9,1,0,56,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553951719638,-0.956942528019886,-0.626697331365353,-1.46336598258614,2,1,3,0.9,1,0,57,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553749335875,0.593645508520505,1.37919080792552,1.41804711172403,3,2,1,0.9,1,0,58,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554046559516,-2.59140831518536,0.034500719123689,-2.55719429158071,3,1,2,0.9,1,0,59,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553761969024,0.490969071304579,-0.255165759491979,0.615198070135409,2,3,1,0.9,1,0,60,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.8155374627866,0.368421807114525,0.570972786922542,1.5297207267743,3,2,1,0.9,1,0,61,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553977768495,-1.98643476768924,-1.56779416170528,-2.01429761426268,2,1,3,0.9,1,0,62,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553933785051,-1.23807076350529,-2.0008763110373,-0.68051919617502,2,3,1,0.9,1,0,63,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553740189599,1.39163981891106,2.72254718508974,1.02226117528601,2,1,3,0.9,1,0,64,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553726419849,1.01176944575084,2.33306262979218,1.72231006718583,3,1,2,0.9,1,0,65,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553732782233,0.4239794007133,-4.28752512333574,1.57602543638018,2,3,1,0.9,1,0,66,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553770121818,0.847743605877212,-0.0485395185449106,1.1893597314468,2,3,1,0.9,1,0,67,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553731519525,1.37899579279966,-0.73046355618859,1.66273334395528,2,3,1,0.9,1,0,68,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553735265654,1.14151314695305,3.51966821146537,0.701150063332091,2,1,3,0.9,1,0,69,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553805955107,0.476085867215036,-0.0202639145919399,0.455153289437232,1,3,2,0.9,1,0,70,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553893832776,0.507833664037356,-1.52115615868119,-1.08353613048367,1,3,2,0.9,1,0,71,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553737807316,1.31697004186381,-0.116295836189482,2.52051751410364,2,3,1,0.9,1,0,72,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553780751998,0.188545037569712,0.801124084415245,0.0543874853261561,2,1,3,0.9,1,0,73,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553818623838,0.786466096549021,0.214222933407866,-0.238475267010854,1,2,3,0.9,1,0,74,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554049349559,-3.11942837389482,-1.52437752740686,-4.26275325917491,2,1,3,0.9,1,0,75,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553732918218,1.59453528395695,2.02213117910484,0.621437398334759,2,1,3,0.9,1,0,76,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.8155373205715,1.39832160179254,-1.97327276865264,1.52438074824791,2,3,1,0.9,1,0,77,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553734594557,0.763161626609483,4.44727525170099,0.576367448102187,2,1,3,0.9,1,0,78,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553854123464,0.208530392497727,-0.632810972200337,-0.762441459017079,1,2,3,0.9,1,0,79,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553785794782,0.986547200736488,0.133568235795539,0.659237726920863,1,3,2,0.9,1,0,80,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553881921396,-0.86251679071926,0.786478363373722,-0.404660706992241,3,1,2,0.9,1,0,81,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553780720168,0.755465038046891,0.571177807170506,0.821890719680477,2,3,1,0.9,1,0,82,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553829993198,-0.0479528915497746,-0.535663311683227,0.160772952804245,2,3,1,0.9,1,0,83,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553812363515,1.45417890364531,0.29037692083762,0.833393716083241,1,3,2,0.9,1,0,84,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553799761536,0.747501619240142,0.206901901086645,-1.12380874429502,1,2,3,0.9,1,0,85,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553747897683,0.581566925771933,1.8144013683491,0.767209836663659,3,1,2,0.9,1,0,86,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553963243909,-2.0737086100163,2.70426610846377,-1.64681043732468,3,1,2,0.9,1,0,87,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553759162651,0.7861356119376,0.475499307570039,0.412114126401988,1,2,3,0.9,1,0,88,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553868507095,-1.64871662585344,-0.29078455874843,-1.16162410517921,3,1,2,0.9,1,0,89,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553807753889,-0.00280665061180885,-0.103071510856986,0.647518729859009,2,3,1,0.9,1,0,90,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554066657068,-2.54958359204374,-4.42629813865377,-3.4010700677135,1,3,2,0.9,1,0,91,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553869162397,-0.106919769456345,-1.84220505024901,-0.0645961277851372,2,3,1,0.9,1,0,92,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553764505985,0.80910512353643,0.970921170187644,1.05582273106602,3,2,1,0.9,1,0,93,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553789915806,-0.466497144786971,-0.019836850177085,0.951225423407084,3,2,1,0.9,1,0,94,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553781039994,0.0170199107682704,0.595482566581056,0.552982182246745,3,1,2,0.9,1,0,95,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553739270159,1.16840029229312,7.14384393996512,1.22743547393693,3,1,2,0.9,1,0,96,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81554041970842,-4.0437567560953,-4.26815644193251,-3.44658846792558,2,3,1,0.9,1,0,97,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553923996311,-1.60096353784462,-1.31802049547641,-0.881727445302252,3,2,1,0.9,1,0,98,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553741537554,0.855165147010244,0.907914368300945,0.210342393556766,2,1,3,0.9,1,0,99,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
-1.81553829694873,-0.869809898120718,-0.266015317964477,-0.393108387744307,3,1,2,0.9,1,0,100,AR-experiment_lm_diff_corr,A,100,2021-02-13T17:43:26.087069Z
