none,group1,group2,group3,group4,group5,group1_rank,group2_rank,group3_rank,group4_rank,group5_rank,correlation,pre_grouped,standardized,test_id,model_type,grouping,No_test_obs,Time
4.21894958166457,-1.52415751018192,-6.09316929909028,0.683845384266204,-3.35823530408778,-5.91340798883097,2,5,1,3,4,0.1,1,0,20,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895111323581,-1.84733189594339,-0.46463251525522,2.28204523459528,-3.00287701172301,1.44078589062974,4,3,1,5,2,0.1,1,0,21,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895033368733,-1.685223920189,-0.553133373878729,-2.54042926183604,-0.882807204583653,1.12548097609634,4,2,5,3,1,0.1,1,0,22,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895030904909,11.5288794464916,-1.83486207486561,-4.17176433319808,-1.22340563872749,-2.99535668516838,1,3,5,2,4,0.1,1,0,23,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895043657969,-0.600213180743531,-1.34371255815937,-0.573712041942727,-4.74827623024182,-0.831308493239341,2,4,1,5,3,0.1,1,0,24,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895063154199,2.64579111846733,-7.92230774863767,-0.0575179438265748,2.7101365266447,-4.64115506428236,2,5,3,1,4,0.1,1,0,25,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895183060261,0.444448102647166,-1.96850339647853,-0.90255673679401,7.74206398261938,-0.527879252484774,2,5,4,1,3,0.1,1,0,26,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895153230986,-1.25562500469677,12.6685689913639,-0.954557816140564,-1.86135280146033,-0.705276626533876,4,1,3,5,2,0.1,1,0,27,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895039401149,-0.222683076680144,-1.82877905465455,-2.21292736903638,0.336216140789409,-1.71364806898841,2,4,5,1,3,0.1,1,0,28,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189517851788,-3.01938514974806,-1.80169253344222,8.10486277543528,42.7436707808903,-2.44227415137509,5,3,2,1,4,0.1,1,0,29,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895047946285,3.04986139062564,-2.51660523072537,-1.986630466676,-0.891939800929821,-0.989655076361737,1,5,4,2,3,0.1,1,0,30,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895123471486,-1.00838979208456,-0.559806281718537,-1.84745134237416,3.06721060281355,-0.697232876068137,4,2,5,1,3,0.1,1,0,31,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895109710593,-25.1778664529645,11.2875433429834,-0.485494672653195,3.98450911293944,-0.976347261221448,5,1,3,2,4,0.1,1,0,32,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895129078788,-2.10126928282177,-1.09533681018844,0.903313045485107,13.6806630273597,-2.20277117694995,4,3,2,1,5,0.1,1,0,33,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895097363921,-1.39179994286169,2.09936183505222,-0.423662042600861,-1.83353227609101,-0.974835425484282,4,1,2,5,3,0.1,1,0,34,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895024441797,5.56661914892251,-1.41612297173175,-7.03905992059968,-3.91770558882237,-0.41012083839877,1,3,5,4,2,0.1,1,0,35,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895055488758,-1.43622099181814,-10.8035087411782,-4.22885258821931,2.24282882902965,8.24448564580305,3,5,4,2,1,0.1,1,0,36,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895115722298,-3.79977303612815,-1.49740107270097,-1.09459615628099,-0.11413432358218,7.89496145107154,5,4,3,2,1,0.1,1,0,37,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895044122913,-1.43190228470452,-0.0239248974481976,0.0973745531459791,-10.7723313090923,-0.799981591085072,4,2,1,5,3,0.1,1,0,38,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894983432774,-7.39485980566846,-1.73872242281681,2.67230358419363,-7.34837383431595,-1.46127283917427,5,3,1,4,2,0.1,1,0,39,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895095721173,-5.45430000018844,-1.05806569532821,41.0305709584022,-6.10853736456083,-0.529820576342797,4,3,1,5,2,0.1,1,0,40,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895054052615,-2.09873409264649,-1.42067723384828,-0.00533768463681576,-0.867375517306786,-0.460979991395119,5,4,1,3,2,0.1,1,0,41,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895063939288,-9.1613916664985,9.7940875484009,-0.312309819618283,0.733498106753975,-5.50496056629879,5,1,3,2,4,0.1,1,0,42,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895145465048,48.6271304519876,-4.3814398984468,-1.15835252104077,-0.798427979228479,-1.40931628637011,1,5,3,2,4,0.1,1,0,43,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895151301025,0.311381877031134,11.3025854903815,-2.42648633089371,-1.14511148316349,-1.70534704373807,2,1,5,3,4,0.1,1,0,44,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189496071663,-0.265724585297351,-15.54640494609,-0.278414556550175,-29.0817399035405,1.59161697261906,2,4,3,5,1,0.1,1,0,45,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895036135279,-5.56309374834433,-0.494235572497995,-1.97432921057013,0.463520902783886,-0.998067014131939,5,2,4,1,3,0.1,1,0,46,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189503288664,1.48969956777543,-1.34000633962273,-1.29616296366661,-3.91713914025106,-0.842755853071942,1,4,3,5,2,0.1,1,0,47,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895079979657,-0.343942522009307,-15.0374362519343,1.47868036941601,-0.429569399620284,-0.71002342731778,2,5,1,3,4,0.1,1,0,48,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895066888864,-2.55086890772822,-0.790654129114749,1.69823062662624,-1.04872553728104,-2.72161814750803,4,2,1,3,5,0.1,1,0,49,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895079122473,-1.42223890690325,-0.71977362709167,-0.856681389760831,-1.01004421245116,-1.14518030526626,5,1,2,3,4,0.1,1,0,50,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895080207396,-1.48496326331603,-1.14289214613642,-0.380767017602191,-2.74412311156573,2.42119725438129,4,3,2,5,1,0.1,1,0,51,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895068476304,2.91235227812546,-1.78522177730241,3.8341976521094,-3.90403698548942,-2.11487652891242,2,3,1,5,4,0.1,1,0,52,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189515131701,-1.14474458613825,0.0390799090811421,-1.9271280992816,10.8197320464472,-1.47017568407437,3,2,5,1,4,0.1,1,0,53,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894928767212,0.29946777568811,-0.186920976151774,-0.157602744397817,-47.0624000893324,-9.33066814170462,1,3,2,5,4,0.1,1,0,54,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895042393967,0.0714457120117905,-1.21587551764691,1.59379868134146,-7.2175888204641,-2.43568094649971,2,3,1,5,4,0.1,1,0,55,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895100978579,-1.25316634927633,-3.41423499930059,-3.5689929936367,4.48871164897,10.3632385118873,3,4,5,2,1,0.1,1,0,56,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894999858372,-1.00572956173747,-2.13907390840649,-1.11899352675271,-1.39498487128605,-0.782945272621157,2,5,3,4,1,0.1,1,0,57,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895119935059,-2.58586784533818,-1.07672455813446,-0.898899600160082,0.287301591296439,1.4114631590815,5,4,3,2,1,0.1,1,0,58,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894980472543,-4.19105686994164,-0.828197253791976,-0.521302170435207,-1.05554371250243,-2.61051259634273,5,2,1,3,4,0.1,1,0,59,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895107517829,-2.9376785571391,-1.69779145436865,3.96859265398849,-0.970503773304466,2.58897612835731,5,4,1,3,2,0.1,1,0,60,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895248187106,0.31105453142156,17.497413606231,10.6601219187173,9.88424998994039,-2.46354626734781,4,1,2,3,5,0.1,1,0,61,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894996741564,-2.33516479882992,-0.376791580590434,-2.14032013159856,-5.88710628626805,0.036931712574848,4,2,3,5,1,0.1,1,0,62,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895016725646,-1.70052023085797,1.09028651614705,-0.495270825769878,-1.92549657317691,-7.22172063878878,3,1,2,4,5,0.1,1,0,63,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189513980907,35.5514706929452,-0.626317780548255,-2.82964063674461,-1.8346696501126,-1.96304573012967,1,2,5,3,4,0.1,1,0,64,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895175958217,0.976665172120505,25.3694391259793,-4.16532817556725,-1.71538012419168,7.19613353511049,3,1,5,4,2,0.1,1,0,65,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895203101393,-2.9007047740622,12.7203589662932,0.829799230346506,18.0108960895686,-1.35701304011601,5,2,3,1,4,0.1,1,0,66,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895107006866,2.03554563836679,-1.84557378799684,9.27449851565869,-3.03590882083589,-1.96227603400436,2,3,1,5,4,0.1,1,0,67,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895203330532,0.0774832024582696,5.28909002431609,2.06185742211649,-1.18265136422175,4.69645832933934,4,1,3,5,2,0.1,1,0,68,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895136634494,11.3499825455021,0.0067958218102005,-3.64392385767455,-1.24678243997259,-0.346954668156392,1,2,5,4,3,0.1,1,0,69,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189507450559,-0.992072025854984,-0.0074272306066763,-1.64875470512148,-0.908795311112701,-1.07948900597841,3,1,5,2,4,0.1,1,0,70,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895037940349,3.14798209159864,-0.693239426008454,-10.6815334276201,0.186530439550311,-4.36386975760237,1,3,5,2,4,0.1,1,0,71,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895148531794,-1.06209280690195,34.2996843933668,-1.94109307891302,-2.10023589523363,-1.42016622410992,2,1,4,5,3,0.1,1,0,72,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895092163819,-1.88836936373231,-2.47830465405709,1.36580004327321,2.56310938335374,-0.973913332778128,4,5,2,1,3,0.1,1,0,73,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895073098524,9.96463782207421,-1.46460030948127,-2.01082300016253,-1.19799415551314,-1.19309843500142,1,4,5,3,2,0.1,1,0,74,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894967277513,-13.569988668436,-15.8940021791319,-0.726247934218568,-0.0192792574905586,0.760300452081448,4,5,3,2,1,0.1,1,0,75,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895151892986,1.66556113315793,-0.80554107422749,-2.51479352836019,0.316149003318559,1.04200837249411,1,4,5,3,2,0.1,1,0,76,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895198936324,-2.02871567893419,16.9367523542601,-2.28702745930977,3.41652947297196,2.27109185665339,4,1,5,2,3,0.1,1,0,77,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895208983253,18.2966024085166,-1.81459256885791,-2.01195118421699,2.76723587840769,6.21859809235513,1,4,5,3,2,0.1,1,0,78,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189505002439,-0.280679806137794,-1.22650031463466,-4.04562585869325,-0.755107048490799,-0.308448998736286,1,4,5,3,2,0.1,1,0,79,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895087978408,-1.37352468921756,0.833930141506338,-1.99442125668393,-1.41628030938942,0.0521808888192977,3,1,5,4,2,0.1,1,0,80,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895036294398,-1.66843641602664,-1.04046711370013,-0.507966959732333,0.574943185137854,-4.76090683485534,4,3,2,1,5,0.1,1,0,81,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895087095563,1.79134648367934,-1.15235621899297,1.3685755928927,-3.13768452384228,-1.14612780654073,1,4,2,5,3,0.1,1,0,82,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895054835266,-3.12105463205346,-0.779129944532587,-0.716504573818463,-1.61506038587733,3.54870870436566,5,3,2,4,1,0.1,1,0,83,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895064151727,-2.28801509492783,4.97772791953867,-4.95569960550706,0.724298947110795,-1.18643749145036,4,1,5,2,3,0.1,1,0,84,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895090789293,-0.421193658990963,-6.45975647672936,3.80684921534377,-1.24078289633951,-0.956093310947337,2,5,1,4,3,0.1,1,0,85,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895132196839,2.18689998618758,-4.1489695128053,2.71443980496662,11.3189601670349,-3.19831684507703,3,5,2,1,4,0.1,1,0,86,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895006390778,-15.5075840000612,-1.11294789014831,32.0145952399012,-0.697888856283084,-26.3833156144454,4,3,1,2,5,0.1,1,0,87,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895118291812,-0.536657341299966,-1.26637638579135,-2.00373353365018,-1.80079296482247,7.83469603292414,2,3,5,4,1,0.1,1,0,88,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895040758877,-5.14838789522541,-6.54692648498352,6.04268742797756,-1.65347281436387,0.192361713914018,4,5,1,3,2,0.1,1,0,89,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895076219981,-1.64676939467596,1.25492264963073,0.190190328603903,-3.08944137517973,-0.916525310627259,4,1,2,5,3,0.1,1,0,90,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894975890604,0.758022230582299,-3.02919697319728,-8.13569858454496,-6.58167937186778,-0.664733130838414,1,3,5,4,2,0.1,1,0,91,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895034107672,0.24516685454782,-0.67726601522936,-3.71963285219237,-1.11268218987689,-1.2674150231942,1,2,5,3,4,0.1,1,0,92,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.2189510428892,-1.35209308048657,0.730319469264793,-4.65514975983688,-1.51916566514474,7.92936217418623,3,2,5,4,1,0.1,1,0,93,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895087074468,-2.41657725429139,-1.58075860565646,1.35407500103086,-1.76077398213884,2.53525202814539,5,3,2,4,1,0.1,1,0,94,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895095710469,-0.346979697842034,-2.27287541110323,3.15520739800133,-0.78409470026843,-1.77276324667141,2,5,1,3,4,0.1,1,0,95,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895214746103,34.1493897916564,-2.82282866381722,7.82600118431234,-1.14869113069779,3.63385962952516,1,5,2,4,3,0.1,1,0,96,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21894976690581,0.0686044634356771,-21.4667463014861,-2.40473021957437,-0.936331896354465,-0.29216517208412,1,5,4,3,2,0.1,1,0,97,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895020087632,-0.582036167625263,-0.353630259955888,-0.309791949796135,-0.474445200268504,-15.4532198508319,4,2,1,3,5,0.1,1,0,98,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895131423019,-0.452095593629326,-2.11528596350947,-0.87633082111765,0.576582805987711,1.43846867040712,3,5,4,2,1,0.1,1,0,99,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.21895059704248,1.07789921490795,-27.6219469797107,0.250358556212535,-1.12733781262808,1.00762309780062,1,5,3,4,2,0.1,1,0,100,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T02:08:10.347777Z
4.40799319603541,-10.4261800512964,-1.71144791158809,-0.48766914115224,0.0719521063567163,0.510289256120741,5,4,3,2,1,0.3,1,0,1,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799304847867,-1.69131183808153,0.54125097255365,-0.161255879794707,-13.0481910707013,0.33735060984128,4,1,3,5,2,0.3,1,0,2,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.4079974597769,27.7154914197616,-3.98000494514567,-1.04228741612139,12.1189254950781,-8.56307534173844,1,4,3,2,5,0.3,1,0,3,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799494224974,3.86435864104986,-0.31956456548238,0.925382442410964,-4.44863707284283,-6.50541878639301,1,3,2,4,5,0.3,1,0,4,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799524709013,-0.907802838727718,-1.47818369712171,9.36689987320618,-5.03823960536885,-2.50677528434867,2,3,1,5,4,0.3,1,0,5,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799918906662,-2.55154995001329,-3.44854422257941,-0.0220207717197077,4.91193991513065,32.288279822549,4,5,3,2,1,0.3,1,0,6,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.4079938321832,6.4965815308322,0.373553660039741,-13.3593600685395,-2.06343996045185,-2.76226099399727,1,2,5,3,4,0.3,1,0,7,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799982177862,0.994592765405587,2.61747929554664,33.3480168064308,2.70771491144984,-3.93335363906817,4,3,1,2,5,0.3,1,0,8,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799802728214,-3.62705909901013,-2.93976837608434,12.6102312493494,2.62867501460172,2.59354599209045,5,4,1,2,3,0.3,1,0,9,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799344476326,-10.0370159362571,-8.90010075039253,1.86633933234435,-0.601011100181586,1.59320582908049,5,4,1,3,2,0.3,1,0,10,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799673578504,-2.88392470285292,17.6311173770269,-5.49626840608747,-3.72773563315769,7.82075992748054,3,1,5,4,2,0.3,1,0,11,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799584387773,9.11656181832832,3.49820185347116,-2.60512270451466,-4.56569836502556,-2.47518401923535,1,2,4,5,3,0.3,1,0,12,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799903362194,18.0656514156488,-2.33226468192796,6.48499498277795,-6.60459115258206,13.8864524400426,1,4,3,5,2,0.3,1,0,13,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799864695268,6.59393653329089,27.0215631225701,-3.66943354643409,-2.12045654095108,-3.24379194347993,2,1,5,3,4,0.3,1,0,14,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799457538565,-7.76095888431947,0.486399170682881,0.275254663386956,-1.2286513989475,-0.329019556443158,5,1,2,4,3,0.3,1,0,15,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799575689975,-1.92070393476212,-2.33903758892828,-5.95797485258286,17.0002677293567,-0.312800681357625,3,4,5,1,2,0.3,1,0,16,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.4079964780355,6.22314965283794,-0.424933227232384,3.04369384901401,-3.59907632412904,-3.61701945587301,1,3,2,4,5,0.3,1,0,17,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799847170363,-1.18165632321246,-1.07458297244531,-5.00758935303648,2.88080957915668,26.7634380119137,4,3,5,2,1,0.3,1,0,18,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799791151268,-2.88787863145005,17.4532916721403,-4.77952396181662,20.28763525939,-4.60529922656964,3,2,5,1,4,0.3,1,0,19,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799131821656,-3.09988263076036,-9.62985452785463,2.10686612034245,-13.0364606891307,-3.30837064848,2,4,1,5,3,0.3,1,0,20,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799604933373,-2.65799215623277,4.28440016675929,0.297989219276388,-3.96768636465873,0.570470389619707,4,1,3,5,2,0.3,1,0,21,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799382904732,-2.14165447377171,1.6798413078047,-2.64446992492088,-0.223869156926386,-3.34702049612766,3,1,4,2,5,0.3,1,0,22,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799381841175,8.76490249906191,-3.97271775147187,-4.55842883298351,-1.36596499981729,-3.41390386620271,1,4,5,2,3,0.3,1,0,23,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799392274364,-0.172992990224779,-0.122016324160303,0.0105278425993546,-6.40106005851251,-1.49250573561447,3,2,1,5,4,0.3,1,0,24,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799475136804,3.10415174795934,-11.6387103830973,3.45133168967626,-0.0170135129060336,-3.552392060434,2,5,1,3,4,0.3,1,0,25,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799821603596,1.57976349636488,-1.64722145859027,2.69811647813668,7.96733169041023,-3.30409358792443,3,4,2,1,5,0.3,1,0,26,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799746960399,-1.9873471609081,2.07908556369261,-3.39770927251845,-2.02219118617409,12.2458833845472,3,2,5,4,1,0.3,1,0,27,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799388835789,0.231993589016396,-3.80983280320178,-1.78502322758228,0.967752956586996,-2.56463693577488,2,5,3,1,4,0.3,1,0,28,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.4079985451017,-5.77992177590622,-6.40563130292203,21.0717502644445,23.1391064774645,2.70538945785687,4,5,2,1,3,0.3,1,0,29,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799426675525,3.40853780755795,-2.18943273634953,-1.79278588273582,-0.782103068968885,-3.87973042165775,1,4,3,2,5,0.3,1,0,30,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799640078162,-1.35941517841405,-0.736386271514307,-2.58479584270256,5.77445625886624,-1.84007978512924,3,2,5,1,4,0.3,1,0,31,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799621124611,-19.5336742668787,-0.543193637298152,-1.02050710404438,6.42634616570221,10.1723982402756,5,3,4,2,1,0.3,1,0,32,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799691706685,-3.45274405324793,-4.20486269305831,3.07386496743433,7.68618032374353,1.1507735855292,4,5,2,1,3,0.3,1,0,33,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799574856543,-2.02456868466784,-0.361768735663398,-1.84380137740513,-2.64060137765184,4.29797736955829,4,2,3,5,1,0.3,1,0,34,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.407993582929,5.58550348293983,0.7146114594104,-6.72838190635484,-2.32470447442462,-6.90455838191439,1,2,4,3,5,0.3,1,0,35,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799441703513,-1.42933231008473,1.68995380756129,-0.672411793241019,4.46410037203952,-24.1400880590485,4,2,3,1,5,0.3,1,0,36,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799593338052,-5.098319921189,4.68602580179845,0.644920292428308,1.23935185684982,-3.08224480287613,5,1,3,2,4,0.3,1,0,37,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799379650654,-1.84755195061681,0.82445445174789,-1.02916064113469,-11.2631385611885,0.959401058006813,4,2,3,5,1,0.3,1,0,38,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799211950465,-10.2607447786736,-2.09170581381496,2.35302873886565,-18.1194825623824,1.00216799064739,4,3,1,5,2,0.3,1,0,39,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
4.40799557579452,-5.88460683748771,0.765150230844625,15.0701650972707,-13.2756626425288,3.12349107286245,4,3,1,5,2,0.3,1,0,40,MJ-groupB-experiment_gam_diff_corr,B,100,2021-02-13T09:58:30.943549Z
