correlation,pre_grouped,standardized,group1,group2,group3,group1_rank,group2_rank,group3_rank,test_id,model_type,grouping,No_test_obs,MAD,MDR
0,1,1,0.704153626345281,-0.745818305612073,1.43512481929076,2,3,1,1,experiment1,A,100,1.14916828668131,2
0,1,1,0.79662428910608,1.171148579305,1.15001630007144,3,1,2,2,experiment1,A,100,1.14916828668131,2
0,1,1,1.11957687864198,-1.50975413648245,-1.29855291677598,1,3,2,3,experiment1,A,100,1.14916828668131,2
0,1,1,-0.111488097303392,1.41627368288288,-0.0457046900949058,2,1,3,4,experiment1,A,100,1.14916828668131,2
0,1,1,2.1908895253044,0.288664913833753,0.0512388274725779,1,2,3,5,experiment1,A,100,1.14916828668131,2
0,1,1,-0.333539477174044,0.0391589867597089,-1.53122612273182,2,1,3,6,experiment1,A,100,1.14916828668131,2
0,1,1,-1.50727804634992,-0.321354664990815,0.417049635646475,3,2,1,7,experiment1,A,100,1.14916828668131,2
0,1,1,-0.197990211228735,0.889949344078674,-1.8812974353563,2,1,3,8,experiment1,A,100,1.14916828668131,2
0,1,1,0.0918230772055518,0.621062116042918,-1.06004572560703,2,1,3,9,experiment1,A,100,1.14916828668131,2
0,1,1,-0.603250976443588,0.0138974213184055,1.30084306701235,3,2,1,10,experiment1,A,100,1.14916828668131,2
0,1,1,-3.63964322056038,0.502243414192289,-0.419922208048431,3,1,2,11,experiment1,A,100,1.14916828668131,2
0,1,1,0.884733392278085,0.849468884406384,-0.54092710756561,2,1,3,12,experiment1,A,100,1.14916828668131,2
0,1,1,0.771212520896817,0.94427560716587,-1.8412481989003,2,1,3,13,experiment1,A,100,1.14916828668131,2
0,1,1,-0.382012635927374,0.936849099964897,-1.56221237169879,2,1,3,14,experiment1,A,100,1.14916828668131,2
0,1,1,-0.354178229690449,-0.18220357261036,0.708634917626285,3,2,1,15,experiment1,A,100,1.14916828668131,2
0,1,1,-0.0778735575817493,-1.90397591502881,-0.0960981257474381,1,3,2,16,experiment1,A,100,1.14916828668131,2
0,1,1,-0.422940654227096,0.34173604173026,-0.784528195265411,2,1,3,17,experiment1,A,100,1.14916828668131,2
0,1,1,-0.668071417350678,-0.149367693213991,-1.25989141195087,2,1,3,18,experiment1,A,100,1.14916828668131,2
0,1,1,-0.959797630575335,-1.32103438696648,-0.957785644247846,1,3,2,19,experiment1,A,100,1.14916828668131,2
0,1,1,-0.581950239306151,0.912906145873128,2.08307235805163,3,2,1,20,experiment1,A,100,1.14916828668131,2
0,1,1,-1.57789093174239,1.7049104468949,-0.155770839571631,3,1,2,21,experiment1,A,100,1.14916828668131,2
0,1,1,-1.14174028597053,0.588654055014252,0.849550620389138,3,2,1,22,experiment1,A,100,1.14916828668131,2
0,1,1,0.240392758780056,0.0184396356574935,0.320609109186858,1,3,2,23,experiment1,A,100,1.14916828668131,2
0,1,1,1.48772412915213,-0.304913997761141,0.69482230850259,1,3,2,24,experiment1,A,100,1.14916828668131,2
0,1,1,0.659720420441241,-0.72658520841781,0.0837940157540863,1,3,2,25,experiment1,A,100,1.14916828668131,2
0,1,1,-0.54567250515452,-0.822879266290993,-1.27114294470662,1,2,3,26,experiment1,A,100,1.14916828668131,2
0,1,1,1.64134651864398,0.0802035372963851,-0.90816921852386,1,2,3,27,experiment1,A,100,1.14916828668131,2
0,1,1,1.09512362774083,-1.69121978557274,0.660847079590807,1,3,2,28,experiment1,A,100,1.14916828668131,2
0,1,1,-0.97649937672872,-1.15879261952896,-0.987005343897816,1,2,3,29,experiment1,A,100,1.14916828668131,2
0,1,1,0.69588996078814,-0.417220861823206,0.259288434069028,1,3,2,30,experiment1,A,100,1.14916828668131,2
0,1,1,0.876358616568425,-1.03916488135294,-0.486096167114654,1,3,2,31,experiment1,A,100,1.14916828668131,2
0,1,1,-0.811664624906205,0.901824461787422,0.235792251916504,3,1,2,32,experiment1,A,100,1.14916828668131,2
0,1,1,0.282424864924984,-1.2295877809886,-0.588174746357278,1,3,2,33,experiment1,A,100,1.14916828668131,2
0,1,1,-1.36404431738489,0.156104369516344,-0.110415067516295,3,1,2,34,experiment1,A,100,1.14916828668131,2
0,1,1,0.0439938548082539,-0.197502446768679,0.518142021364422,2,3,1,35,experiment1,A,100,1.14916828668131,2
0,1,1,-0.292542381377355,0.228912620207865,0.494445853921019,3,2,1,36,experiment1,A,100,1.14916828668131,2
0,1,1,-0.840406260797728,-0.080464951149146,0.0648107531179208,3,1,2,37,experiment1,A,100,1.14916828668131,2
0,1,1,1.60944180914952,-0.405869667571537,0.982640813477668,1,3,2,38,experiment1,A,100,1.14916828668131,2
0,1,1,-0.352042458804013,0.678591523025761,1.8959669209688,3,2,1,39,experiment1,A,100,1.14916828668131,2
0,1,1,-0.105961167663656,1.1119363268764,0.318159021364891,3,1,2,40,experiment1,A,100,1.14916828668131,2
0,1,1,-0.0757019262123299,0.778728875499927,0.641558693614936,3,1,2,41,experiment1,A,100,1.14916828668131,2
0,1,1,0.207279891339593,-0.686482425351861,0.694281695774349,2,3,1,42,experiment1,A,100,1.14916828668131,2
0,1,1,-0.651771516781272,-0.161886679418504,-1.50019147472636,2,1,3,43,experiment1,A,100,1.14916828668131,2
0,1,1,0.678600548168908,0.371622711358159,-0.990149800707101,1,2,3,44,experiment1,A,100,1.14916828668131,2
0,1,1,-0.725211536945517,1.29494041616313,1.83966284386604,3,2,1,45,experiment1,A,100,1.14916828668131,2
0,1,1,-0.830640701271561,-0.42543390844178,1.13714376435671,3,2,1,46,experiment1,A,100,1.14916828668131,2
0,1,1,0.364911371524927,0.653543087624694,0.507928139731233,3,1,2,47,experiment1,A,100,1.14916828668131,2
0,1,1,2.23172144003582,0.908045677643516,0.0808980634805934,1,2,3,48,experiment1,A,100,1.14916828668131,2
0,1,1,0.00422124249626099,0.579006412554244,0.708142707191125,3,1,2,49,experiment1,A,100,1.14916828668131,2
0,1,1,-1.39846160096559,0.273312534910847,0.195061123715342,3,1,2,50,experiment1,A,100,1.14916828668131,2
0,1,1,0.716829525156303,-0.192680585964814,0.137266760916725,1,3,2,51,experiment1,A,100,1.14916828668131,2
0,1,1,0.542103038547894,1.14392534639485,-0.0121413153606796,2,1,3,52,experiment1,A,100,1.14916828668131,2
0,1,1,-2.36031090228922,-0.760162559411739,-0.965691807209016,3,1,2,53,experiment1,A,100,1.14916828668131,2
0,1,1,-0.307271658344746,0.757514486460085,2.2187279330979,3,2,1,54,experiment1,A,100,1.14916828668131,2
0,1,1,-0.458050636821906,0.469658562181383,0.708101722329528,3,2,1,55,experiment1,A,100,1.14916828668131,2
0,1,1,1.22605808596085,-0.592009398527786,-0.16277015536904,1,3,2,56,experiment1,A,100,1.14916828668131,2
0,1,1,4.02556791638564,-0.126905303808355,1.27359207839465,1,3,2,57,experiment1,A,100,1.14916828668131,2
0,1,1,-0.847590473190396,0.800440942791574,-0.44089630974442,3,1,2,58,experiment1,A,100,1.14916828668131,2
0,1,1,0.900532454333492,-0.409870649900808,1.85477862133155,2,3,1,59,experiment1,A,100,1.14916828668131,2
0,1,1,0.53583811212258,0.553569481968717,-0.0966583528274153,2,1,3,60,experiment1,A,100,1.14916828668131,2
0,1,1,-0.93751327409584,0.153436541249335,-2.24980906686875,2,1,3,61,experiment1,A,100,1.14916828668131,2
0,1,1,0.331039119639625,0.2520130330929,1.48275929677223,3,2,1,62,experiment1,A,100,1.14916828668131,2
0,1,1,-0.119188532822442,0.260736990138776,1.21459687833096,3,2,1,63,experiment1,A,100,1.14916828668131,2
0,1,1,-0.940550798846794,-0.648247127571214,-1.28048726426814,2,1,3,64,experiment1,A,100,1.14916828668131,2
0,1,1,-0.103100786921567,0.294501322407777,-1.43872038932481,2,1,3,65,experiment1,A,100,1.14916828668131,2
0,1,1,-2.84592585268781,-1.10944098457371,-1.53891085915476,3,1,2,66,experiment1,A,100,1.14916828668131,2
0,1,1,-0.100887988677961,0.353137874659805,-0.473817922859867,2,1,3,67,experiment1,A,100,1.14916828668131,2
0,1,1,0.287878583638091,0.191230722060962,-1.77002392866396,1,2,3,68,experiment1,A,100,1.14916828668131,2
0,1,1,0.469592151885447,-0.266248363019373,-1.09315440625627,1,2,3,69,experiment1,A,100,1.14916828668131,2
0,1,1,-0.980660143992075,-0.781207285513047,0.177183510837782,3,2,1,70,experiment1,A,100,1.14916828668131,2
0,1,1,0.885446084161885,-1.39432518419214,0.580782429339497,1,3,2,71,experiment1,A,100,1.14916828668131,2
0,1,1,-1.12112375977519,0.626864332140683,-0.803005020392388,3,1,2,72,experiment1,A,100,1.14916828668131,2
0,1,1,0.780437389844903,-0.464978798760246,-0.0057343278277287,1,3,2,73,experiment1,A,100,1.14916828668131,2
0,1,1,1.20180043569456,-0.475509241527406,-0.127646034018486,1,3,2,74,experiment1,A,100,1.14916828668131,2
0,1,1,0.734791858038168,-0.74931256115927,2.04503070828453,2,3,1,75,experiment1,A,100,1.14916828668131,2
0,1,1,1.78644895998198,-0.508235800547968,-1.04440066575619,1,2,3,76,experiment1,A,100,1.14916828668131,2
0,1,1,-1.05104777861808,-1.12280911857074,-1.4038756695442,2,1,3,77,experiment1,A,100,1.14916828668131,2
0,1,1,-0.84752545356058,-0.570630905941746,-2.08602268226047,2,1,3,78,experiment1,A,100,1.14916828668131,2
0,1,1,0.90153492978002,-0.286406106921952,0.493343914294489,1,3,2,79,experiment1,A,100,1.14916828668131,2
0,1,1,0.0120777759338789,-0.363691804086843,0.049950458613989,1,3,2,80,experiment1,A,100,1.14916828668131,2
0,1,1,0.643893197340923,-0.425557194377783,0.886332885902125,2,3,1,81,experiment1,A,100,1.14916828668131,2
0,1,1,1.20035831572979,0.87314150903545,-0.29469424270257,1,2,3,82,experiment1,A,100,1.14916828668131,2
0,1,1,0.434105549379963,0.646230118395238,0.62806131899147,3,1,2,83,experiment1,A,100,1.14916828668131,2
0,1,1,-0.394001877179966,-0.931004366525807,0.410285801069314,2,3,1,84,experiment1,A,100,1.14916828668131,2
0,1,1,2.08653002745351,-0.810155734577296,-0.0324967062226365,1,3,2,85,experiment1,A,100,1.14916828668131,2
0,1,1,-1.13851140235518,-1.25060115908278,-0.771597032732708,2,3,1,86,experiment1,A,100,1.14916828668131,2
0,1,1,2.96213103236258,-0.0804832429494566,1.64305884696761,1,3,2,87,experiment1,A,100,1.14916828668131,2
0,1,1,-0.966180691490061,-0.578783645028752,-0.425952200749664,3,1,2,88,experiment1,A,100,1.14916828668131,2
0,1,1,-0.809712649382289,0.606212673125714,0.917892450450369,3,2,1,89,experiment1,A,100,1.14916828668131,2
0,1,1,-0.776721527249329,0.978555978768091,0.320633340580784,3,1,2,90,experiment1,A,100,1.14916828668131,2
0,1,1,1.04265147765942,0.412526388215961,1.55052760061521,2,3,1,91,experiment1,A,100,1.14916828668131,2
0,1,1,-0.0877862415677858,-0.259539054076782,0.528458231110607,2,3,1,92,experiment1,A,100,1.14916828668131,2
0,1,1,-0.497119815414188,0.760064945105323,-0.273843796835545,3,1,2,93,experiment1,A,100,1.14916828668131,2
0,1,1,-0.190778899833919,0.924809932273724,0.203541273594797,3,1,2,94,experiment1,A,100,1.14916828668131,2
0,1,1,0.0675604945802868,0.180757765227619,-0.167226279561918,2,1,3,95,experiment1,A,100,1.14916828668131,2
0,1,1,-0.0837217643467349,1.34936795388086,-2.39147254447884,2,1,3,96,experiment1,A,100,1.14916828668131,2
0,1,1,-1.3786703309962,0.000463455718148808,1.54796480656341,3,2,1,97,experiment1,A,100,1.14916828668131,2
0,1,1,-1.34089838078295,-0.518174542473986,1.0022624478152,3,2,1,98,experiment1,A,100,1.14916828668131,2
0,1,1,-0.669064745711357,-0.71409462784213,-0.750254565058992,2,1,3,99,experiment1,A,100,1.14916828668131,2
0,1,1,0.430811473426682,0.0270072173982957,0.173199826431527,1,2,3,100,experiment1,A,100,1.14916828668131,2
0,0,0,1.22780885672043,-0.832889044350443,2.1412184193804,2,3,1,1,experiment1,A,100,1.14916828668131,2
0,0,0,1.35148975003494,2.04818196187146,1.71079268448547,3,1,2,2,experiment1,A,100,1.14916828668131,2
0,0,0,1.82722995316119,-1.943836781397,-1.94879155257405,1,2,3,3,experiment1,A,100,1.14916828668131,2
0,0,0,-0.0129155483885144,2.42420950599639,-0.075776378494024,2,1,3,4,experiment1,A,100,1.14916828668131,2
0,0,0,3.43804739206964,0.723282942433442,0.0727822224574446,1,2,3,5,experiment1,A,100,1.14916828668131,2
0,0,0,-0.339112760493354,0.375087104895491,-2.30572153451226,2,1,3,6,experiment1,A,100,1.14916828668131,2
0,0,0,-2.07009633614069,-0.214922773249199,0.633385749789416,3,2,1,7,experiment1,A,100,1.14916828668131,2
0,0,0,-0.155113001535832,1.63860331851949,-2.80332474390642,2,1,3,8,experiment1,A,100,1.14916828668131,2
0,0,0,0.308809108416116,1.22381914282889,-1.59513867713052,2,1,3,9,experiment1,A,100,1.14916828668131,2
0,0,0,-0.737813179563908,0.318242926789725,1.93756473433387,3,2,1,10,experiment1,A,100,1.14916828668131,2
0,0,0,-5.2690142326341,1.03552627794955,-0.62161283123635,3,1,2,11,experiment1,A,100,1.14916828668131,2
0,0,0,1.47659695121379,1.56390300863507,-0.80322662012186,2,1,3,12,experiment1,A,100,1.14916828668131,2
0,0,0,1.29566406981232,1.72917540607484,-2.75681148759666,2,1,3,13,experiment1,A,100,1.14916828668131,2
0,0,0,-0.406250573529707,1.69551267317962,-2.33743691262969,2,1,3,14,experiment1,A,100,1.14916828668131,2
0,0,0,-0.365637633457711,0.0383188000062974,1.04026373483702,3,2,1,15,experiment1,A,100,1.14916828668131,2
0,0,0,0.0603159028686059,-2.56310063347745,-0.143693346268814,1,3,2,16,experiment1,A,100,1.14916828668131,2
0,0,0,-0.473205910765257,0.827031882864326,-1.19053560758836,2,1,3,17,experiment1,A,100,1.14916828668131,2
0,0,0,-0.845717427490274,0.104974547827484,-1.90481394795509,2,1,3,18,experiment1,A,100,1.14916828668131,2
0,0,0,-1.28184453885447,-1.67026988636259,-1.42717870625343,1,3,2,19,experiment1,A,100,1.14916828668131,2
0,0,0,-0.69773347208964,1.67802188383889,3.07950057000557,3,2,1,20,experiment1,A,100,1.14916828668131,2
0,0,0,-2.1796586772543,2.84501976884152,-0.252504499855123,3,1,2,21,experiment1,A,100,1.14916828668131,2
0,0,0,-1.52968868463037,1.13373746448791,1.29433654994708,3,2,1,22,experiment1,A,100,1.14916828668131,2
0,0,0,0.517551726672057,0.310479681297002,0.492822832610967,1,3,2,23,experiment1,A,100,1.14916828668131,2
0,0,0,2.39393966951485,-0.145283474539555,1.01032402161885,1,3,2,24,experiment1,A,100,1.14916828668131,2
0,0,0,1.16833362370205,-0.777166475126873,0.0898879380435641,1,3,2,25,experiment1,A,100,1.14916828668131,2
0,0,0,-0.651953207486781,-0.962595110447119,-1.87058657934251,1,2,3,26,experiment1,A,100,1.14916828668131,2
0,0,0,2.60776993409538,0.416357037801983,-1.3540144885692,1,2,3,27,experiment1,A,100,1.14916828668131,2
0,0,0,1.8323967372203,-2.24915143115806,0.969204869863073,1,3,2,28,experiment1,A,100,1.14916828668131,2
0,0,0,-1.29564606891435,-1.40523603769719,-1.50475132841812,1,2,3,29,experiment1,A,100,1.14916828668131,2
0,0,0,1.18454562575999,-0.305938029840223,0.380313410309526,1,3,2,30,experiment1,A,100,1.14916828668131,2
0,0,0,1.48851217898843,-1.28308931513493,-0.718416958017563,1,3,2,31,experiment1,A,100,1.14916828668131,2
0,0,0,-1.03936287174967,1.64725624986892,0.334515431797098,3,1,2,32,experiment1,A,100,1.14916828668131,2
0,0,0,0.603619495951141,-1.53807874566697,-0.901932742331004,1,3,2,33,experiment1,A,100,1.14916828668131,2
0,0,0,-1.82764112477025,0.517913292492347,-0.202721285274609,3,1,2,34,experiment1,A,100,1.14916828668131,2
0,0,0,0.211845809057349,0.045322703248526,0.742989365627515,2,3,1,35,experiment1,A,100,1.14916828668131,2
