correlation,pre_grouped,standardized,group1,group2,group3,group4,group5,group1_rank,group2_rank,group3_rank,group4_rank,group5_rank,test_id,model_type,grouping,No_test_obs,MAD,MDR
0,1,0,-0.349023059426493,-1.58684939024177,0.816000993263281,-0.0934251578527704,0.280508389537428,4,5,1,3,2,50,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.32666843146618,0.899777087534774,-1.33861109835384,1.33369118088928,0.221711498749984,3,2,5,1,4,51,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.449709827196198,0.504335254560459,0.995313422899824,1.02751855889537,-0.0220772055243985,4,3,2,1,5,52,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.79682566498383,-1.55236944391449,0.452942279824165,-1.28725499534599,-1.46112616404387,5,4,1,2,3,53,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.52929444396713,1.21732102884476,0.427038696624874,0.994630911966416,3.33070759549359,5,2,4,3,1,54,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.04665566440219,0.540772400394015,-0.0409332130424704,1.05853545726904,1.01854770279946,5,3,4,1,2,55,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.820163073385863,2.82307502133102,-0.539268738059326,-0.0422943466743687,-0.261975848771508,5,1,4,2,3,56,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.600778124450661,5.58906658991736,-0.415792961445323,0.528572698759159,1.87504129364902,3,1,5,4,2,57,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.02220865442305,-0.0857846853632486,1.2934394626961,0.204228667199296,-0.662519045035381,5,3,1,2,4,58,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.794817579056253,0.679357750536741,-0.140656660863179,-0.138662216368744,2.76253476053186,2,3,5,4,1,59,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.556352019880333,0.380314952879474,0.10624269450758,1.0528749886459,-0.157885226140337,2,3,4,1,5,60,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.131068110710062,-1.37688918773119,1.43147198283696,-0.88806467596304,-3.37122621528355,2,4,1,3,5,61,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.684200628404188,0.00283167167068299,-0.158124471357211,0.828570972094435,2.18244209549537,3,4,5,2,1,62,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.226347340772541,0.238102414632411,1.18416605389801,-0.524335388199436,1.80884359963534,4,3,2,5,1,63,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.376066695485237,-1.64023183236448,-0.272240104510729,-0.396518730948311,-1.89497657332251,1,4,2,3,5,64,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.0318927931829525,-0.0335855731650403,1.04356086360232,-0.304059335742465,-2.14420635856111,2,3,1,4,5,65,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.705938136326985,-3.38532932447165,-0.223517228485903,-1.14629327420695,-2.28578858953581,2,5,1,3,4,66,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.121140291285231,0.13717176556908,-0.293611300415583,1.07641220265171,-0.673840277445558,3,2,4,1,5,67,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.38545064107092,0.981600405488879,0.189603519786916,0.389820277023549,-2.64705571595589,4,1,3,2,5,68,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.93704147645588,-0.0587952748715003,0.211934517628438,-0.338666450082079,-1.62417072659479,1,3,2,4,5,69,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.756672995063557,-0.528819920810202,-0.308309507821246,-0.577653932688058,0.26139319902618,5,3,2,4,1,70,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.0870794078708439,1.40552979270203,-0.237404955644632,-1.53586703769533,0.843791116795474,3,1,4,5,2,71,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.26133157264839,-1.21106649231878,1.6561548721837,-0.448458430892515,-1.21626046184845,2,4,1,3,5,72,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.221714637427765,1.0749516790939,-0.325239050571186,-0.0557922880311223,0.00254661790649666,2,1,5,4,3,73,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.499753089361642,1.44717022406031,-0.285004351640505,-0.139820788493143,-0.172573955508938,2,1,5,3,4,74,experiment1,B,100,0.757655096072702,0.8
0,1,0,1.13010055910698,0.15424071892682,-1.42103722225313,0.583480394223629,3.04043336716576,2,4,5,3,1,75,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.989561337782799,1.85414017699574,-0.267413830749757,-0.21765040481429,-1.55378768902433,2,1,4,3,5,76,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.48711161087234,0.103264701088857,-0.679573834808109,-0.697440467829792,-2.1247113688287,4,1,2,3,5,77,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.352348790121856,-1.47205049309692,-0.42755457368146,-0.125904605229943,-3.10260043208838,1,4,3,2,5,78,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.49936767762338,0.967713874124843,0.189660105937909,-0.285730201503839,0.739656629261828,3,1,4,5,2,79,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.890772574284251,1.07581620163225,-0.144232848246195,-0.0944283333800477,0.059031536523172,5,1,4,3,2,80,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.500254201461187,0.600543174532181,0.671498833537214,-0.98106453823481,1.31375748998775,4,3,2,5,1,81,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.0337208774260832,1.99883623636474,0.577203776267691,1.02135171070165,-0.452233564011181,4,1,3,2,5,82,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.425104763648157,1.2245723366031,0.283927658645199,0.984849791991866,0.938076200849661,5,1,4,2,3,83,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.85251808947126,0.432227861849559,0.433443747840669,-1.50982587684203,0.586826952399891,4,3,2,5,1,84,experiment1,B,100,0.757655096072702,0.8
0,1,0,1.68342400915594,1.5937628403251,-1.92683548128591,1.0196500654364,-0.0571815302225669,1,2,5,3,4,85,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.771188279154838,-0.766557184202857,-0.84979039348547,-0.730547035795858,-1.14489787650254,3,2,4,1,5,86,experiment1,B,100,0.757655096072702,0.8
0,1,0,1.26184136075613,3.32209099043517,0.0512328172479228,0.131672174065428,2.44407562324456,3,1,5,4,2,87,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.376245169536607,-0.89088902386995,-1.44629416210462,0.85820118609175,-0.631459554153261,2,4,5,1,3,88,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.410657902497904,-1.45359467239141,-0.44844040734792,1.6471334671823,1.36657216124825,3,5,4,1,2,89,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.0353814723781757,-1.01701013859008,1.15937830415094,0.604231796436131,0.453814267974063,4,5,1,2,3,90,experiment1,B,100,0.757655096072702,0.8
0,1,0,1.54463820722582,0.130243483144522,0.497351515176877,0.456638092857149,2.31425844508483,2,5,3,4,1,91,experiment1,B,100,0.757655096072702,0.8
0,1,0,-1.03528268814532,1.06870265734881,0.554264375183443,-0.659172963659833,0.797690594608381,5,1,3,4,2,92,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.000634993353975398,-0.543478706683675,1.3037926165803,0.112283771488303,-0.433723062741093,3,5,1,2,4,93,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.643894104103632,0.544381693882233,0.26979646334498,1.4024421089462,0.282797197193075,5,2,4,1,3,94,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.733958826054614,0.984829107102012,0.170579966443513,0.401628316071462,-0.246232104401672,5,1,3,2,4,95,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.0564336940198045,0.036042316405344,1.37659730311395,0.929130325312228,-3.62321829772622,3,4,1,2,5,96,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.603694350480253,-2.5122729689002,-0.472925520944201,0.77985657083964,2.31086731653115,3,5,4,2,1,97,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.411092193145881,-1.45725220947506,0.295476357240646,-0.765169794150992,1.51464873807817,3,5,2,4,1,98,experiment1,B,100,0.757655096072702,0.8
0,1,0,0.620743595036107,-1.40990357632171,-1.02803307413336,0.240464424147701,-1.15255755553655,1,5,3,2,4,99,experiment1,B,100,0.757655096072702,0.8
0,1,0,-0.34574804901086,1.1355450880755,-1.17781933056578,1.50263816162875,0.283239953949664,4,2,5,1,3,100,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.532519620151983,0.390986539120138,-0.564498461081018,-0.413979318913278,1.84718743556863,2,3,5,4,1,1,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.634784381854809,0.386192933570008,0.574150840814136,0.940497494075177,1.4743570645209,4,5,3,2,1,2,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.885894452375362,0.532823889402753,-1.14802807185324,-0.786788255928541,-1.65588300020982,1,2,4,3,5,3,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.555798508592099,0.430339581706047,0.752818936844318,1.07078514222356,-0.0787628521931552,5,3,2,1,4,4,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.692270317017962,2.11144276452113,-0.631487195536953,1.00231990001611,0.0804649562203494,3,1,5,2,4,5,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.775037344334617,0.326776834936128,1.04251387477008,-0.967032992891331,-1.97524666337143,3,2,1,4,5,6,experiment1,B,100,0.757655096072702,0.8
0,1,1,-1.21900197029385,-0.717669002672173,-0.376806069909852,-0.0546356270995402,0.552587821983154,5,4,3,2,1,7,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.331974474293979,0.0569902978581908,0.697274108109062,0.448450435535842,-2.40042238085285,4,3,1,2,5,8,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.646178085002195,-0.534818507566471,1.04668233512707,-0.251112695146921,-1.35343397573995,2,4,1,3,5,9,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.0909642702024491,-0.87955844504061,0.651039326997849,-0.612392940196362,1.66503873754708,3,5,2,4,1,10,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.367382687336449,-4.31921474152263,-0.0573873001612863,0.696887447730745,-0.528195974254187,3,5,2,1,4,11,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.368636141551009,0.76579297578804,0.151303816025478,0.942194188955855,-0.693181660866671,3,2,4,1,5,12,experiment1,B,100,0.757655096072702,0.8
0,1,1,1.26764765219835,-0.29723921292969,0.800567765370691,0.436018335193994,-2.3687423968384,1,4,2,3,5,13,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.542641684203492,-1.04619239520089,0.452892324370645,0.756636851684397,-2.0016273151984,2,4,3,1,5,14,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.100589725510509,-0.370391814493029,-0.494137919676165,0.275678187455191,0.910986723891436,3,4,5,2,1,15,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.649349769383399,0.560953495595251,-0.509124578269178,-1.93718454021432,-0.137872346032516,4,1,3,5,2,16,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.968192978193258,-1.52459189516759,-0.345357504198771,0.814193757793688,-1.02591018288128,1,5,3,2,4,17,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.0358951058074585,-0.89547839823085,0.83502700199243,-1.02063414271714,-1.62659365667519,2,3,1,4,5,18,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.265006014642666,-0.964658509927199,-1.3376110671781,-0.365304488494728,-1.23280767187752,1,3,4,2,5,19,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.696862960423337,-1.43891732208866,0.847058041527618,0.353658260296226,2.64617006497189,3,5,2,4,1,20,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.220626934138055,-1.79812699644519,1.21240920803702,0.974548997559543,-0.205183139446027,3,5,1,2,4,21,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.641343034042886,-0.813477509599504,0.576508019387988,0.130390639373003,1.12922317944433,4,5,2,3,1,22,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.0649551217738171,0.227828272586,0.482840236407835,-0.470963069868402,0.440595220041307,4,3,1,5,2,23,experiment1,B,100,0.757655096072702,0.8
0,1,1,1.02832268350791,0.888654412436569,-1.12648487874611,0.75183606672345,0.872611671602007,1,2,5,3,4,24,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.164911423916954,0.698243150725341,-0.268703310590068,-0.662348680612258,0.0896711514719133,2,1,4,5,3,25,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.542206879215498,-1.23587551512548,-0.564149552163553,-0.528998293124212,-1.60825919441975,1,4,3,2,5,26,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.19698084296671,1.92431585681918,0.224426398168039,-0.131383466667287,-1.16819991673268,3,1,2,4,5,27,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.762266563162984,0.685250246722453,-1.36267794633255,-0.840941544048357,0.839382871750883,2,3,5,4,1,28,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.478876438720624,-0.773598708188987,-0.136912550434011,-1.3360673622995,-1.29032588435085,2,3,1,4,5,29,experiment1,B,100,0.757655096072702,0.8
0,1,1,1.1535065017912,-0.263160861331239,-0.1533750519293,-0.387433913534205,0.342363990831523,1,4,3,5,2,30,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.197833375643589,1.33039051476154,-0.568959323952987,-0.78502719407027,-0.613164424000685,2,1,3,5,4,31,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.0863111996232784,-1.15179301618025,2.13315122712129,-0.945620558409198,0.297178413736091,3,5,1,4,2,32,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.303938297667569,0.0909447422194025,-0.429466611866785,-1.16163246445762,-0.778477295616859,1,2,3,5,4,33,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.505383625075578,-1.22402481997555,0.0353567828231524,0.166626335349131,-0.168193113161199,4,5,2,1,3,34,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.37508590870378,0.419154825607536,-0.510965428723903,0.288491168025796,0.647383096004064,4,2,5,3,1,35,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.841289331631419,0.459566264088051,0.234572311626484,0.0651258858431803,0.636124275659711,5,2,3,4,1,36,experiment1,B,100,0.757655096072702,0.8
0,1,1,-1.09573113617745,0.00765717467595291,-0.491026482843191,0.374356707236959,0.10371108852307,5,3,4,1,2,37,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.27752841351416,2.37137807111502,-1.37767480183947,0.855147831565066,1.24050186978635,4,1,5,3,2,38,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.511544388757591,-0.948010689147975,0.000682690776895961,0.870602349356676,2.42369740545204,3,5,4,2,1,39,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.794408148374295,-0.93638224717364,-0.308444983518168,1.72133086739999,0.432139602086206,2,5,4,1,3,40,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.334990661537046,-0.459621918378127,0.889635299830261,0.148595521267541,0.815755723112439,3,5,1,4,2,41,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.700252399181169,0.972103763318535,0.546045935813842,-1.4231588733354,0.8818882753121,4,1,3,5,2,42,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.121767536663306,-0.694860517685488,-0.394535917647643,0.177089599282295,-1.94191171474197,2,4,3,1,5,43,experiment1,B,100,0.757655096072702,0.8
0,1,1,1.2520087928182,-0.360534266469651,1.23576775010674,-0.80390370067472,-1.24607435855721,2,3,1,4,5,44,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.456942159291211,-0.5003400788159,-0.32085717226024,2.00079042487169,2.37621764189371,4,5,3,2,1,45,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.166290658679612,-0.872561869414253,0.363915436815206,-0.945258883661012,1.46723161363855,3,4,2,5,1,46,experiment1,B,100,0.757655096072702,0.8
0,1,1,-1.45724933786562,1.93955239308951,0.391661978751226,0.426794518970493,0.662416114485151,5,1,4,3,2,47,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.894121063584152,2.00426443134234,0.445229130891918,0.718564922238621,0.0801183979717967,2,1,4,3,5,48,experiment1,B,100,0.757655096072702,0.8
0,1,1,1.06789442661284,-1.04885660009488,0.91907572003365,-0.175239574547048,0.898037828780016,1,5,2,4,3,49,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.365512739342753,-1.44534069681404,0.576446545378726,-0.209732612912976,0.247895513184871,4,5,1,3,2,50,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.216591518047077,0.696873433098571,-1.27973913767164,1.01971974481145,0.197242336535512,3,2,5,1,4,51,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.322590958997573,0.356202612721243,0.730923152086395,0.755953826250897,-0.0127802027067495,4,3,2,1,5,52,experiment1,B,100,0.757655096072702,0.8
0,1,1,-1.61278619463166,-1.41563642523121,0.263673592597894,-1.23821001772049,-1.2525124424008,5,4,1,2,3,53,experiment1,B,100,0.757655096072702,0.8
0,1,1,-1.38230961643355,0.97043567657257,0.24135780756109,0.727621311263046,2.8756242438345,5,2,4,3,1,54,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.966519137860233,0.387593000202408,-0.16179724859675,0.782674702327769,0.883712053960482,5,3,4,1,2,55,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.771397098771537,2.35378332553007,-0.591110381336769,-0.165683718895646,-0.219451477183947,5,1,4,2,3,56,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.452735411271611,4.73666884307795,-0.484736723801775,0.326114893384338,1.62157626030407,3,1,5,4,2,57,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.945458182111763,-0.152182255269915,0.987756987265985,0.0466944120333788,-0.564517092122651,5,3,1,2,4,58,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.619899263636087,0.50698346673524,-0.247708414151516,-0.24870407357049,2.38614667807808,2,3,5,4,1,59,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.414462582683125,0.249359850033946,-0.0350060672294764,0.777798241799901,-0.129778016137525,2,3,4,1,5,60,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.0480829886462857,-1.26446121348301,1.10667119399381,-0.894309898281905,-2.8980524363975,2,4,1,3,5,61,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.524603409267728,-0.0758397832999339,-0.262756830467106,0.584561646779669,1.88640024860589,3,4,5,2,1,62,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.259828327049088,0.126844582217766,0.893618586326778,-0.580959249652536,1.56454733507097,4,3,2,5,1,63,experiment1,B,100,0.757655096072702,0.8
0,1,1,0.259147832845671,-1.49132935768713,-0.361066779295439,-0.470845948902039,-1.62627202605009,1,4,2,3,5,64,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.0373559658745856,-0.107213026188158,0.772488039345792,-0.39119272208116,-1.84098202463847,2,3,1,4,5,65,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.672992985269655,-2.9947206145074,-0.31909230729364,-1.11677232150852,-1.9629542864354,2,5,1,3,4,66,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.169193070812432,0.0398934198710792,-0.379477939254391,0.798075413652068,-0.574270267460346,3,2,4,1,5,67,experiment1,B,100,0.757655096072702,0.8
0,1,1,-0.396894887331064,0.767363741733243,0.0368087949504874,0.206580495653884,-2.27418379750457,4,1,3,2,5,68,experiment1,B,100,0.757655096072702,0.8
