correlation,pre_grouped,standardized,group1,group2,group3,group4,group5,group1_rank,group2_rank,group3_rank,group4_rank,group5_rank,test_id,model_type,grouping,No_test_obs,MAD,MDR
0.9,1,0,-0.822013544026013,-0.640368199732177,0.0494931234761716,-0.691308715151025,-1.12444624717861,4,2,1,3,5,23,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.400200167338469,-0.271009252096773,-0.68300110912847,-0.333483959717463,-0.972047465265076,3,1,4,2,5,24,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.296638945040431,-0.840325067742432,-0.156441235163204,-0.960135719448239,-0.594830348797033,2,4,1,5,3,25,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.676681522737238,0.447440551247597,0.867252041596546,1.08755698689086,1.13591202783006,4,5,3,2,1,26,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.765571662825803,1.60456991188608,0.849268473516941,0.702098090378302,0.119808341814898,3,1,2,4,5,27,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.804359794066056,-0.465337113145839,-0.60832720335472,-0.675032613072602,-0.772753541979246,5,1,2,3,4,28,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.965315537642182,0.452227044403629,0.474516738704551,0.846843776546672,1.07819250175667,2,5,4,3,1,29,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.655299681769571,-0.758462304800271,0.0641808774705956,-0.261902404798242,-0.370848312849195,4,5,1,2,3,30,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.201827904724359,0.420797029670501,0.561506565498225,0.142385872990636,0.0611810467805775,3,2,1,4,5,31,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.361635513260983,0.322624097147931,0.334156072124548,0.339656595683181,1.75423989435866,2,5,4,3,1,32,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.43612504832178,0.507412815166951,0.102692767564756,0.833747899749965,0.488530576661298,4,2,5,1,3,33,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.188094078857828,0.712326230269477,-0.350247128351398,0.589730004982414,0.320715338839792,4,1,5,2,3,34,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.794319019982998,-0.717027670418699,-0.138621705184428,-0.717840888585711,-1.14405649527269,4,2,1,3,5,35,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.498958063084667,-2.38176852544567,0.0533760565927206,0.225765491577778,0.0731919794475134,4,5,3,1,2,36,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.314937679925696,-0.730173813361485,-0.0960648737853754,0.604287928696377,0.46759065075789,3,5,4,1,2,37,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.353473159328406,0.288641552390022,-1.28396419076005,-0.174524373644274,-1.60205655852507,3,1,4,2,5,38,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.428509835225074,-0.877413036996505,-1.04628299851551,-1.35306586243484,-0.994249137254652,1,2,4,5,3,39,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.814233619552058,0.4145362158849,-0.388681899790035,-0.247850175827954,0.415597690518997,1,3,5,4,2,40,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.195762858824141,-0.821750834177637,-0.127486678842392,-0.633511959024795,0.419778686591408,3,5,2,4,1,41,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.0155141581766474,0.779481826552587,-0.396544428325008,-0.15306409730847,-0.575546380089967,2,1,4,3,5,42,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.424259810949597,-0.108291074256545,0.981058526621195,0.61539696867186,0.0964465150536762,3,5,1,2,4,43,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.390248190310039,1.42230871502708,1.16168365540392,0.422099736563874,1.0008842714727,5,1,2,4,3,44,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.829537740419116,-2.26143554663497,-1.05550755742399,-0.49547135883148,-1.58887488941494,2,5,3,1,4,45,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.555303277426294,-0.650813266065826,-0.352271744178409,-0.712685563815392,-0.0712099589434508,3,4,2,5,1,46,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.418612643811772,-0.625663269599639,-0.422725797858194,-0.455221445650974,-1.61358419043365,1,4,2,3,5,47,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.210835791755144,-1.60195835521172,0.435250235231513,0.176208334590033,-0.66472471785472,2,5,1,3,4,48,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.00731751505857267,-0.103736542976918,-0.0612853876910783,-0.650721416312813,0.240588414344347,2,4,3,5,1,49,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.118805211439878,-0.181396015897872,-0.139957048429938,-0.288193367414471,0.417698957743096,2,4,3,5,1,50,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.0964363976000109,0.152415821950241,-0.441218770080562,-0.100198938569195,0.0138619317352039,2,1,5,4,3,51,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.19180615555291,-0.255008351697105,0.152908092657082,-0.145576713622186,-0.864899235428031,1,4,2,3,5,52,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.635570010841045,0.42072451939398,0.723891784797512,1.31302108264261,0.32353304967685,3,4,2,1,5,53,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.46877933193685,-0.907627836064829,-2.20219568986914,-1.43483699859407,-2.53747276380214,3,1,4,2,5,54,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.221587539388135,-0.347811672334783,-0.944299978033355,-0.363234764582927,-1.39292486967574,1,2,4,3,5,55,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.0361880722024019,-1.37319424418264,0.29178695831464,1.09261507136517,-0.301108574393773,3,5,2,1,4,56,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.823010647299066,-0.867741322265895,-1.00654189426579,-1.35170343557327,-1.54869603519165,1,2,3,4,5,57,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.622349961027221,-0.314015708206252,0.820008784486365,0.705491450720957,0.590853318158865,3,5,1,2,4,58,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.2536910384222,-0.873091338162998,-1.50128746113678,-1.96569452550007,-0.54061241171313,3,2,4,5,1,59,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.657296048165823,-0.199029759918159,0.386642915625967,-0.0523059617133347,0.765986233384219,2,5,3,4,1,60,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,1.521186569947,2.11706063819622,1.55461712254304,1.16815251522114,1.9644160648452,4,1,3,5,2,61,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.06951378216452,-0.912449812512791,-1.29506110725035,-0.550448714522226,-0.29792791117369,4,3,5,2,1,62,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.692460393540624,-0.0616232862460163,-0.892757904722824,-0.427686084093667,-1.069924404659,3,1,4,2,5,63,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.12067858673927,0.981780099352782,0.486624724024943,0.271002143633375,0.589724673566134,5,1,3,4,2,64,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.623386481278087,1.61075789474063,1.53438781039329,1.1576734720078,1.18218446383156,5,1,2,4,3,65,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,1.07153519558765,1.85535594956793,0.729452095096722,0.250438291869066,2.57007079649493,3,2,4,5,1,66,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.467141162570569,0.607685409349249,-0.0147321410054493,-0.917094942783932,-0.123892352132149,2,1,3,5,4,67,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,1.21096195037531,1.54484695211089,1.10489138838239,0.898651591980211,1.2499480137969,3,1,4,5,2,68,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.1833823184282,0.595956399551455,0.437070330871692,1.09157657113395,0.832099980363572,5,3,4,1,2,69,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.195866247633161,0.309350945706599,-0.368838864756949,0.0769878718571661,-0.36099667572681,3,1,5,2,4,70,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.02301767202759,-0.448904392542297,-0.211148212812579,-0.492971836225108,-1.42843176633572,4,2,1,3,5,71,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.272306764115686,2.01613333741276,0.593291283625833,-0.437130679801502,1.39139954292485,4,1,3,5,2,72,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.22612014124926,-0.571763583724819,-0.0349124251240012,0.120665526778085,-0.116467523479483,1,5,3,2,4,73,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.482225691593286,-0.116457117593887,0.058970705573158,-0.130938095172732,-0.941667657548277,4,2,1,3,5,74,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.03426456974584,-2.32975268947877,-1.30964182333668,-0.692891353713185,-0.55370381084959,3,5,4,2,1,75,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.481831832249389,0.621544549224316,1.09532096188932,0.741895801698619,0.243979878983134,4,3,1,2,5,76,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.657704616757092,1.64066219194483,0.246689086904548,0.987951388868002,1.48374325928097,4,1,5,3,2,77,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.975322300893216,0.841904766657783,1.71603255672193,1.6243771902578,1.19839855551488,4,5,1,2,3,78,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.62276735387974,-0.769349838305256,-0.0021887476057848,-0.0975050586346104,-0.425442448252327,4,5,1,2,3,79,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.00648554126524576,0.192611238925857,-0.0740549110478028,0.766948013422412,-0.415869476361641,3,2,4,1,5,80,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.682322770920229,-0.436315314995215,-0.697998467667941,-1.24739352388908,-0.102766162622136,3,2,4,5,1,81,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.408928791635525,0.21721951884481,0.368521009002704,0.168742640039692,-0.91372315932255,1,3,2,4,5,82,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.060032274231735,-0.673502760168025,-0.204292776590094,0.0614502870502517,-0.134650765863092,2,5,4,1,3,83,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.267900003406155,0.532803987078574,0.206076015189503,-0.536198244899625,-0.183112887968355,4,1,2,5,3,84,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.371408249540291,-0.250910756608408,0.125513061271931,-0.385918540645589,-0.721337299548936,1,3,2,4,5,85,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.376432713188375,-0.189281159210698,0.0268903018730582,-0.162422879442013,0.127255469571967,1,5,3,4,2,86,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.0654494051660637,0.0953857213258709,-1.21856921228924,-2.36676118638356,-1.35844691291568,2,1,3,5,4,87,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.0115485799213086,0.0854548897375973,-0.278698420250904,0.809034321732032,0.584167075801923,4,3,5,1,2,88,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.331569548348556,-1.19889640518106,-0.155748516761056,-0.514568739316275,-0.177128342831397,1,5,2,4,3,89,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.241447980123361,0.406963541688305,0.0668246867512321,0.0327474652661125,0.0447374329698142,2,1,3,5,4,90,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.55822641495439,-1.34523048113616,-0.836349250679555,-1.42724082080494,-0.679746199908818,5,3,2,4,1,91,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.636998084497223,-0.641748340659276,-0.192752441494029,-0.065027540572284,-1.28372881422452,3,4,2,1,5,92,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.0415454507422942,-0.048992875362723,0.913858279362746,0.432448578965781,0.898495351606506,4,5,1,3,2,93,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.0846887277452226,-0.543822958897465,-0.663724429444774,0.0438827250917989,0.619867234091668,2,4,5,3,1,94,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.378810599899162,-0.531295849163705,0.0260693419970356,0.480255314024429,-0.763052014302342,2,4,3,1,5,95,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,1.37701454806268,0.522742116562113,1.78778400729067,1.63392652715366,1.14234727313025,3,5,1,2,4,96,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-1.14598196919235,-2.22453578814987,-0.812215791384676,-1.02726335407891,-0.549432838569292,4,5,2,3,1,97,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.524243344600547,-0.164615820756347,-0.759806364971874,-0.8352295850647,-1.16317919209615,2,1,3,4,5,98,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,0.650202103994774,0.0179367225316149,0.951637683364999,0.544527867222479,0.632111741236771,2,5,1,4,3,99,experiment1,B,100,6.53501635892556,13.6
0.9,1,0,-0.0346963187734997,-1.55964682933171,-0.17460220998141,-0.756084351478039,-0.661098905658126,1,5,2,4,3,100,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.631000448084267,-0.199408417582028,-0.884882437867365,-1.53463876780266,-0.704275246802845,2,1,4,5,3,1,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.451554955627917,-0.499049524570889,-0.567841438763153,-0.896794869755573,-1.02615162245857,1,3,2,4,5,2,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.0314567002631491,-0.304447477173972,1.2410958431781,0.109125209149105,0.360611261855403,4,5,1,3,2,3,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.227767392868376,-1.57627024941891,-0.255726745946082,0.250675824189623,-0.371129291871224,2,5,3,1,4,4,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.295847269785485,-0.435286150283322,-0.325541558134648,-0.293441565245577,-0.75535322444126,1,4,2,3,5,5,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.29984272671543,2.21401444583178,1.16489720273228,1.08296741607357,1.09110495302307,2,1,3,5,4,6,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.02919514245927,-0.546627048366466,-0.545136405024371,0.338737570516942,-1.55803266471497,4,3,2,1,5,7,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.94992780305453,0.345011842216618,2.05399004401471,1.64757938588277,1.25858499825471,2,5,1,3,4,8,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.17160725359042,0.763293557224302,1.25331164880339,0.31858680680421,1.7681034934908,3,4,2,5,1,9,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.470941722368108,-0.518695304081274,-1.11291085968094,-1.2055807103487,-0.284174337710293,2,3,4,5,1,10,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.299053953788715,1.89165321544854,-0.0557305313832467,0.407717268281234,2.16820730393284,4,2,5,3,1,11,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.117921582543309,0.316790073063979,0.336128339558031,-0.0939964773700694,0.0666762463437014,5,2,1,4,3,12,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.49741523984944,2.19457859059038,1.78206247252892,0.650447728628786,1.01531322881243,3,1,2,5,4,13,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.716141252863324,0.810229092466726,1.26234665399576,1.50497919434252,2.178687404581,4,5,3,2,1,14,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.038750535025422,-0.32592815805974,-0.839854604067878,0.401920319851441,0.0906884641881764,3,4,5,1,2,15,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.615675015722287,0.607661113848961,-0.239975936951639,0.328376775341193,0.114823736505854,5,1,4,2,3,16,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.333930305917221,-0.0245000738837698,0.287941733812623,0.799859862272406,0.890608164182624,3,5,4,2,1,17,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.815440573500088,2.3281602304089,1.06512610809783,1.40489336517713,1.18942327413348,5,1,4,2,3,18,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.173229950594447,0.382544844345276,0.364892125864613,1.42418797428455,1.96937256661891,5,4,3,2,1,19,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.1962411415564,-1.87252879215162,-1.26012329638738,-1.97551305091557,-1.14941072009069,2,4,3,5,1,20,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.656621196245051,0.178123500608964,0.367754121132738,0.578986371929477,1.0311636686868,2,5,4,3,1,21,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.765211455437873,-1.3193701840734,-0.550597910968666,-0.00161216670509644,0.0501908101053058,4,5,3,2,1,22,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.992114289414637,-0.669160340288802,0.0192183036942452,-0.818695012741519,-1.33837569999655,4,2,1,3,5,23,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.494613442586246,-0.233526006747091,-0.844709966858593,-0.396664492414456,-1.15863146416175,3,1,4,2,5,24,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.372469862891233,-0.904996178273484,-0.223667587262319,-1.13575859981518,-0.713728942684747,2,4,1,5,3,25,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.77549694830235,0.613837792794714,0.983710604676245,1.27935887096775,1.3275666766611,4,5,3,2,1,26,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.880336961476028,1.97859497837365,0.962500181197364,0.824735717623358,0.129139902650922,3,1,2,4,5,27,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.971292864490313,-0.462722805088255,-0.756637057340735,-0.799498431943943,-0.923577525424527,5,1,2,3,4,28,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.11592158814268,0.619483143393039,0.520505413549971,0.995453635601722,1.25949033132198,2,5,4,3,1,29,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.795486367602548,-0.808444489450194,0.0365415334780313,-0.312238805231983,-0.449557015674146,4,5,1,2,3,30,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.215438661540319,0.58241352964975,0.623104133474791,0.164592352049566,0.0599929041467992,3,2,1,4,5,31,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.403921116034604,0.466625079674195,0.354959334776194,0.397260060135762,2.05684330518167,2,5,4,3,1,32,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.491776572548612,0.684571092720847,0.0819637485942659,0.980007919186834,0.564023275769796,4,2,5,1,3,33,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.199240526591521,0.926252848620967,-0.452248759198176,0.692205028151295,0.366096354668973,4,1,5,2,3,34,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.959450438703912,-0.759575091673541,-0.202650635822461,-0.849987948151985,-1.36150468445392,4,2,1,3,5,35,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.611091817811216,-2.72302630232406,0.023797965270725,0.262933071305747,0.074159001058955,4,5,3,1,2,36,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.348844124850026,-0.775080093667367,-0.152457681237607,0.709375131746953,0.53932602469806,3,5,4,1,2,37,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.439502041811529,0.426544926391227,-1.55350598554384,-0.209182224061733,-1.90168532335362,3,1,4,2,5,38,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.528002814582025,-0.948738973383356,-1.27317681403814,-1.59919359188523,-1.18481686089468,1,2,4,5,3,39,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.93773050567738,0.575029315842612,-0.497580017985025,-0.295665134981304,0.478003783210387,1,3,5,4,2,40,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.253493222767956,-0.88308910410661,-0.189517612213485,-0.750527579687273,0.482934990235979,3,5,2,4,1,41,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.00430602131244362,1.00545841171258,-0.506853347899497,-0.183871254234093,-0.690984783081946,2,1,4,3,5,42,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.477782313554656,-0.041610729176717,1.11793779092374,0.722477506163465,0.101586180461179,3,5,1,2,4,43,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.437667867201476,1.76363000857262,1.33097312715126,0.494496266169406,1.1683104111044,5,1,2,4,3,44,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.00098857905113,-2.58110155036425,-1.28405656826649,-0.587717865040066,-1.88613842060624,2,5,3,1,4,45,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.677547253790552,-0.681479601918142,-0.454636659023331,-0.84390758517476,-0.0961534892592012,3,4,2,5,1,46,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.51632973501303,-0.651816852391526,-0.537732533420292,-0.540245767191202,-1.91528139913832,1,4,2,3,5,47,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.226062865687522,-1.80329202764704,0.474193182100049,0.204483697885156,-0.796164706262943,2,5,1,3,4,48,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.0312344626488241,-0.0362389621969344,-0.111437588607908,-0.770824990929847,0.271591971941046,2,4,3,5,1,49,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.162726791783117,-0.127833149763538,-0.20422558444231,-0.343247248511381,0.480482088264653,2,4,3,5,1,50,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.0911363825215031,0.265875730013868,-0.559543765233874,-0.121520312575861,0.00418315247151837,2,1,5,4,3,51,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.203618674372888,-0.214654008041491,0.141189387556637,-0.175040382738961,-1.03225724744367,1,4,2,3,5,52,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.727008652024581,0.582328008597154,0.814626708572385,1.54527878902901,0.369419657354539,3,4,2,1,5,53,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.75493155640619,-0.984375321005343,-2.63649901904753,-1.69563721300698,-3.0049465757986,3,1,4,2,5,54,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.283951717352817,-0.324109357628311,-1.15289461850793,-0.431753589708207,-1.65502839388819,1,2,4,3,5,55,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.0652853662504469,-1.53347996086373,0.304987780613246,1.28532454547779,-0.367303628615575,3,5,2,1,4,56,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.993290306464202,-0.937331828577882,-1.226304822511,-1.59758669994004,-1.83875013207531,1,2,3,4,5,57,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.711416481787735,-0.284249263798758,0.927990322394499,0.828737960646854,0.684706149662035,3,5,1,2,4,58,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.50124920757525,-0.943641816801241,-1.80982434106158,-2.32174838865278,-0.649782488865879,3,2,4,5,1,59,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.75263306927797,-0.148630979011486,0.416864078751746,-0.0650337290302358,0.891263784975432,2,5,3,4,1,60,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.77153453117144,2.58304373325479,1.7944120398383,1.37441594077849,2.30473213132873,4,1,3,5,2,61,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.28402437304232,-0.990062521788509,-1.56659406111523,-0.652560002639681,-0.363552247713686,4,3,5,2,1,62,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.839314957677204,0.0134308255439237,-1.09210416818925,-0.507769638055465,-1.27407080991185,3,1,4,2,5,63,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.164936313456408,1.24405578105246,0.534785977617391,0.316286696271537,0.683374988367289,5,1,3,4,2,64,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.712638988543235,1.98589329293748,1.77055291046624,1.36205660567744,1.38214193995962,5,1,2,4,3,65,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.24120061602148,2.27438044420984,0.821184725068231,0.292032999655426,3.01906163943384,3,2,4,5,1,66,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.52835801817576,0.802835954094187,-0.0565311277683143,-1.08499486394981,-0.158288871095938,2,1,3,5,4,67,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.40564520789789,1.90815571611843,1.26399042224419,1.056557511095,1.46206454401878,3,1,4,5,2,68,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.238891198101166,0.789002366471423,0.476339863955918,1.28409970346704,0.969240556047798,5,3,4,1,2,69,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.253615162997647,0.450970279596492,-0.474176476802597,0.0874597556386037,-0.437937664364044,3,1,5,2,4,70,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.22918530096499,-0.44334150314815,-0.288190831929704,-0.584769844227872,-1.69690641894113,4,2,1,3,5,71,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.298563792625617,2.46400668895292,0.660592096300589,-0.51890891106643,1.62889722267622,4,1,3,5,2,72,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.244089740217337,-0.588245754724866,-0.0803324318356672,0.138974647084854,-0.149531779105957,1,5,3,2,4,73,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.591357097561755,-0.0512420346309643,0.0303964819591537,-0.157775105065238,-1.12280049980429,4,2,1,3,5,74,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-1.24245026942796,-2.66167708043537,-1.58379104679946,-0.820561629753718,-0.665222924178062,3,5,4,2,1,75,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.545684686815533,0.819181888588499,1.25270274018394,0.871674473428526,0.275591979107806,4,3,1,2,5,76,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.753114948780559,2.02116342424468,0.251797838196369,1.16188068724024,1.73781049955526,4,1,5,3,2,77,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,1.12772390041284,1.07908212134391,1.984790817832,1.9125026272585,1.40126538361698,4,5,1,2,3,78,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.757116648743493,-0.821285611704633,-0.0417370288057836,-0.118343060210764,-0.513947170410848,4,5,1,2,3,79,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.0302532048471642,0.313283553210529,-0.126498392827664,0.901221892349626,-0.502656486223257,3,2,4,1,5,80,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.827358305476937,-0.428493522769612,-0.862398354628957,-1.47456009086709,-0.133371934478078,3,2,4,5,1,81,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.459700395073576,0.342307384068643,0.395490494153701,0.19567840728455,-1.08984182115671,1,3,2,4,5,82,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.0934080180134032,-0.708240352415425,-0.280105300473004,0.0691342068857158,-0.170977705157354,2,5,4,1,3,83,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.338574191036817,0.714518292658403,0.203897418989171,-0.635752520713383,-0.228135557702957,4,1,2,5,3,84,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.415447409043532,-0.209821166933903,0.108878768533526,-0.45850759615784,-0.862935484267162,1,3,2,4,5,85,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,0.42137343002326,-0.137133152305657,-0.00744022235005718,-0.194909315836793,0.137923294952692,1,5,3,4,2,86,experiment1,B,100,6.53501635892556,13.6
0.9,1,1,-0.0997971639631418,0.198612516177126,-1.47637695416262,-2.79477986288213,-1.61436393507054,2,1,3,5,4,87,experiment1,B,100,6.53501635892556,13.6
