rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_each_k,0.0327511326275093,0.15764653060806,0.0824998162563447,0.0909658264973045,0.0457040976276153,0.0892358819749874,0.0659870978148288,0.0669756924724771,0.0725281894172378,0.0806953501363857,0.0516543991356115,0.0714045104571232,0.0365987969115292,0.0365987969115292,0.0365987969115292,0.0396473356464272,0.0396473356464272,0.0396473356464272,5057.883,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
empirical_AIC_full,0.0283901209690726,0.135649892622838,0.0811825512087207,0.0817408549335439,0.0390802655331397,0.080918527573432,0.0578088664032593,0.0592692198366103,0.0577544506720824,0.0831718294636869,0.0461660370304757,0.0662896438330247,0.0435513325665859,0.0638790712919322,0.0246885253815973,0.152893653895012,0.0317771149314608,0.118122503648523,4078.636,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
empirical_independence,0.425883604308867,2.71945343642731,2.5552907875756,1.90020927610393,0.57402688986747,2.19642402004986,1.62308259244534,1.46451116745422,0.134371180613406,0.361476600442898,0.341410038718001,0.735263817012744,Inf,Inf,Inf,Inf,Inf,Inf,20.0110000000059,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
Gaussian,0.242200922020213,1.05741700360496,0.570261074750273,0.623293000125148,0.326273709292943,0.540335529842492,0.383706569363718,0.416771936166384,0.221572513327623,0.523356809121688,0.325228740415571,0.387528817148677,,,,,,,19.0319999999992,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
copula,0.413223681224089,1.49186922364077,1.83715174767415,1.24741488417967,0.564549032761627,1.45005381614215,1.00345862216808,1.00602049035728,0.330886557353905,0.762072111843378,0.527184623468564,0.672078345814558,,,,,,,26.0599999999977,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
treeSHAP,0.263884065708094,2.36721294224785,2.26867457611751,1.63325719469115,0.356566764494306,1.81043809369047,1.45387044596652,1.2069584347171,0.150633316995913,0.30186116040432,0.280717178771017,0.669199541002499,,,,,,,0.0659999999988941,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
empirical_sigma.01,0.0572466491907268,0.802356455621714,0.133076271816886,0.330893125543109,0.0754512824247201,0.207963352232105,0.142264629178511,0.141893087945112,0.0768206490328505,0.13416427047545,0.0941991948150755,0.117423758459217,0.1,0.1,0.1,0.1,0.1,0.1,17.3909999999996,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
empirical_AIC_each_k,0.0464231241093702,0.55137337433059,0.0865560798114417,0.2281175260838,0.0610483485175821,0.131796316262125,0.0859071836442656,0.092917282807991,0.0550401745810228,0.0923643386379777,0.060936261544502,0.0769342144986556,0.0438227941557836,0.0438227941557836,0.0438227941557836,0.0433253811748896,0.0433253811748896,0.0433253811748896,5074.909,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
empirical_AIC_full,0.0399108489164787,0.473052403576928,0.0805992654433173,0.197854172645575,0.0521744173752582,0.125078710353778,0.0823572656319222,0.0865367977869861,0.0515554707849875,0.0931375671561713,0.0537899567158328,0.0748854058854817,0.0422296749654423,0.0846094669587954,0.0342333754059681,0.148912082923231,0.0337446945879307,0.199589198643319,4109.424,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
empirical_independence,0.886403973044829,5.42214341779256,1.76754941618218,2.69203226900652,1.19593361961749,2.81481365626624,1.61887850071463,1.87654192553278,0.137344982560989,0.463312602018567,0.374222271871671,0.771525185020222,Inf,Inf,Inf,Inf,Inf,Inf,19.234000000004,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
Gaussian,0.314712400393954,3.1472914535365,0.447335542692811,1.30311313220775,0.421260450285189,0.682364966323079,0.414914943388495,0.506180119998921,0.282494669111514,0.516673437685746,0.315130946393599,0.404069331435873,,,,,,,18.9069999999992,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
copula,0.577961969669735,2.14666416513058,1.27635302272401,1.33365971917478,0.795258897059534,1.64076529118825,0.968062627599972,1.13469560528258,0.482970193108993,0.927857789216201,0.552211940784525,0.772481880381794,,,,,,,26.7620000000025,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
treeSHAP,0.929548527470936,6.39896830342665,1.63516263511371,2.9878931553371,1.2524776204515,2.78859504343094,1.5361111620276,1.85906127530334,0.120456553861848,0.331822461836804,0.257713998790464,0.714258892872247,,,,,,,0.0930000000007567,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1237,ABkUw,2019-01-03T18:48:58.415541Z
empirical_sigma.01,0.0697100407381978,0.10984409882956,0.0940636480840567,0.0912059292172714,0.0593793078131104,0.0865967491100152,0.080063336971166,0.0753464646314305,0.05740343305706,0.0683143862740107,0.057083862706948,0.0620500903328821,0.1,0.1,0.1,0.1,0.1,0.1,17.9850000000006,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
empirical_AIC_each_k,0.0474457261919874,0.0831050733737638,0.0709573892514781,0.0671693962724098,0.0419191201883553,0.0668617970426062,0.0620554623661257,0.0569454598656957,0.0380869111040355,0.0476891760320585,0.0389127782350644,0.0430326959171461,0.261878459523703,0.261878459523703,0.261878459523703,0.177094431464599,0.177094431464599,0.177094431464599,3291.341,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
empirical_AIC_full,0.0469725784908126,0.0840116977802843,0.0678640045411958,0.0662827602707643,0.04157489366322,0.0672401742188854,0.0598031002031987,0.0562060560284347,0.0385423779273442,0.0492157932028132,0.0406978887466667,0.0442596038556876,0.337813261652541,0.277065129315811,0.227307725694393,0.191208587471832,0.160915402396979,0.182642055331868,2999.894,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
empirical_independence,0.230728410545559,0.314262591580771,0.211314808839199,0.25210193698851,0.189345714000962,0.226193606934209,0.174088755184654,0.196542692039942,0.127038670760131,0.123907070056977,0.141282058060462,0.132348271525473,Inf,Inf,Inf,Inf,Inf,Inf,17.4179999999978,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
Gaussian,0.149453938901679,0.295267787826615,0.169971898459967,0.204897875062754,0.1192731371885,0.211259335272623,0.135685797654268,0.155406090038464,0.0898809867098491,0.125172137259555,0.0873763578474516,0.109546856255176,,,,,,,18.038999999997,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
copula,0.16272407392498,0.298536417575331,0.158964035325771,0.206741508942027,0.129412633510381,0.212609731946895,0.127469448802676,0.156497271419984,0.0923561710890222,0.129846781675994,0.0810937932999629,0.110291787158921,,,,,,,25.3320000000022,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
treeSHAP,0.217738713155744,0.196486741667445,0.30581713093434,0.24001419525251,0.1855192752663,0.144234485213733,0.261283096673958,0.197012285717997,0.102990630138789,0.0943531436661313,0.154732354708169,0.129399814675464,,,,,,,0.088000000003376,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1240,2wmsV,2019-01-03T20:24:46.119854Z
empirical_sigma.01,0.0930862636345766,0.100663805144409,0.096711218396319,0.0968204290584349,0.0767227194759996,0.0873694354547963,0.0740491095430621,0.079380421491286,0.0626747248088725,0.0817967525084,0.0563016344511336,0.0678137510964383,0.1,0.1,0.1,0.1,0.1,0.1,22.1490000000049,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
empirical_AIC_each_k,0.0592740181192443,0.0898043074353493,0.0940045075455364,0.0810276110333767,0.051433204942222,0.0702604923542237,0.0713139229233419,0.0643358734065959,0.0385973407567134,0.0492582870653406,0.0475819110590261,0.0461517173690736,0.314410042428234,0.314410042428234,0.314410042428234,0.182531397799364,0.182531397799364,0.182531397799364,2660.896,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
empirical_AIC_full,0.0592712574664834,0.0912031898794501,0.095056162631439,0.0818435366591242,0.0509897070824023,0.0711488990267138,0.0724644797910975,0.0648676953000712,0.0389136936945183,0.0492077266553434,0.0467364479473863,0.0460788004101474,0.383469337319123,0.328650668496678,0.28942659613524,0.205986749607148,0.181994674584483,0.174154040933716,2970.453,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
empirical_independence,0.290245101698923,0.299626454813326,0.290993869190667,0.293621808567638,0.231930106014345,0.216226715453524,0.213202595049875,0.220453138839248,0.128139047185116,0.1304270578608,0.155481831758704,0.138350933181874,Inf,Inf,Inf,Inf,Inf,Inf,17.0809999999983,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
Gaussian,0.175210335637082,0.322104103903144,0.171115985075489,0.222810141538572,0.140847626317461,0.231269027936908,0.118917149555842,0.163677934603404,0.0857099166273794,0.133046396585191,0.0797347958987473,0.113007570958407,,,,,,,16.3340000000026,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
copula,0.177223553606464,0.315883839739293,0.167959720405796,0.220355704583851,0.142045591590207,0.227424790270543,0.116090288286119,0.161853556715623,0.0821480677297043,0.130472695787591,0.0780708137724819,0.1102657710865,,,,,,,23.9950000000026,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
treeSHAP,0.171066246823655,0.227483592616549,0.297039153919987,0.23186299778673,0.148428946949411,0.170793443112845,0.233596763609396,0.184273051223884,0.104854159491527,0.109511555640643,0.160289919118511,0.131993414329175,,,,,,,0.080999999998312,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1242,lFZ7D,2019-01-03T21:14:02.742045Z
empirical_sigma.01,0.0682292318429759,0.0703922655184142,0.0823126577908599,0.0736447183840833,0.0580204643173836,0.0636906621788752,0.0733137263962642,0.0650082842975077,0.046357074663867,0.0553323188350225,0.0510891322512533,0.0512782494284141,0.1,0.1,0.1,0.1,0.1,0.1,19.375,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
empirical_AIC_each_k,0.0395631997504045,0.066488542628313,0.069810950764848,0.0586208977145218,0.0346594765574058,0.0583469971501569,0.0531222168860016,0.0487095635311881,0.0228423855013727,0.0540876956913336,0.0419379739099034,0.042747384148322,0.285412089348453,0.285412089348453,0.285412089348453,0.17897337470456,0.17897337470456,0.17897337470456,3190.969,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
empirical_AIC_full,0.041602641362892,0.069290823103293,0.070565142657826,0.0604862023746703,0.036379932139359,0.0605499394848323,0.0547228581189058,0.0505509099143657,0.0232505149766513,0.0561120249761067,0.0423827813039237,0.0438483012811709,0.280786493376374,0.384607692281648,0.251531337594022,0.174896510908272,0.177540353790372,0.183343617289906,3291.82700000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
empirical_independence,0.225541438418502,0.290968506975061,0.268359567899119,0.26162317109756,0.192185567179644,0.217589300215144,0.176781575149868,0.195518814181552,0.13507201754074,0.132694930145838,0.148137816570772,0.13935894326374,Inf,Inf,Inf,Inf,Inf,Inf,18.5609999999942,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
Gaussian,0.143349919040299,0.273288061975925,0.162598168479058,0.193078716498427,0.115455033569975,0.207143523673865,0.115496773505439,0.146031776916426,0.0748141408578769,0.125302077842457,0.0923054076515019,0.108380975785797,,,,,,,18.8830000000016,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
copula,0.151813648992256,0.276973726819184,0.161088423126621,0.196625266312687,0.123279075189555,0.210172113401529,0.116321208017191,0.149924132202758,0.0718798773295647,0.120247763837091,0.0860081562252026,0.103810901505562,,,,,,,26.525999999998,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
treeSHAP,0.129703043697663,0.189918715838777,0.275264329431117,0.198295362989186,0.11738791644078,0.148576414335623,0.196523839574437,0.15416272345028,0.0921819858152893,0.0993715874087789,0.133553565633146,0.114244289345727,,,,,,,0.110000000000582,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1241,BIcGE,2019-01-03T21:02:50.803582Z
empirical_sigma.01,0.062204484025312,0.0940151201860829,0.172754240882424,0.109657948364606,0.0502372064451232,0.0730378632018724,0.0610000215861678,0.0614250304110545,0.055620144217599,0.0677244037767677,0.049501221028277,0.0586625359872651,0.1,0.1,0.1,0.1,0.1,0.1,17.0879999999961,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
empirical_AIC_each_k,0.0383589972697879,0.0775730765559319,0.081256938275297,0.0657296707003389,0.032109224337741,0.0600598655756637,0.0499570395504728,0.0473753764879591,0.0294296307090435,0.0548171598342812,0.0390464748497977,0.0438235726700283,0.30593181749893,0.30593181749893,0.30593181749893,0.177732355954528,0.177732355954528,0.177732355954528,3621.957,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
empirical_AIC_full,0.0382604701134472,0.0757382353107285,0.0671224894205803,0.0603737316149187,0.0321200300840226,0.0602490068912374,0.050926691851707,0.0477652429423224,0.0304177998632837,0.0557364711940147,0.0398558382381643,0.0447015131172212,0.317114316395738,0.333924070318223,0.277825485630062,0.195757972650886,0.167659250515794,0.179624803448123,3389.376,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
empirical_independence,0.26863403206371,0.323199139201309,0.500187205556436,0.364006792273818,0.210172765430416,0.21320506861848,0.204987012930325,0.209454948993074,0.136489284183595,0.133469868080299,0.155559467807438,0.141740726998266,Inf,Inf,Inf,Inf,Inf,Inf,16.3430000000008,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
Gaussian,0.166293034927394,0.324870465090926,0.357407757156896,0.282857085725072,0.135283372201117,0.213499794187912,0.120493362350685,0.156425509579904,0.0769826652783802,0.133791144600703,0.0743799513999175,0.106731265781755,,,,,,,16.9579999999987,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
copula,0.166320864025098,0.327909610003983,0.298445025032125,0.264225166353735,0.132541144507883,0.215190819289888,0.122211674356862,0.156647879384878,0.0810688258353007,0.136235327764087,0.0839842862687852,0.111328232491172,,,,,,,24.2910000000047,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
treeSHAP,0.370826322048488,0.235249149145631,0.534166061334027,0.380080510842716,0.280665422736951,0.157621608666966,0.224169311099416,0.220818780834444,0.170188888748915,0.110825929111036,0.186382814676012,0.166422192706295,,,,,,,0.0629999999946449,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1243,yq2oF,2019-01-03T21:14:17.830914Z
empirical_sigma.01,0.0971576642899246,0.118734123684988,0.10082238691797,0.105571391630961,0.0781458777959163,0.0900188132672538,0.0671101589818329,0.078424950015001,0.0656305491962317,0.074048537355006,0.0845119429973467,0.0754607146903671,0.1,0.1,0.1,0.1,0.1,0.1,19.6750000000029,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
empirical_AIC_each_k,0.0701854206848479,0.113192823686906,0.0748940111066133,0.0860907518261223,0.0562533389530568,0.0814363708502063,0.0425161639600374,0.0600686245877668,0.0431855658489266,0.0643655222088956,0.0624861088842091,0.0595201799223853,0.292868772589281,0.292868772589281,0.292868772589281,0.164783111187222,0.164783111187222,0.164783111187222,3492.532,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
empirical_AIC_full,0.0682323395238696,0.114669779364816,0.0717485798784149,0.0848835662557,0.0545844374529262,0.0819073363420203,0.0431569769671855,0.0598829169207107,0.0442551995264414,0.0629729199531646,0.0614926261652539,0.0589804850216836,0.430849843473423,0.372447232355025,0.25190119330014,0.15573133308512,0.175376486263432,0.157870165550366,3700.497,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
empirical_independence,0.326607265942203,0.310533041281209,0.383814697739364,0.340318334987592,0.251501042393974,0.22237409891678,0.217572593710154,0.230482578340303,0.157980028291497,0.140536785057391,0.198367376658381,0.16750331245595,Inf,Inf,Inf,Inf,Inf,Inf,16.862000000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
Gaussian,0.161648692379216,0.33055750121971,0.223966329185324,0.238724174261417,0.13104999739892,0.235544609548279,0.142062813806238,0.169552473584479,0.104033621936597,0.142685468368235,0.0996893783916782,0.125777837429749,,,,,,,18.2909999999974,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
copula,0.165205620164709,0.33309248592384,0.209438757681757,0.235912287923435,0.1336087836462,0.240155051365944,0.134683538893561,0.169482457968568,0.10804319814681,0.144953706959973,0.0927744172682905,0.127191929655954,,,,,,,26.762999999999,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
treeSHAP,0.448268221080206,0.237453598601743,0.477804652962574,0.387842157548174,0.334516589671297,0.174864401059007,0.282623124098677,0.26400137160966,0.184054277887314,0.115353492064634,0.205002592212035,0.184319183528101,,,,,,,0.0639999999984866,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1244,geYkl,2019-01-03T21:32:55.999756Z
empirical_sigma.01,1.44517460799123,0.524184013335765,0.126825131905978,0.698727917744323,0.0406568799150769,0.0749161181539648,0.0596455978867384,0.0584061986519267,0.0351676821271088,0.0645402607837043,0.0549549387342184,0.0546413839862463,0.1,0.1,0.1,0.1,0.1,0.1,17.3249999999971,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
empirical_AIC_each_k,1.41987981806304,0.562952475062201,0.128415464741907,0.703749252622382,0.0391673565678186,0.0773866276356311,0.0607092007180154,0.059087728307155,0.0383689665973287,0.0696847170083243,0.0550491754680295,0.0578293641217004,0.14841045378759,0.14841045378759,0.14841045378759,0.0882341544101612,0.0882341544101612,0.0882341544101612,2599.425,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
empirical_AIC_full,1.29819206198111,0.418026963139608,0.118986611123938,0.611735212081552,0.0380454971035514,0.0758849351505977,0.0610280105864829,0.0583194809468773,0.0364480093203236,0.0695798331104914,0.0560992235067772,0.0576887039882722,0.153648114444818,0.176704621188752,0.120282155204612,0.17254531671041,0.0954959144898712,0.0565079914248874,2926.381,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
empirical_independence,29.6125506758731,10.5414988628269,0.652505980721872,13.6021851731406,0.690224089904321,0.934229234354854,0.325790958697232,0.650081427652136,0.212638870046718,0.390285650779318,0.19898264639116,0.37580534114154,Inf,Inf,Inf,Inf,Inf,Inf,19.2229999999981,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
Gaussian,14.0847880017302,4.35579837649905,0.582881889903797,6.34115608937768,0.300470625526299,0.440990009797177,0.248275507666699,0.329912047663392,0.193892815588022,0.294173021639652,0.177740622365141,0.241259457272841,,,,,,,19.0279999999984,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
copula,15.732379514887,7.13596916037166,0.682264405228298,7.85020436016231,0.367868368713611,0.620659003420942,0.335345051414134,0.441290807849562,0.22293332923239,0.369334848123195,0.171268082069006,0.296057799745044,,,,,,,26.8260000000009,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,2,0.5,0.5,0.1,2000,100,1,1000,1240,zDUqE,2019-01-03T22:20:55.166281Z
