rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_full,0.250522539961098,0.120882545366513,0.414664918306317,0.262023334544643,0.0512842355332956,0.066449531301388,0.0524757017644237,0.0567364895330358,0.0708116032075216,0.0722510769464426,0.0494101570993242,0.0651505352582564,0.0571974902280255,0.135822049910081,0.0535634177712105,0.148781561884921,0.0551265814018442,0.148980628272468,3100.854,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1235,Hnpm9,2019-01-03T16:11:51.527066Z
empirical_independence,1.65163365319852,2.17975171934292,14.4729334580643,6.10143961020191,0.474561846866958,1.32660092150282,0.852038719168079,0.884400495845954,0.226338742359096,0.400862198877379,0.313575536259773,0.473972421866357,Inf,Inf,Inf,Inf,Inf,Inf,19.0030000000006,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1235,Hnpm9,2019-01-03T16:11:51.527066Z
Gaussian,2.32243354839848,0.728404497955524,9.01266852361077,4.02116885665492,0.245586074257592,0.465249924234497,0.376209053823456,0.362348350771848,0.168718842601088,0.405979476625619,0.275774530842577,0.311999639571204,,,,,,,19.0080000000016,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1235,Hnpm9,2019-01-03T16:11:51.527066Z
copula,2.08605929628108,1.22023284905206,10.7158849401521,4.67405902849509,0.436077937940031,0.815361673483543,0.484128680359182,0.578522763927585,0.252800012085535,0.534255424671289,0.334291083098981,0.425668783792902,,,,,,,26.6970000000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1235,Hnpm9,2019-01-03T16:11:51.527066Z
treeSHAP,1.37617979069396,1.88813208245789,10.0496645505287,4.43799214122684,0.432878644650273,1.18444325527366,0.751562145964869,0.789628015296266,0.218173331579034,0.389257056434565,0.31219952937552,0.439755750949284,,,,,,,0.0889999999999418,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1235,Hnpm9,2019-01-03T16:11:51.527066Z
empirical_sigma.01,0.248468981043905,0.219026173527084,0.935379003282526,0.467624719284505,0.0804903832850251,0.132094732585402,0.0699798933062354,0.094188336392221,0.078775943277598,0.137646434926185,0.0821823829446401,0.106318211263607,0.1,0.1,0.1,0.1,0.1,0.1,17.0689999999995,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
empirical_AIC_each_k,0.181119659781621,0.152806719444572,0.52374511650733,0.285890498577841,0.0593097980923612,0.0963622057893537,0.0666510527384169,0.0741076855400439,0.0736093299749404,0.111593823459624,0.0766080547073101,0.0900998115572284,0.0674589509552695,0.0674589509552695,0.0674589509552695,0.0662946181329307,0.0662946181329307,0.0662946181329307,2980.863,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
empirical_AIC_full,0.182658609090753,0.13607315455022,0.5794180639522,0.299383275864391,0.0625003349389717,0.0890433580729276,0.0647886650775395,0.0721107860298129,0.0746863911199869,0.103588671288595,0.079372238569483,0.0873527850814932,0.0780449381780486,0.108896428462004,0.0581095330717524,0.163702262009903,0.0540512396071536,0.186563341393903,3085.044,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
empirical_independence,0.921999367941137,1.86086724193273,26.6626133764296,9.81515999543449,0.366965618414175,1.3382421268866,0.977888081965119,0.894365275755298,0.22965561898639,0.372327047446297,0.314196224769095,0.507251968791351,Inf,Inf,Inf,Inf,Inf,Inf,24.9789999999994,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
Gaussian,1.34960422850359,0.975135350510473,15.7856303310443,6.03678997001946,0.274396726042441,0.58315223509935,0.419985073160382,0.425844678100724,0.206575898619631,0.468508167934495,0.344708264564533,0.376972539955549,,,,,,,23.8810000000012,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
copula,1.26012243051295,1.34370601810068,20.3965827577696,7.66680373546109,0.375811962390313,0.885368383574446,0.568650088334117,0.609943478099625,0.262954974496238,0.552403931885345,0.402725940959497,0.471069500896518,,,,,,,30.4079999999995,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
treeSHAP,0.971558982555993,1.58317793594083,18.6023728916396,7.05236993671215,0.381640148295069,1.14907879799808,0.772037214096272,0.767585386796474,0.223290368276089,0.368923305571786,0.322021891062739,0.440915454639372,,,,,,,0.069999999999709,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1239,RZwyv,2019-01-03T16:19:43.843543Z
empirical_sigma.01,0.582435124046189,0.206992652344409,0.454602085176951,0.414676620522516,0.0668702696933599,0.11584751204732,0.0653984264311319,0.0827054027239373,0.0397141767274997,0.0777620948758307,0.049727834672504,0.0624063951438356,0.1,0.1,0.1,0.1,0.1,0.1,21.9370000000017,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
empirical_AIC_each_k,0.708825731287418,0.145895139341742,0.343888140160356,0.399536336929839,0.0572837993446418,0.0913709942696062,0.0529260389047521,0.0671936108396667,0.0448412752432998,0.0677766006281461,0.0444995072415702,0.0560252015920923,0.0706012269555331,0.0706012269555331,0.0706012269555331,0.0684521546545766,0.0684521546545766,0.0684521546545766,3048.359,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
empirical_AIC_full,0.723505310454933,0.139458035146104,0.308208004125085,0.390390449908707,0.054262936696739,0.0846765404081738,0.0483352990968263,0.0624249254005797,0.04960190186507,0.0737049999198625,0.0427517359213621,0.0589301262436169,0.0569182485959089,0.146107219186979,0.0665415405274845,0.12887969526999,0.0562477027793438,0.242496725457585,3321.706,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
empirical_independence,1.09593281939146,2.0847541268439,8.716544696531,3.96574388092212,0.379284099971625,1.36968850256248,0.991150206374504,0.913374269636201,0.240325228377164,0.360352449587597,0.31043581577435,0.510971524932435,Inf,Inf,Inf,Inf,Inf,Inf,15.357,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
Gaussian,2.90742643061539,1.0586613169701,4.3384848947907,2.76819088079206,0.279891895356654,0.532608609893413,0.421792012800742,0.411430839350269,0.203031031686161,0.392145817690289,0.324391783999126,0.331874967261161,,,,,,,16.0250000000015,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
copula,2.92978246499041,1.51694764366582,5.94585001181395,3.46419337349006,0.429777832726185,0.87384617432614,0.559797932017777,0.6211406463567,0.260063593906,0.536783915346988,0.418061146338553,0.458834663925446,,,,,,,23.4269999999997,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
treeSHAP,1.05808863388919,1.7824538018844,6.7327421943897,3.1910948767211,0.365567477445216,1.17304509704478,0.807480540766015,0.782031038418669,0.219678837096156,0.349034509977491,0.334202136682442,0.45017230745351,,,,,,,0.0669999999990978,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1238,fMuLj,2019-01-03T16:32:00.714043Z
empirical_sigma.01,0.252074349828525,0.19891731014326,0.750707409082926,0.40056635635157,0.0549827306155636,0.102986450151585,0.0613814233453898,0.0731168680375127,0.054199444779596,0.08842687431829,0.0491929666645179,0.0694070226328205,0.1,0.1,0.1,0.1,0.1,0.1,15.1049999999996,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
empirical_AIC_each_k,0.181764126913267,0.132481904551394,0.665908490280018,0.326718173914893,0.0420991331015729,0.0767193916813275,0.0542059472692306,0.057674824017377,0.0474544738199939,0.0744753802424036,0.0399685462875038,0.0575978588841167,0.0775903156370493,0.0775903156370493,0.0775903156370493,0.0688280713268883,0.0688280713268883,0.0688280713268883,3262.728,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
empirical_AIC_full,0.163938326431368,0.111487346356956,0.660097050083679,0.311840907624001,0.0393234365179334,0.0650582391076877,0.0481349538059118,0.0508388764771776,0.0466025311985516,0.0653190739693541,0.0372984643551119,0.0520270192302187,0.077929161805534,0.123485994850123,0.068590885660757,0.12833961879874,0.0568400462484841,0.194424140651143,3160.926,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
empirical_independence,0.873206709466849,2.00612086345313,13.0462387122888,5.3085220950696,0.322235073022134,1.31445755113281,0.995550087739835,0.87741423729826,0.220909377549972,0.347194653583185,0.286801271146178,0.504915930938637,Inf,Inf,Inf,Inf,Inf,Inf,16.3139999999985,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
Gaussian,1.18529687723738,1.08042151144266,6.07032975610563,2.77868271492855,0.254177611417867,0.519679066140768,0.37526025866844,0.383038978742359,0.214552465900822,0.401198648683816,0.284808710028642,0.327432650493045,,,,,,,16.4580000000024,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
copula,1.26963614173134,1.49324973478629,8.46355195331683,3.74214594327815,0.371360053930155,0.827398284290834,0.522489708580471,0.57374934893382,0.249774648831042,0.485024508921747,0.353119562590369,0.419441035538174,,,,,,,24.0169999999998,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
treeSHAP,0.969609691793201,1.72624566490862,9.96248784088445,4.21944773252876,0.347023456142352,1.13831857952868,0.794353535366555,0.759898523679196,0.217580760551363,0.340162572454664,0.289592339957708,0.432501179247948,,,,,,,0.0730000000003201,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1236,scsas,2019-01-03T16:32:17.853182Z
empirical_sigma.01,0.252046097454302,0.300209183711114,0.211776932843555,0.254677404669657,0.0723162991951414,0.133205388500369,0.0745013343687277,0.0933410073547461,0.0535000406312004,0.0814934419919091,0.0568719700527949,0.0708208403381089,0.1,0.1,0.1,0.1,0.1,0.1,17.8770000000004,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
empirical_AIC_each_k,0.198568187591952,0.196815843558001,0.192331736412729,0.195905255854227,0.0506031696003024,0.0915196935022376,0.0584839699103134,0.0668689443376178,0.0380704518430429,0.0588393324359926,0.048090561806578,0.0520304446941055,0.063940276982748,0.063940276982748,0.063940276982748,0.0646159403062604,0.0646159403062604,0.0646159403062604,3099.076,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
empirical_AIC_full,0.19010533045312,0.180605167529611,0.196224999324032,0.188978499102254,0.0509757769714544,0.0848792724827728,0.0552187801919693,0.0636912765487322,0.0410666882021235,0.0536242957469326,0.0447974831924538,0.0490224242102442,0.0693203383678466,0.133205166129527,0.0466006285012251,0.121912292498069,0.0553604559712782,0.166214282618881,3011.048,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
empirical_independence,0.927812032231359,3.06104020347734,4.32062371972379,2.76982531847749,0.372146081352236,1.64004915469971,1.26911989876702,1.09377171160632,0.268644355954151,0.353889696250034,0.266046778273417,0.610777313608198,Inf,Inf,Inf,Inf,Inf,Inf,18.6339999999982,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
Gaussian,1.19064249661238,1.41010554091685,1.40485221585307,1.33520008446077,0.297827611613336,0.544944080431026,0.387646966773354,0.410139552939239,0.211031783395679,0.443509563065833,0.322395937794109,0.353205433131481,,,,,,,18.8600000000006,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
copula,1.36638431043339,2.14181438832729,2.30826119477136,1.93881996451068,0.459848724343106,0.978986265914463,0.607178224432819,0.682004404896796,0.284533007538546,0.614864619935134,0.441817351522951,0.514286931657052,,,,,,,26.5640000000021,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
treeSHAP,0.946674287120652,2.47760090388171,3.04258035223213,2.1556185144115,0.371862141195493,1.28981417938565,0.917950924595043,0.859875748392062,0.261411669429492,0.374504183773579,0.357698603355671,0.504013795602542,,,,,,,0.0939999999973224,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,5,0.5,0.5,0.1,2000,100,1,1000,1237,N74AW,2019-01-03T16:55:44.509297Z
empirical_sigma.01,0.0516611185536811,0.32722045217492,0.204075074822169,0.194318881850257,0.0715748016514937,0.195387030939155,0.133351551254501,0.13343779461505,0.0880567742969155,0.175773079600467,0.112584058660373,0.139848022001903,0.1,0.1,0.1,0.1,0.1,0.1,19.7380000000012,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
empirical_AIC_each_k,0.0425283416294693,0.162946790555621,0.0984394139071682,0.10130484869742,0.0588154397786996,0.107393467271267,0.0661578584038082,0.0774555884845918,0.0697936031159758,0.0818595968174195,0.0573920385650204,0.07335417651736,0.040014212689216,0.040014212689216,0.040014212689216,0.0405031276548078,0.0405031276548078,0.0405031276548078,4514.97,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
empirical_AIC_full,0.0393520818036487,0.155127034391062,0.0973424811675717,0.0972738657874276,0.0541522828922242,0.104054165234288,0.0621502679866648,0.0734522387043923,0.0663462707720111,0.0820566439919452,0.0522873172249183,0.0712222343126159,0.0688795509297346,0.0682005749365431,0.0286804904980889,0.183817539339694,0.0305509294238282,0.173458070311307,3392.564,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
empirical_independence,0.760402713469523,2.87413675918334,2.25863891378859,1.96439279548049,1.02553324214149,2.68283778567052,1.66012938530244,1.78950013770482,0.136319298857756,0.582149552797758,0.485843207190783,0.814998161693041,Inf,Inf,Inf,Inf,Inf,Inf,17.7899999999936,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
Gaussian,0.29411819921495,1.6771290968347,0.69657239002988,0.889273228693176,0.403572840507041,0.744845547440264,0.493878477774608,0.547432288573971,0.363431016150087,0.770378320031399,0.470279986338927,0.578256053617511,,,,,,,18.1510000000053,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
copula,0.52618297272929,1.68215359526108,1.73483680968134,1.31439112589057,0.717713746732505,1.68220773934133,1.07611953123716,1.15868033910366,0.408598579018363,0.943027381409721,0.635182725896417,0.801433121068785,,,,,,,26.6299999999974,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
treeSHAP,0.763451735893238,3.35913739061014,2.00492720698014,2.04250544449451,1.02813564424534,2.55110020501923,1.52296367350596,1.70073317425684,0.084943386743134,0.360278032305688,0.333883644164489,0.69713280641993,,,,,,,0.091999999996915,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1235,BOx8N,2019-01-03T18:01:57.626168Z
empirical_sigma.01,0.0634689133774884,2.1172646845603,0.180313575877923,0.787015724605237,0.0726601948062769,0.206860484169133,0.142078403285913,0.140533027420441,0.149822685421318,0.227120855563632,0.13274644118498,0.182645237467528,0.1,0.1,0.1,0.1,0.1,0.1,17.8200000000033,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
empirical_AIC_each_k,0.0515956221470803,0.954685161952139,0.0941715913275144,0.366817458475578,0.0587048938684521,0.109267451928717,0.0735498691358213,0.0805074049776634,0.128594924845928,0.170008969879004,0.0887806472252657,0.134561579536127,0.040331497651047,0.040331497651047,0.040331497651047,0.0396024884688809,0.0396024884688809,0.0396024884688809,5306.059,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
empirical_AIC_full,0.0505425803981742,1.19228986466467,0.0906494594501465,0.444493968170998,0.0560629259302197,0.103821601543846,0.068301300295349,0.0760619425898049,0.142171174429121,0.16140664042279,0.0746302584027325,0.13256772682287,0.0436666457105975,0.0809425156829912,0.0293298688795059,0.208808457055833,0.0313857610337742,0.141666149413156,4234.528,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
empirical_independence,0.900406019948476,13.5238408456193,2.22881067344098,5.5510191796696,1.19977130795944,2.90178693339129,1.70201427852565,1.93452417329212,0.148844385744553,0.568807570829011,0.493577496216114,0.840636437794677,Inf,Inf,Inf,Inf,Inf,Inf,18.9300000000003,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
Gaussian,0.305596905695523,7.62233528152853,0.618537446167058,2.84882321113037,0.394801049705121,0.720607970102118,0.460797618440966,0.525402212749402,0.254880258887462,0.606072135210877,0.415933635731042,0.46931637188623,,,,,,,19.2760000000053,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
copula,0.609566328365453,3.18962777913318,1.7740287464566,1.85774095131841,0.817702288933484,1.93675845158106,1.19417651620697,1.31621241890717,0.471202398829917,0.963576381662168,0.613914697903857,0.850066073796564,,,,,,,26.2549999999974,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
treeSHAP,0.892994235966038,15.5625773377697,2.04415714610413,6.16657623994663,1.18874469037337,2.73407707210443,1.54533145972464,1.82271774073415,0.131393144035447,0.372981945663693,0.324706529799979,0.724311849339807,,,,,,,0.101999999998952,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1239,evNld,2019-01-03T18:12:26.131627Z
empirical_sigma.01,0.0493408004033016,0.424610314335754,0.146170770601581,0.206707295113545,0.0651352722380831,0.19005472760098,0.135065773019242,0.130085257619435,0.0585149426520217,0.143533020297071,0.107362384093456,0.119972861106863,0.1,0.1,0.1,0.1,0.1,0.1,21.6999999999971,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
empirical_AIC_each_k,0.0448210639524476,0.235570145593445,0.103912001610442,0.128101070385445,0.0587335581589355,0.111550080158606,0.0719622487743068,0.080748629030616,0.0548983322159449,0.0891368931012493,0.0515251391192723,0.0708016808245032,0.0392411040271614,0.0392411040271614,0.0392411040271614,0.0385275491609036,0.0385275491609036,0.0385275491609036,5719.176,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
empirical_AIC_full,0.040733161200694,0.24408856009583,0.0929473590346451,0.125923026777056,0.053315080583793,0.118718837471058,0.0724977994418609,0.081510572498904,0.0549819515914166,0.0929936270057881,0.0525363965723878,0.0743922183413899,0.0391012431210974,0.0746084564599443,0.0313533543627257,0.178683929825805,0.0315541611955396,0.184257475761963,3457.856,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
empirical_independence,0.908806457376997,3.69224118662344,2.09248672739107,2.23117812379717,1.21419484085329,2.82186769300419,1.61099185792578,1.88235146392775,0.118762995024848,0.470249238810867,0.388989095909715,0.772747790270186,Inf,Inf,Inf,Inf,Inf,Inf,20.0619999999981,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
Gaussian,0.282171917073348,1.37280162183685,0.478673131964647,0.711215556958283,0.373386908951378,0.637442630504398,0.432442287460114,0.481090608971963,0.244899802753327,0.533561636137957,0.396491875154126,0.423105157604745,,,,,,,19.987000000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
copula,0.58137010901579,1.61553890908973,1.65178791266302,1.28289897692285,0.794352728009167,1.77154516561584,1.06626675545279,1.2107215496926,0.460872407024883,0.9013628854901,0.614528148098442,0.796571153221064,,,,,,,26.4099999999962,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
treeSHAP,0.963789050502611,3.93645164285259,1.95231744639585,2.28418604658368,1.28801626481473,2.80246379479499,1.51444488594514,1.86830831518495,0.119219224085231,0.413482000316389,0.33736532253383,0.738481366722478,,,,,,,0.0890000000072178,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1238,uLeey,2019-01-03T18:29:41.886251Z
empirical_sigma.01,0.0412417357766769,0.325365414863082,0.152232625361739,0.172946592000499,0.055063823781312,0.165832544959423,0.119288926164327,0.113395098301687,0.0776401552823952,0.150170111246438,0.0986228934020121,0.121459128407488,0.1,0.1,0.1,0.1,0.1,0.1,15.3209999999999,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,10,0.5,0.5,0.1,2000,100,1,1000,1236,ZZaoy,2019-01-03T18:30:59.233710Z
