rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_independence,0.996837813874745,1.06153854692342,0.465990733219559,0.841455698005907,0.264096008187404,0.156476561177197,0.271737370976243,0.230769980113615,0.207198514822141,0.107999824499075,0.218257289513403,0.191384307648353,Inf,Inf,Inf,Inf,Inf,Inf,5.75,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1239,REkwO,2019-01-03T10:28:41.219393Z
Gaussian,0.575533150873999,0.983937269409155,0.21432721562068,0.591265878634611,0.0962826561078985,0.154435368814825,0.0987824254543595,0.116500150125694,0.0659500375357669,0.106848274043747,0.0657572518161197,0.0858769890249831,,,,,,,5.33399999999983,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1239,REkwO,2019-01-03T10:28:41.219393Z
copula,0.613134966685999,0.999936667706001,0.196175117764332,0.603082250718777,0.0997076050323917,0.159905480605271,0.0964214544922114,0.118678180043291,0.06864563455594,0.107252115864675,0.0697089664441363,0.0885006444600566,,,,,,,12.9430000000002,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1239,REkwO,2019-01-03T10:28:41.219393Z
empirical_sigma.01,0.291809888496298,0.456066638664124,0.25484990417215,0.334242143777524,0.0720794181239788,0.0884017935534655,0.0698112708369259,0.0767641608381234,0.0718259418590608,0.0807484037014426,0.0570291797579602,0.0708005016169436,0.1,0.1,0.1,0.1,0.1,0.1,3.465,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
empirical_AIC_each_k,0.204138699015012,0.377084885800786,0.133352084927087,0.238191889914295,0.0486174788888554,0.0608439124104145,0.0469769331503575,0.0521461081498758,0.0523982113709439,0.049959821225113,0.040674210954577,0.0481837746070802,0.24913095191746,0.24913095191746,0.24913095191746,0.161839641235234,0.161839641235234,0.161839641235234,3510.267,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
empirical_AIC_full,0.212132657257593,0.309110176828938,0.118789398923111,0.21334407766988,0.048879686179188,0.0568012375328719,0.040643737821508,0.048774887177856,0.0607994916701288,0.055250421951288,0.0354142777699345,0.0518999348244022,0.220796667312405,0.60448926562833,0.218776993860258,0.149509109806298,0.184606604723385,0.16149577242331,3793.202,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
empirical_independence,0.819318014065186,1.35816826472601,1.12326939089015,1.10025188989378,0.258620643908275,0.158744397764551,0.278471885883734,0.231945642518854,0.209444439046571,0.0942835032598497,0.196551100628571,0.181695350867397,Inf,Inf,Inf,Inf,Inf,Inf,5.69400000000042,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
Gaussian,0.282876225119971,1.27764261789191,0.660011255328203,0.740176699446696,0.1053397426903,0.155317976541304,0.0912113360618447,0.117289685097816,0.0650525401522557,0.101333700904799,0.0654033967827455,0.083524392187239,,,,,,,5.38600000000042,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
copula,0.249744524279794,1.21592338651875,0.715508943186642,0.727058951328395,0.104831853015999,0.15236610749544,0.0953613623636535,0.117519774291698,0.0638194145673315,0.102140886624548,0.062915512422659,0.0820833355836178,,,,,,,12.2170000000006,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1235,PjuQk,2019-01-03T10:28:41.085896Z
empirical_sigma.01,0.178421793245367,0.50020558435341,0.160316792830968,0.279648056809915,0.0657978039616881,0.069637952892443,0.0699617739678019,0.068465843607311,0.0545995061525093,0.0509176513519169,0.0591094140473168,0.0548262376538533,0.1,0.1,0.1,0.1,0.1,0.1,3.523,Linear,Linear,Gaussianmix,"Fixed rho to 0.5, increasing distance between mixtures, mu.scale",3,FALSE,1,0.5,0.5,0.1,2000,100,1,1000,1237,ehprx,2019-01-03T10:28:41.157174Z
