rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_full,0.0271397804414604,0.0267167330876323,0.0234212304253739,0.0257592479848222,0.0281809672356263,0.0291726611356134,0.0237012876078879,0.0270183053263758,0.0204404919509683,0.0209220869732218,0.0180862893931222,0.019931574619349,12.9064154226024,1.8649829804258,0.907448476869508,2.24372969914002,23.9350864518132,0.664900837166514,2201.38500000001,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1236,BaI0m,2018-12-25T20:43:37.347705Z
empirical_independence,0.0313330755611072,0.0325216831496986,0.0313196963635225,0.0317248183581095,0.0324633628142675,0.0351156956761319,0.031870281441739,0.0331497799773795,0.0245813770376267,0.0264507280602017,0.0231398789865711,0.0247186092270529,Inf,Inf,Inf,Inf,Inf,Inf,4.29899999999907,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1236,BaI0m,2018-12-25T20:43:37.347705Z
Gaussian,0.0228722996243801,0.0201662895210979,0.0182356088142069,0.0204247326532283,0.0234199437885421,0.0210431839886667,0.0184859421302237,0.0209830233024775,0.0173837989009705,0.0170206603065797,0.0137080948927918,0.0161947874491543,,,,,,,4.17600000000675,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1236,BaI0m,2018-12-25T20:43:37.347705Z
copula,0.0237704712237373,0.0195173985290092,0.0223029518801314,0.0218636072109593,0.0243939887090366,0.0207271608447232,0.0226915446573684,0.0226042314037094,0.0207490103474386,0.0150087947412663,0.0204346984110712,0.0189115426817358,,,,,,,7.7609999999986,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1236,BaI0m,2018-12-25T20:43:37.347705Z
treeSHAP,0.0297107703526025,0.0246233025414666,0.0258030415938094,0.0267123714959595,0.0308187996635357,0.0269843275004186,0.0262010041382783,0.0280013771007442,0.0203561689858631,0.0221683823851666,0.019349933252676,0.0206875304219476,,,,,,,0.0409999999974389,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1236,BaI0m,2018-12-25T20:43:37.347705Z
empirical_sigma.01,0.0589303849450291,0.0838019703452142,0.0729906255266077,0.0719076602722837,0.0616749597450222,0.0940983019976862,0.0750325672360238,0.0769352763262441,0.0633039513604487,0.110816935036988,0.0764709342734707,0.0866417262208489,0.1,0.1,0.1,0.1,0.1,0.1,4.33699999999953,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
empirical_AIC_each_k,0.0316191758077804,0.0331139197429851,0.0289368503311369,0.0312233152939675,0.0338057864858824,0.0358604508280153,0.0301127154703776,0.0332596509280918,0.0247430531519583,0.0242941849478588,0.0224934936689277,0.0239024295398785,0.686847460300714,0.686847460300714,0.686847460300714,0.452883262652343,0.452883262652343,0.452883262652343,1689.55599999998,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
empirical_AIC_full,0.0323255585919465,0.0326570151288194,0.0300256485457645,0.0316694074221768,0.0345416888694039,0.0353695875595599,0.031238526487612,0.0337166009721919,0.0237573066500775,0.0232424991868111,0.0242295937677775,0.0237344113508676,1.2681934017572,0.455624546479811,0.648666807111416,0.51332952067322,0.29527125306624,0.46074745710748,1706.02000000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
empirical_independence,0.0532530800967952,0.0565927081168505,0.0555363063261207,0.0551273648465888,0.0570290449271945,0.0628701414055264,0.0577051672650656,0.0592014511992622,0.0422097117858023,0.0471447397842232,0.0414944273960167,0.0436205534694945,Inf,Inf,Inf,Inf,Inf,Inf,4.40599999998813,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
Gaussian,0.0226914743823527,0.0212396834816926,0.018378935347787,0.0207700310706108,0.0238208793056005,0.0222603291248785,0.0188761471126469,0.0216524518477087,0.0168452896309128,0.0178862188345563,0.0139440278138123,0.016386988208788,,,,,,,4.84700000000885,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
copula,0.0241075597085947,0.0202824267210771,0.021801094619261,0.0220636936829776,0.025423973229496,0.0218364298097998,0.0227102603598511,0.0233235544663823,0.0209297712502231,0.0153222775054573,0.0200876924039832,0.0189399588036508,,,,,,,9.58300000001327,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
treeSHAP,0.0452484784944517,0.0422892123236121,0.0488591960099885,0.0454656289426841,0.048283672976355,0.0466475962782733,0.0508272038116704,0.0485861576887662,0.0349508285019673,0.0416589589758341,0.0366938402858072,0.037787047753535,,,,,,,0.00899999999091961,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1236,r5vQ9,2018-12-25T21:57:27.199091Z
empirical_sigma.01,0.0604797697058667,0.0821123210626343,0.0786221723174682,0.0737380876953231,0.0616739740964061,0.0908752077971452,0.0766601971084023,0.0764031263339845,0.0644025001775424,0.0991668386940378,0.0732908289123967,0.0809356071433832,0.1,0.1,0.1,0.1,0.1,0.1,4.93099999998231,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
empirical_AIC_each_k,0.0300658530519458,0.0346893050534156,0.0326144894948154,0.0324565492000589,0.032161002709982,0.0381474808661291,0.0323463905541373,0.0342182913767495,0.0242106606607895,0.0239108995999375,0.0234780567931156,0.0239508294790874,0.550851247595261,0.550851247595261,0.550851247595261,0.369860094858902,0.369860094858902,0.369860094858902,1399.54399999999,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
empirical_AIC_full,0.0313688185043968,0.0345797665602782,0.034106738394587,0.0333517744864207,0.0335408345394618,0.0379346214280781,0.0337846106273683,0.0350866888649694,0.0251401110852668,0.0241353944841621,0.0254057410375703,0.0248983886993315,0.759213762374084,0.45783242795113,0.522803190100956,0.540729298755098,0.315823733608573,0.374746593708745,1544.454,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
empirical_independence,0.0718098109088192,0.0760559781738574,0.0794129639593041,0.0757595843473269,0.07731613479625,0.084713837574958,0.0790830634664278,0.0803710119458786,0.0585326520620013,0.0639408418738201,0.0554655069581649,0.0593015846551491,Inf,Inf,Inf,Inf,Inf,Inf,4.57300000000396,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
Gaussian,0.0218230092104213,0.020486113975656,0.0177360882584538,0.0200150704815104,0.0224334520619922,0.0211029865512256,0.018147143874199,0.0205611941624723,0.0169924649847155,0.0180924340259206,0.0137106835964835,0.016414863752832,,,,,,,3.91000000000349,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
copula,0.0232358574896404,0.020372921383422,0.0216879807999096,0.0217655865576573,0.0245177115325986,0.0223315903947506,0.0223528484195886,0.0230673834489793,0.0207777998565494,0.0155597314614624,0.0200001756106567,0.0188839648618426,,,,,,,8.20799999998417,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
treeSHAP,0.0557367071589918,0.0576951287184345,0.0674979059267978,0.0603099139347414,0.0587520939270581,0.0624536793741793,0.0677598325110572,0.0629885352707649,0.0474065248488332,0.0548350683601013,0.0508365284602835,0.0510794141040119,,,,,,,0.00700000001234002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1236,aangi,2018-12-25T22:57:07.996191Z
empirical_sigma.01,0.0625341902243496,0.0786563866743764,0.0904291077546201,0.0772065615511154,0.064620060844902,0.0856316969782056,0.0733491254869508,0.0745336277700195,0.0622852498594085,0.0785690255565996,0.0688544545709559,0.0705174241040797,0.1,0.1,0.1,0.1,0.1,0.1,4.24900000001071,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
empirical_AIC_each_k,0.033909338634361,0.0404588425303758,0.0347340006280448,0.0363673939309272,0.0355774169884422,0.0439219279450232,0.0352861049243516,0.0382618166192723,0.0267274935161436,0.0271529648899019,0.0263913109906882,0.0269693247794414,0.476516238902042,0.476516238902042,0.476516238902042,0.324582363089975,0.324582363089975,0.324582363089975,1380.84299999999,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
empirical_AIC_full,0.0347671923756109,0.040482243715413,0.0369126632966456,0.0373873664625565,0.0366988291995063,0.0440342462351151,0.0359810535543928,0.0389047096630047,0.0266175180019308,0.0276474013137916,0.0272283907086639,0.027320956101224,0.564749469712421,0.424776383179874,0.464476509420209,0.333109835226935,0.304480549111954,0.329505473743098,1723.514,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
empirical_independence,0.0975209890795681,0.100279296797812,0.119655353123344,0.105818546333575,0.103725237700372,0.111890991912851,0.104997505150006,0.106871244921077,0.0746657101860481,0.0850521264522278,0.0745243624727163,0.0780568613698897,Inf,Inf,Inf,Inf,Inf,Inf,4.95000000001164,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
Gaussian,0.0218809571366479,0.021578174120331,0.0246880703960395,0.0227157338843395,0.0227701284549998,0.022070584846546,0.0174308537730015,0.0207571890248491,0.0168007906819269,0.0176713332018141,0.0138340011275544,0.0163050394377346,,,,,,,4.60499999998137,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
copula,0.0239031522657819,0.020167007092716,0.0238669230288031,0.0226456941291003,0.0247652524653293,0.0223081590210078,0.0236410158374092,0.0235714757745821,0.0211297692229766,0.0162528237844597,0.0188508658494223,0.0188138452697937,,,,,,,8.92000000001281,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
treeSHAP,0.0707523851590974,0.078971145412661,0.116720103830086,0.0888145448006148,0.0768138419873879,0.082011371634239,0.0920596626546752,0.0836282920921007,0.0617930886794057,0.0738887773953751,0.0702125953916961,0.0688797301366852,,,,,,,0.00800000000162982,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1236,lWCip,2018-12-25T23:49:17.568982Z
empirical_sigma.01,0.0602541670462918,0.0737738994641504,0.073464449661153,0.0691641720571984,0.0652726910884852,0.0836071788814705,0.0777522599810576,0.0755440433170044,0.0562097801639222,0.0745957589544323,0.0660879687633509,0.0662824614618368,0.1,0.1,0.1,0.1,0.1,0.1,4.58999999999651,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
empirical_AIC_each_k,0.0362726102475884,0.0437274366640792,0.0387098598490594,0.0395699689202423,0.0407274267044525,0.0491061867095126,0.0419290476710483,0.0439208870283378,0.0306144126395181,0.0309339084595178,0.0311994657148932,0.0310352750226701,0.437170117456215,0.437170117456215,0.437170117456215,0.302518131509613,0.302518131509613,0.302518131509613,1642.17000000001,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
empirical_AIC_full,0.0378552421767235,0.043766092205451,0.0396931850455908,0.0404381731425884,0.042403952238293,0.049218724853318,0.0427436333009601,0.044788770130857,0.0307315160737553,0.0331693144300062,0.0329244200791608,0.0323383807918771,0.503185881920397,0.393356142395491,0.433269281675495,0.308459544631887,0.282182831866056,0.31035205227454,1652.48300000001,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
empirical_independence,0.113251479945096,0.118755682782277,0.115852449565361,0.115953204097578,0.128001905833934,0.13594693565748,0.129919400027101,0.131289413839505,0.0927087912038123,0.102993544353384,0.0946814221219465,0.0966320251618919,Inf,Inf,Inf,Inf,Inf,Inf,4.78899999998976,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
Gaussian,0.021024768270284,0.021323804493223,0.0157322198751007,0.0193602642128692,0.0227886055392856,0.0229867686835079,0.0171201039037162,0.0209651593755032,0.0173449407496271,0.0175973850594535,0.0143350667266653,0.0166615461547535,,,,,,,4.50500000000466,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
copula,0.0227109002074971,0.0215077376720646,0.0239805294771526,0.0227330557855714,0.0249402023632645,0.0226086026792464,0.0258797712626009,0.0244761921017039,0.0196984884162787,0.0176542315404149,0.0195248190650248,0.0189682441713155,,,,,,,8.89100000000326,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
treeSHAP,0.0868050484552103,0.0986139683428054,0.103251825201415,0.0962236139998102,0.0959047329292454,0.103979988689178,0.115087380677379,0.104990700765267,0.076953589868259,0.0900333452251717,0.0901848319600648,0.086021444467535,,,,,,,0.0160000000032596,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.2,1,0.1,2000,100,1,1000,1236,uvf4g,2018-12-26T00:44:13.417642Z
empirical_sigma.01,0.0580052551470653,0.0685929150906998,0.08277607132509,0.0697914138542851,0.0632428247367218,0.0783606000358668,0.0783309151401924,0.0733114466375937,0.0553539158449352,0.0645002585175455,0.0658074955024787,0.0622635522459045,0.1,0.1,0.1,0.1,0.1,0.1,4.62799999999697,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
empirical_AIC_each_k,0.0353532443176545,0.0458508144933999,0.0423641935427593,0.0411894174512712,0.039801619178181,0.0520161869483825,0.0458568495069648,0.0458915518778428,0.0313056556670316,0.032787003407352,0.0322022172310899,0.0323840558978706,0.410538813922648,0.410538813922648,0.410538813922648,0.280213684081697,0.280213684081697,0.280213684081697,1453.24800000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
empirical_AIC_full,0.0374260734289796,0.0475681993744591,0.0456558371613704,0.0435500366549364,0.0421655470217025,0.0537328993087465,0.0486234896721632,0.0481739786675374,0.0329673182949657,0.0345638765888018,0.0404704611476712,0.0363344513305194,0.452583118773618,0.396187811794247,0.395801122830276,0.283358501037322,0.258503082839453,0.290648416284243,1454.75499999998,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
empirical_independence,0.126838092458453,0.136929517952536,0.147352497501594,0.137040035970861,0.144755906589819,0.157096506988884,0.147360498801246,0.149737637459983,0.102069433649413,0.11755220875839,0.10581856252705,0.108446830588985,Inf,Inf,Inf,Inf,Inf,Inf,4.64900000000489,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
Gaussian,0.0206841171543523,0.0214374613011131,0.0212285254657028,0.0211167013070561,0.022580926257034,0.0231303548637197,0.0180866144221821,0.0212659651809786,0.0174675268612425,0.0173161032125602,0.0142729794541954,0.0165190314051576,,,,,,,4.42399999999907,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
copula,0.0222649330772834,0.0218778109799378,0.0263104451922145,0.0234843964164786,0.0242996384413315,0.0242018762018468,0.0246060645024563,0.0243691930485449,0.0180982823072562,0.0190973367649846,0.0181893786818371,0.0184061157112108,,,,,,,9.0229999999865,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
treeSHAP,0.0974743677516172,0.115650569343233,0.123152929516556,0.112092622203802,0.108075007424321,0.12159151776652,0.133265322297387,0.120977282496076,0.0837409266960278,0.102604621176805,0.100386965401733,0.0961803244456972,,,,,,,0.00800000000162982,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.24,1,0.1,2000,100,1,1000,1236,P84ve,2018-12-26T01:42:26.569685Z
empirical_sigma.01,0.0539369660920879,0.0641888688504768,0.0703218867476747,0.0628159072300798,0.0591993033050391,0.0707897540667801,0.0760125759558582,0.0686672111092258,0.0520490019176387,0.0545068437445437,0.0634468336447293,0.0571234660399571,0.1,0.1,0.1,0.1,0.1,0.1,4.4429999999993,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
empirical_AIC_each_k,0.0363321295578069,0.0473712079354704,0.0436583392497468,0.0424538922476747,0.0412366691458389,0.0529813989790757,0.0475725953983277,0.0472635545077474,0.0320973318825035,0.0354804763005763,0.0362856765603748,0.0348854230772915,0.372754885642978,0.372754885642978,0.372754885642978,0.257684384736222,0.257684384736222,0.257684384736222,1472.95299999998,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
empirical_AIC_full,0.0358004963013083,0.0476988929275604,0.0433880726135095,0.0422958206141261,0.0395665998768492,0.0518654847651962,0.0475323588644771,0.0463214811688408,0.0331473016741187,0.0339434969528162,0.0379332512478835,0.0353234855334634,0.100093800614544,0.379904631083107,0.347035128607901,0.266659548476711,0.232328053293732,0.273331214450949,1548.11500000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
empirical_independence,0.137711289169974,0.154179492396312,0.142719284850458,0.144870022138915,0.159139793706048,0.172563399213852,0.166670027912911,0.16612440694427,0.112979096964093,0.126867565440639,0.119832054658913,0.119751311724832,Inf,Inf,Inf,Inf,Inf,Inf,4.6140000000014,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
Gaussian,0.0203705705269567,0.0219806506548194,0.0172193495765865,0.0198568569194542,0.0222823586778303,0.023043915627525,0.0183351806480343,0.0212204849844632,0.0180103881645931,0.0172051061417824,0.0140957672218382,0.0165974074696987,,,,,,,4.18799999999465,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
copula,0.0215092512081451,0.0236075384345794,0.0246747433441946,0.023263844328973,0.0235686731170012,0.0254815968779564,0.0264511665272817,0.0251671455074131,0.0171468055583911,0.0195153143001079,0.0191133549606832,0.0185969543561392,,,,,,,8.92499999998836,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
treeSHAP,0.102674543200833,0.136821604084893,0.132417777636583,0.123971308307436,0.114730160952054,0.137509012628036,0.152486420849614,0.134908531476568,0.0924281257177388,0.109127231987113,0.113937302901785,0.106356498559539,,,,,,,0.00700000001234002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.28,1,0.1,2000,100,1,1000,1236,hgarV,2018-12-26T02:34:31.060334Z
empirical_sigma.01,0.0524060348317332,0.0586523298592841,0.0723809105770305,0.0611464250893493,0.0563454287233011,0.067454935976308,0.0750138601870456,0.0662714082955515,0.0519057777235173,0.0559932183563059,0.0651636979151921,0.0582675081253674,0.1,0.1,0.1,0.1,0.1,0.1,4.43700000000536,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
empirical_AIC_each_k,0.0405096769023436,0.0536371576869463,0.0498471824279786,0.0479980056724228,0.0451567374005056,0.061199658942623,0.0499776918526053,0.0521113627319113,0.0441129911202093,0.0707559918446056,0.0448720728171927,0.0548995040716558,0.353422763503138,0.353422763503138,0.353422763503138,0.249799465461355,0.249799465461355,0.249799465461355,1231.63199999998,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
empirical_AIC_full,0.0377843779411085,0.0479746896443742,0.045887182018712,0.0438820832013982,0.0424882643406714,0.0552962183591756,0.0459883524271866,0.0479242783756778,0.0341723160804114,0.0370859769113623,0.0344464155685534,0.0355558783371028,0.368669705689922,0.366004780133296,0.327975491329771,0.259705126459691,0.237117216101318,0.262840096925757,1375.473,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
empirical_independence,0.1561527607594,0.17215304335304,0.16422486493642,0.164176889682954,0.179528529825684,0.195464974741124,0.190093242069024,0.188362248878611,0.128221728482709,0.147698780822278,0.134905753224181,0.136881451982116,Inf,Inf,Inf,Inf,Inf,Inf,4.48700000002282,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
Gaussian,0.0214026810534817,0.0231743615692409,0.0174803627678744,0.0206858017968657,0.023188287456148,0.024707198466678,0.0179617576909658,0.0219524145379306,0.0183144534595657,0.018196081522854,0.014359767212431,0.0172434260277471,,,,,,,4.13799999997718,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
copula,0.0224902042488588,0.0231511344297507,0.0266620594229791,0.0241011327005295,0.0246481278869285,0.0252894697608974,0.0246349543193118,0.0248575173223792,0.0188877044665408,0.0178692831886356,0.0185021060459777,0.0183653074230732,,,,,,,8.3410000000149,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
treeSHAP,0.116740283828433,0.156909428393318,0.153144377904629,0.142264696708793,0.127959915734259,0.158224693871145,0.174600534801528,0.153595048135644,0.101717146800975,0.129316647839472,0.13381371366718,0.1235556752314,,,,,,,0.0119999999878928,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.32,1,0.1,2000,100,1,1000,1236,0AJHe,2018-12-26T03:27:55.321018Z
empirical_sigma.01,0.0517169707453174,0.055608509790266,0.254262757851179,0.120529412795587,0.0569157191814882,0.0641664518930027,0.0739295780731152,0.0650039163825353,0.0526827497217563,0.0570372154877713,0.0677476089239539,0.0597040016341152,0.1,0.1,0.1,0.1,0.1,0.1,4.5229999999865,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
empirical_AIC_each_k,0.0373279681200499,0.0489178003479765,0.203797710732008,0.0966811597333447,0.0427119135708097,0.0549298360693702,0.0483477249853599,0.0486631582085133,0.0351280336865402,0.0364288824542036,0.036522404806972,0.036257934478858,0.331665151796875,0.331665151796875,0.331665151796875,0.242237606289626,0.242237606289626,0.242237606289626,1430.15100000001,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
empirical_AIC_full,0.0384876892457157,0.0501695308263102,0.190176932133606,0.0929447174018775,0.0438983082808533,0.055623937493543,0.0474008394967118,0.048974361757036,0.0356301451365713,0.0366934849191537,0.0361325680835695,0.0363682663659464,0.34146048400663,0.36299000235511,0.292371970383083,0.246690313582972,0.223605312421055,0.259025109197707,1510.989,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
empirical_independence,0.16451917281088,0.187903310286759,0.456307756147839,0.269576746415159,0.195368611286274,0.210123668038764,0.203482740856892,0.202991673393976,0.137704065960989,0.15721094593075,0.144871933627124,0.146449770335559,Inf,Inf,Inf,Inf,Inf,Inf,4.5109999999986,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
Gaussian,0.0208042858208074,0.0231856143884563,0.0212863469388641,0.0217587490493759,0.0228453340384683,0.0243005119453566,0.0169138137045047,0.0213532198961099,0.019180850663702,0.0185592914602621,0.0134128968340652,0.017483454330351,,,,,,,4.30100000000675,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
copula,0.0217640273909326,0.0242161165159092,0.0442475427082532,0.030075895538365,0.0244918513184331,0.025409155459844,0.0237879669506136,0.0245629912429636,0.0196241147074673,0.0182209487507369,0.0171477806847085,0.0183095402414912,,,,,,,8.69999999998254,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.36,1,0.1,2000,100,1,1000,1236,cvHeU,2018-12-26T04:14:31.926398Z
