none,group1,group2,group3,group4,group5,group1_rank,group2_rank,group3_rank,group4_rank,group5_rank,correlation,pre_grouped,standardized,test_id,model_type,grouping,No_test_obs
5.41676173285265,-0.286333960702372,0.612810837767709,0.324713684577415,-1.31886926429811,0.31033059353414,4,1,2,5,3,0,1,0,86,experiment_gam1,B,100
5.41676173039892,-0.162586224370675,-1.80692697324942,-1.2339246055686,-2.27100071642995,-1.04180813938273,1,4,3,5,2,0,1,0,87,experiment_gam1,B,100
5.41676172937627,-0.0314690410117469,0.579759043135151,-0.258784965126244,-0.0710334086236388,0.681992970083492,3,2,5,4,1,0,1,0,88,experiment_gam1,B,100
5.41676173454342,-1.38908815345215,0.40367352969898,0.591272107984671,-0.805407941257263,-0.00161345342908725,5,2,1,4,3,0,1,0,89,experiment_gam1,B,100
5.41676172563692,0.0735881110733048,0.549284475091675,-0.108207656362563,0.564057179449168,0.577981326820108,4,3,5,2,1,0,1,0,90,experiment_gam1,B,100
5.41676173041974,-1.23779744740255,0.7245112229462,0.405297115759217,0.352181234542041,-1.13639411060228,5,1,2,3,4,0,1,0,91,experiment_gam1,B,100
5.41676172587423,-0.0196012378540289,0.404470339293028,0.504379218542002,0.440781664937204,0.0923455551847503,5,3,1,2,4,0,1,0,92,experiment_gam1,B,100
5.41676173137975,0.216633008186811,0.428432160558128,-0.80091137997524,-0.941776944111925,0.718176825465007,3,2,4,5,1,0,1,0,93,experiment_gam1,B,100
5.41676172507302,-1.07706430807076,0.661763306844341,0.711671796901776,-0.234995011562885,0.393959465332095,5,2,1,4,3,0,1,0,94,experiment_gam1,B,100
5.41676172355181,0.269820351831507,-0.296463053022622,0.747310812848974,-0.0940584132349029,0.733610452814382,3,5,1,4,2,0,1,0,95,experiment_gam1,B,100
5.41676173541956,0.806585465735189,0.387882225967289,-0.707348707662314,0.170745411342953,-1.74262472136051,1,2,4,3,5,0,1,0,96,experiment_gam1,B,100
5.41676173316978,0.55289017706646,-0.350970338012693,-0.207531191177806,0.442925601867915,-0.701486510892128,1,4,3,2,5,0,1,0,97,experiment_gam1,B,100
5.41676173187701,0.576696978688006,0.175708874610397,0.127517689107466,-0.081793436342801,0.213362981906025,1,3,4,5,2,0,1,0,98,experiment_gam1,B,100
5.41676173107739,-0.950305651749216,0.426612914720145,0.0132772124733478,0.752524485175756,0.514633480367356,5,3,4,1,2,0,1,0,99,experiment_gam1,B,100
5.41676173019954,0.645211143051097,-0.371020866160887,-0.438395144152494,-0.696192917551706,0.222826924913045,1,3,4,5,2,0,1,0,100,experiment_gam1,B,100
-0.493830587840597,-0.336278550136945,0.159347289979035,0.496134369103339,0.171445565276126,-0.936385357687838,4,3,1,2,5,0,1,0,1,experiment_gam2,B,100
-0.493830595337958,-0.691860770024813,-0.135021257004802,-0.427273289489718,2.33881666148294,0.0763656056378041,5,3,4,1,2,0,1,0,2,experiment_gam2,B,100
-0.493830588521465,-0.514222792037885,0.362529336628089,-0.0678619312512431,-0.059210516111576,-4.44041181884421,4,1,3,2,5,0,1,0,3,experiment_gam2,B,100
-0.493830581733852,4.3735076645355,-0.502834518777388,-2.51686663161413,3.17452720571408,0.528031999306505,1,4,5,2,3,0,1,0,4,experiment_gam2,B,100
-0.493830584086521,-0.296320001123638,0.185354703738773,-0.684179332795057,0.323428309595295,-0.213583882921231,4,2,5,1,3,0,1,0,5,experiment_gam2,B,100
-0.493830595151854,-0.41444678985444,0.0627111866709343,-1.0874867055935,-0.196320415049583,-1.61744983252972,3,1,4,2,5,0,1,0,6,experiment_gam2,B,100
-0.493830592623411,-1.64219492526337,-0.0591797786280121,-0.266020501621187,-1.20136804709282,7.03452706746939,5,2,3,4,1,0,1,0,7,experiment_gam2,B,100
-0.493830627807206,-0.432416859386994,-0.0824634543080258,-2.93700217490443,-0.148117918400313,-0.134148686003198,4,1,5,3,2,0,1,0,8,experiment_gam2,B,100
-0.493830606171117,-0.0970239976957476,-0.273697622311054,-0.307414069117925,-0.529848368012426,-1.23651055024838,1,2,3,4,5,0,1,0,9,experiment_gam2,B,100
-0.49383059751888,-0.279228624603228,-0.188619975327468,-0.522603699578932,0.0209148163508726,-0.484205249113654,3,2,5,1,4,0,1,0,10,experiment_gam2,B,100
-0.493830590221653,0.00452184732832339,2.2770046964974,3.83607541296443,-4.16975033543436,0.284855066455637,4,2,1,5,3,0,1,0,11,experiment_gam2,B,100
-0.493830593838078,-0.491254389890297,0.871759686188265,0.00159702479824898,0.590972176171555,-0.980488159448235,4,1,3,2,5,0,1,0,12,experiment_gam2,B,100
-0.493830611953369,-2.04986283228049,-0.026170103615114,-1.1614317902879,0.00686980873273313,-0.682154713897215,5,2,4,1,3,0,1,0,13,experiment_gam2,B,100
-0.493830594262123,-0.798460236380721,0.0549556740514612,-0.0391571751728895,-1.61501258542493,-0.465749303356909,4,1,2,5,3,0,1,0,14,experiment_gam2,B,100
-0.493830593699002,0.0793858217928101,0.0760261570862725,-0.551975994005077,0.200435468994527,0.659732363723124,3,4,5,2,1,0,1,0,15,experiment_gam2,B,100
-0.493830615684115,4.59548622339772,-0.0402803044447222,-0.156948907411925,-6.94960366023069,-0.00444878313707631,1,3,4,5,2,0,1,0,16,experiment_gam2,B,100
-0.493830606754742,-2.89677983012735,-1.88146552249939,0.117126285273282,1.38993843217137,-0.909319028304393,5,4,2,1,3,0,1,0,17,experiment_gam2,B,100
-0.49383057590289,0.27566407091471,-0.215077777585695,-1.17970676599153,-0.282177304203813,-0.691147517662677,1,2,5,3,4,0,1,0,18,experiment_gam2,B,100
-0.493830600567195,2.80845486022303,0.13207305455104,0.363224346420326,-0.826872784046429,-0.733904298178664,1,3,2,5,4,0,1,0,19,experiment_gam2,B,100
-0.493830588854971,0.00655323630957999,-0.29391990177055,0.0854673253942404,-0.49319675957912,0.761874543980876,3,4,2,5,1,0,1,0,20,experiment_gam2,B,100
-0.49383059466465,-0.291487207685795,-0.526815066064685,0.114745489208919,2.41791963520105,0.394965955796752,4,5,3,1,2,0,1,0,21,experiment_gam2,B,100
-0.493830598766543,0.244306707200776,-0.204519029726711,-1.19368028503442,-0.607415524571145,-0.222449543489896,1,2,5,4,3,0,1,0,22,experiment_gam2,B,100
-0.493830586029309,0.0628338971354652,-0.000719419347620987,0.03853060509847,-0.0776049969950918,7.64113647858135,2,4,3,5,1,0,1,0,23,experiment_gam2,B,100
-0.493830558859358,-0.016010769521729,-0.894937144623249,1.86157398188777,1.40125446066559,1.09338906063665,4,5,1,2,3,0,1,0,24,experiment_gam2,B,100
-0.493830598889132,0.180412552432396,0.618945422159732,-0.387453680012601,-0.485114679083016,0.669915885941808,3,2,4,5,1,0,1,0,25,experiment_gam2,B,100
-0.493830591957091,-0.360068347486558,-0.664156438839367,0.0691094330569785,-0.00379650782072233,-0.564572028423562,3,5,1,2,4,0,1,0,26,experiment_gam2,B,100
-0.493830576840939,-0.273293309449477,2.22110487814873,0.849217027539053,-0.498075387635377,-0.50671055336082,3,1,2,4,5,0,1,0,27,experiment_gam2,B,100
-0.493830608873837,-1.27120896191237,-0.218859811350851,-1.54662901702672,-0.157913333519374,1.18374763536351,4,3,5,2,1,0,1,0,28,experiment_gam2,B,100
-0.493830608162359,0.548065365667088,-0.0476297447098175,-0.100331248339176,0.739940282082424,-3.23566752132241,2,3,4,1,5,0,1,0,29,experiment_gam2,B,100
-0.4938305925015,-0.508056783337925,0.103399254415551,-0.53405414373334,0.169631808257809,2.30775256380249,4,3,5,2,1,0,1,0,30,experiment_gam2,B,100
-0.493830609751945,-0.241984620036476,2.79019668206106,-0.0673285156847709,-0.232618636661077,0.0351970009250244,5,1,3,4,2,0,1,0,31,experiment_gam2,B,100
-0.493830619173741,-0.35297291623031,-0.367579517775203,0.786032049544453,-0.236611908466452,-5.02300252373415,3,4,1,2,5,0,1,0,32,experiment_gam2,B,100
-0.493830586387432,-0.308204996888273,1.04841823557274,-0.367843830610165,-0.279489760277966,-0.249824720708331,4,1,5,3,2,0,1,0,33,experiment_gam2,B,100
-0.493830603343171,0.934443321168685,-0.451487710923828,1.54834136939483,-0.172440199472208,0.261762891766729,2,5,1,4,3,0,1,0,34,experiment_gam2,B,100
-0.493830599987043,-0.385657902646508,-0.0155091565326271,-0.0342088086611736,-0.63997917413869,7.51283836367521,4,2,3,5,1,0,1,0,35,experiment_gam2,B,100
-0.493830578299066,0.217070096371067,-0.315562746242058,-11.871381440612,-0.34546801777941,0.212160650059884,1,3,5,4,2,0,1,0,36,experiment_gam2,B,100
-0.493830592795682,-0.934101537007687,0.0533562103207403,-0.196515016231416,-0.031123687811168,-0.506100594187322,5,1,3,2,4,0,1,0,37,experiment_gam2,B,100
-0.493830595570583,-0.00435548228508287,-0.598193106585914,17.6813572859057,1.45247531565998,-0.239305045681343,3,5,1,2,4,0,1,0,38,experiment_gam2,B,100
-0.493830585231209,-1.60099487493623,-0.017015942717567,1.31488837126275,0.765986168586125,-2.55918037536534,4,3,1,2,5,0,1,0,39,experiment_gam2,B,100
-0.493830585238614,-0.426327505757081,0.0402629258746954,6.18040137287986,9.4904065603968,-0.107275819699252,5,3,2,1,4,0,1,0,40,experiment_gam2,B,100
-0.493830573539217,-0.482536932302329,-0.322556736948253,-0.63857099094192,-0.152464059440816,-0.226096839514768,4,3,5,1,2,0,1,0,41,experiment_gam2,B,100
-0.493830619737832,-0.543166448384004,-0.547904509639656,0.0520848629426614,-1.59837013992707,1.05578071641201,3,4,2,5,1,0,1,0,42,experiment_gam2,B,100
-0.493830581185049,0.0749398674022042,0.00776707204084826,-0.20889094822326,-0.453048889476836,-7.12245465729334,1,2,3,4,5,0,1,0,43,experiment_gam2,B,100
-0.493830593601262,0.444650030437047,0.120687447654391,-0.399243788745416,-0.106955541868438,-0.389234851783908,1,2,5,3,4,0,1,0,44,experiment_gam2,B,100
-0.493830578186513,0.531097584427544,0.0703864909028225,-0.103367469978617,15.917592779882,4.87946121862491,3,4,5,1,2,0,1,0,45,experiment_gam2,B,100
-0.493830582686274,-0.212799314248641,0.0203002173907105,0.0218746355153449,-0.336350228685629,-0.645467021935462,3,2,1,4,5,0,1,0,46,experiment_gam2,B,100
-0.493830607021958,-3.77082292905476,3.85845119920237,-0.363166581439713,0.170201094412747,2.85822179552142,5,1,4,3,2,0,1,0,47,experiment_gam2,B,100
-0.493830581039018,-0.252541450183816,-3.91669477728212,-5.1011103572474,-1.49620427963343,0.204237832067444,2,4,5,3,1,0,1,0,48,experiment_gam2,B,100
-0.49383058255543,-0.0459858975630078,-0.316574686812244,-0.239252503426183,-0.678110412152258,-0.393765534020674,1,3,2,5,4,0,1,0,49,experiment_gam2,B,100
-0.493830608375006,0.452646431195581,0.174574572488596,-0.102905750223791,0.344718044644803,-0.176612954422785,1,3,4,2,5,0,1,0,50,experiment_gam2,B,100
-0.493830583872928,-0.389071222580662,0.669237191646806,0.467727436718449,2.46830052908057,0.0238153061922239,5,2,3,1,4,0,1,0,51,experiment_gam2,B,100
-0.493830582235652,-0.2409728780445,-0.457981941023184,-0.486908375027444,0.142196926969655,0.438022237116145,3,4,5,2,1,0,1,0,52,experiment_gam2,B,100
-0.493830608086189,-5.1682377304733,-1.23045448559412,-0.113230068961924,-0.733861622289507,-0.477124134955672,5,4,1,3,2,0,1,0,53,experiment_gam2,B,100
-0.493830585132994,7.60005669347196,0.0931149434201481,4.75225212668619,1.16325512068379,11.6555156565902,2,5,3,4,1,0,1,0,54,experiment_gam2,B,100
-0.493830580927308,0.151635210849739,-0.39642501090698,2.08458105913584,1.02388053552443,1.30010467055289,4,5,1,3,2,0,1,0,55,experiment_gam2,B,100
-0.493830601437592,-0.486928263403728,-3.9142759740782,-4.41844291012927,-0.453583656399005,0.0998679801740192,3,4,5,2,1,0,1,0,56,experiment_gam2,B,100
-0.493830598180471,-0.767376983236686,24.9255826767826,-0.488763905642516,0.224050201966296,-0.0338058790756177,5,1,4,2,3,0,1,0,57,experiment_gam2,B,100
-0.493830580591417,-0.361617511871032,0.137708757717519,-2.88767970266026,-0.140514250533415,-0.0700252540455877,4,1,5,3,2,0,1,0,58,experiment_gam2,B,100
-0.493830595104255,-2.97565295588042,0.102283106825177,-0.135468568682878,0.173857012137208,-1.80009611754837,5,2,3,1,4,0,1,0,59,experiment_gam2,B,100
-0.49383060232355,-0.212480744799226,-0.0238314096042285,-0.252279157676296,1.34076784073967,-0.776260975842858,3,2,4,1,5,0,1,0,60,experiment_gam2,B,100
-0.493830584874144,-0.138772467944628,0.187057597649318,-0.561962206332297,-0.186579219852076,-1.54953938631352,2,1,4,3,5,0,1,0,61,experiment_gam2,B,100
-0.493830597275837,-2.2787702049971,-0.0430159097810712,-0.0996810284991194,-0.212238078724999,-1.00585450867867,5,1,2,3,4,0,1,0,62,experiment_gam2,B,100
-0.493830594795696,0.046770152378447,0.0539069761690999,-1.65579737979667,-0.0205624868401654,-0.409594620292213,2,1,5,3,4,0,1,0,63,experiment_gam2,B,100
-0.493830597914793,-0.336656564998626,0.0590082453920029,-0.221030745170371,-0.42002193496591,-5.46480550760384,3,1,2,4,5,0,1,0,64,experiment_gam2,B,100
-0.493830597253955,0.164136864191905,-0.377810986439437,-0.0582182486458749,-0.744550634828109,-0.459330869860354,1,3,2,5,4,0,1,0,65,experiment_gam2,B,100
-0.493830601552684,1.90184556571449,-1.28476249452647,0.0329712582962092,-0.399106762298406,-6.8106676886102,1,4,2,3,5,0,1,0,66,experiment_gam2,B,100
-0.493830596290805,0.0908907904952308,-1.58188375112258,2.44601076502569,0.201562078458858,-0.289341657847675,3,5,1,2,4,0,1,0,67,experiment_gam2,B,100
