none,group1,group2,group3,group1_rank,group2_rank,group3_rank,correlation,pre_grouped,standardized,test_id,model_type,grouping,No_test_obs
-0.724169964267109,-0.595368601860842,1.47086180280791,-0.435983593181347,3,1,2,0,1,0,93,experiment_lm1,A,100
-0.724169993205142,-0.136670417170996,1.69942541804993,0.29276837017774,3,1,2,0,1,0,94,experiment_lm1,A,100
-0.724170004316584,0.278491454266778,0.562515435509775,-0.264160422899464,2,1,3,0,1,0,95,experiment_lm1,A,100
-0.724170010026439,0.0846572788926791,2.27857577301624,-3.58824769433142,2,1,3,0,1,0,96,experiment_lm1,A,100
-0.724169989383935,-1.90521711859689,0.319262481541774,2.29517438428522,3,2,1,0,1,0,97,experiment_lm1,A,100
-0.724170005225875,-1.8380392109263,-0.428691796584196,1.44334191948625,3,2,1,0,1,0,98,experiment_lm1,A,100
-0.724169994009765,-0.936303081095236,-0.729049985377162,-1.06393310985653,2,1,3,0,1,0,99,experiment_lm1,A,100
-0.72416997551382,0.786255280144677,0.362369322038135,0.249231229531872,1,2,3,0,1,0,100,experiment_lm1,A,100
-0.638164417755233,0.217941542437429,0.62789159995451,-0.568870492080544,2,1,3,0.1,1,0,1,experiment_lm1,A,100
-0.638164418995048,1.53971863952623,-0.801755800711408,-0.763933495112274,1,3,2,0.1,1,0,2,experiment_lm1,A,100
-0.63816417130172,-0.775607113635143,3.30368772630266,-0.429174806853315,3,1,2,0.1,1,0,3,experiment_lm1,A,100
-0.638164312016394,-0.92121128458526,-1.96908178420885,-0.742015478839764,2,3,1,0.1,1,0,4,experiment_lm1,A,100
-0.638164285904224,0.96904945154555,0.567880647979581,1.33873368881591,2,3,1,0.1,1,0,5,experiment_lm1,A,100
-0.638164074744246,2.05419217941008,0.349514895935893,-0.978976014310575,1,2,3,0.1,1,0,6,experiment_lm1,A,100
-0.63816439208544,0.277868721300794,-1.88402373053628,0.734746203928181,2,3,1,0.1,1,0,7,experiment_lm1,A,100
-0.638164030615852,4.12178715996248,0.328382759776718,-0.463969011500768,1,2,3,0.1,1,0,8,experiment_lm1,A,100
-0.638164095143363,0.531533366046772,1.47847887786301,-1.76841825990924,2,1,3,0.1,1,0,9,experiment_lm1,A,100
-0.63816439377601,-1.63159147771656,0.0554952041493078,-0.862058155186266,3,1,2,0.1,1,0,10,experiment_lm1,A,100
-0.638164223611872,-2.34764536005981,-1.8884306712647,0.869471642499224,3,2,1,0.1,1,0,11,experiment_lm1,A,100
-0.638164257934253,-0.0644106384958672,-0.360261300422255,-0.961507877243914,1,2,3,0.1,1,0,12,experiment_lm1,A,100
-0.638164091440093,2.88360523221497,2.26623689575765,-0.276391215620644,1,2,3,0.1,1,0,13,experiment_lm1,A,100
-0.638164089035196,-1.33244499765609,-0.159339635173958,-0.0897900969227397,3,2,1,0.1,1,0,14,experiment_lm1,A,100
-0.638164330588202,-0.788868019720478,-0.986586254147607,2.07054025104381,2,3,1,0.1,1,0,15,experiment_lm1,A,100
-0.638164269757578,-2.16631499802197,0.668053501205679,-0.144320829926971,3,1,2,0.1,1,0,16,experiment_lm1,A,100
-0.638164220889149,-2.07866688445746,0.77628644493955,2.08429579509329,3,2,1,0.1,1,0,17,experiment_lm1,A,100
-0.638164130077653,0.820260404362076,0.806221647950626,0.206555215639914,1,2,3,0.1,1,0,18,experiment_lm1,A,100
-0.638164113750722,-3.23429195589541,-0.0637771594107147,1.66238242582836,3,2,1,0.1,1,0,19,experiment_lm1,A,100
-0.638164556036569,-1.25001691594648,-0.442894801408911,-1.72544820077066,2,1,3,0.1,1,0,20,experiment_lm1,A,100
-0.638164239840888,0.857542864121807,-1.80888764282083,-0.600457709300064,1,3,2,0.1,1,0,21,experiment_lm1,A,100
-0.638164396451392,-1.4108995346121,-2.15187227586072,-1.25023252274904,2,3,1,0.1,1,0,22,experiment_lm1,A,100
-0.638164390466735,0.210598472490562,0.509140707083467,-2.14848333841171,2,1,3,0.1,1,0,23,experiment_lm1,A,100
-0.638164367212632,-0.200959319975502,0.589318869901002,2.46236903967189,3,2,1,0.1,1,0,24,experiment_lm1,A,100
-0.638164327873633,-1.28417177752435,1.79516836703227,-1.15150358245079,3,1,2,0.1,1,0,25,experiment_lm1,A,100
-0.638164125683763,-0.774527429724444,1.9324902166987,1.59223304036077,3,1,2,0.1,1,0,26,experiment_lm1,A,100
-0.638164160479321,3.60320879069871,0.611609377274795,-0.0101951159360942,1,2,3,0.1,1,0,27,experiment_lm1,A,100
-0.638164400133608,-2.02889782239874,1.86955644546115,1.06113088381657,3,1,2,0.1,1,0,28,experiment_lm1,A,100
-0.638164115316835,-0.610833917626566,1.41385711149223,1.12285192165575,3,1,2,0.1,1,0,29,experiment_lm1,A,100
-0.638164352914785,-1.50003358320943,1.71108153712634,-0.314213095021581,3,1,2,0.1,1,0,30,experiment_lm1,A,100
-0.63816421389364,1.51263995189493,1.00165022371569,-0.727389732648824,1,2,3,0.1,1,0,31,experiment_lm1,A,100
-0.638164241052724,-1.31515333949684,-0.442439520154129,-2.70054014927799,2,1,3,0.1,1,0,32,experiment_lm1,A,100
-0.638164180912589,-1.27241325129147,1.72159237416312,2.13987531353905,3,2,1,0.1,1,0,33,experiment_lm1,A,100
-0.638164259424504,-0.843292854810881,-1.18071413506599,1.74418162483203,2,3,1,0.1,1,0,34,experiment_lm1,A,100
-0.638164419673451,1.01374504791088,-0.767871166766142,-1.28399009660643,1,2,3,0.1,1,0,35,experiment_lm1,A,100
-0.638164338053136,-0.943834588195642,-1.73102370853433,-2.04710372695346,1,2,3,0.1,1,0,36,experiment_lm1,A,100
-0.638164245554075,0.327832499777042,-1.84978714575071,0.57664840470881,2,3,1,0.1,1,0,37,experiment_lm1,A,100
-0.638164422260759,1.26897506685648,-1.51011131187522,3.27824537110982,2,3,1,0.1,1,0,38,experiment_lm1,A,100
-0.638164475336664,0.835045511105144,-0.728983594915151,0.274055591336214,1,3,2,0.1,1,0,39,experiment_lm1,A,100
-0.638164288213803,1.03575669186602,-0.417017737965312,2.20945534787145,2,3,1,0.1,1,0,40,experiment_lm1,A,100
-0.638164341509598,-1.11996489866613,-0.381610047861193,-2.14719280559408,2,1,3,0.1,1,0,41,experiment_lm1,A,100
-0.638164288391546,1.62038579011781,-0.0826342634903731,-0.370413553873243,1,2,3,0.1,1,0,42,experiment_lm1,A,100
-0.63816417892291,0.496073191087721,1.01428009544303,0.418105915667618,2,1,3,0.1,1,0,43,experiment_lm1,A,100
-0.638164172723308,0.464931275363497,2.0549473749317,-1.72124271679409,2,1,3,0.1,1,0,44,experiment_lm1,A,100
-0.638164527332135,1.40438450981456,-3.35261408192252,0.789718935440225,1,3,2,0.1,1,0,45,experiment_lm1,A,100
-0.638164383640813,-0.648256728337122,-0.146749348052678,-1.78074451673637,2,1,3,0.1,1,0,46,experiment_lm1,A,100
-0.638164392475462,2.45614456690855,-2.29547471262764,-1.52781466050051,1,3,2,0.1,1,0,47,experiment_lm1,A,100
-0.638164298312213,2.02871985859584,0.801670092835191,-0.520914140306265,1,2,3,0.1,1,0,48,experiment_lm1,A,100
-0.638164322809274,-0.194228876445628,0.999153816621998,-1.09666268041257,2,1,3,0.1,1,0,49,experiment_lm1,A,100
-0.638164320835436,-1.33651967709221,-0.663757947964264,-1.21175646010727,3,1,2,0.1,1,0,50,experiment_lm1,A,100
-0.638164307613641,-0.14765619833542,-0.516193716245602,1.80712570663575,2,3,1,0.1,1,0,51,experiment_lm1,A,100
-0.638164336368925,2.22225670117911,0.0350816100292087,-0.229733523649995,1,2,3,0.1,1,0,52,experiment_lm1,A,100
-0.638164139566373,1.65119493395098,-0.560671645186773,0.547506451509694,1,3,2,0.1,1,0,53,experiment_lm1,A,100
-0.638164606727954,-0.68525801888852,-3.62639469557837,-0.0275344060348051,2,3,1,0.1,1,0,54,experiment_lm1,A,100
-0.638164383534678,0.973772349159265,-1.95091040140737,1.24442173856628,2,3,1,0.1,1,0,55,experiment_lm1,A,100
-0.638164233887813,0.968745306302619,-0.860167612049212,0.401060482803284,1,3,2,0.1,1,0,56,experiment_lm1,A,100
-0.638164445062086,0.161832529180293,-0.0144169115965019,-1.28950205558378,1,2,3,0.1,1,0,57,experiment_lm1,A,100
-0.638164226787802,2.4625649622687,-1.40638465249862,-1.7237543419909,1,2,3,0.1,1,0,58,experiment_lm1,A,100
-0.63816451057633,-3.83090064739667,0.0349828435751527,-1.60047271874412,3,1,2,0.1,1,0,59,experiment_lm1,A,100
-0.638164240131739,1.28705194751149,0.00756249898227916,-0.48748420597289,1,2,3,0.1,1,0,60,experiment_lm1,A,100
-0.638164003550923,0.689461459742177,1.71298772272491,-0.643197016305897,2,1,3,0.1,1,0,61,experiment_lm1,A,100
-0.638164446638441,-3.49989176768201,-1.30012513771053,0.567938000001527,3,2,1,0.1,1,0,62,experiment_lm1,A,100
-0.638164422632772,-0.279868822432074,-0.84056931192064,-0.365546813497402,1,3,2,0.1,1,0,63,experiment_lm1,A,100
-0.638164215491591,-2.51285127111761,1.25410692180027,0.261689498285772,3,1,2,0.1,1,0,64,experiment_lm1,A,100
-0.638164103368312,2.33375929612338,0.120294614792488,-1.60686029659085,1,2,3,0.1,1,0,65,experiment_lm1,A,100
-0.638164061502375,-2.36325705954349,0.96844490888307,-0.413017785694714,3,1,2,0.1,1,0,66,experiment_lm1,A,100
-0.638164269365599,0.993902595050154,0.164839157310248,-0.500213326114731,1,2,3,0.1,1,0,67,experiment_lm1,A,100
-0.638164063821599,1.76705152497758,0.0749713324388597,-0.189575419359643,1,2,3,0.1,1,0,68,experiment_lm1,A,100
-0.638164182672626,-3.09945038148158,0.976838174129297,0.74741567896866,3,1,2,0.1,1,0,69,experiment_lm1,A,100
-0.638164304123105,-0.276891704368733,-0.389030231967833,0.847115963612837,2,3,1,0.1,1,0,70,experiment_lm1,A,100
-0.638164415633832,-0.0742910599119514,1.31242277994036,-0.844086352944161,2,1,3,0.1,1,0,71,experiment_lm1,A,100
-0.638164176949102,-0.660927447117703,-0.291001644702259,-3.39449699507453,2,1,3,0.1,1,0,72,experiment_lm1,A,100
-0.638164265533917,0.0689608560696337,0.803189023847132,0.757212358202856,3,1,2,0.1,1,0,73,experiment_lm1,A,100
-0.6381643307397,0.23333647230047,1.03566642333693,-0.0575839365976757,2,1,3,0.1,1,0,74,experiment_lm1,A,100
-0.638164512279458,-2.89183512095582,-0.0755792821706517,1.60638256000062,3,2,1,0.1,1,0,75,experiment_lm1,A,100
-0.638164170886854,2.12159951103072,1.82586606921471,0.172969249739604,1,2,3,0.1,1,0,76,experiment_lm1,A,100
-0.638164072384372,-1.68289736404996,-0.778194344488128,0.862712882210963,3,2,1,0.1,1,0,77,experiment_lm1,A,100
-0.638164046077817,1.5207541235233,1.54120772370733,1.19635250385915,2,1,3,0.1,1,0,78,experiment_lm1,A,100
-0.638164356889696,-0.308774150130712,0.265478302210878,-0.905825092494608,2,1,3,0.1,1,0,79,experiment_lm1,A,100
-0.638164264794103,1.42058647658047,-1.32982642955881,1.08415490820993,1,3,2,0.1,1,0,80,experiment_lm1,A,100
-0.63816438549116,-2.96363928446529,0.947352672034792,-2.05490418680692,3,1,2,0.1,1,0,81,experiment_lm1,A,100
-0.638164279066997,3.79442038392841,-0.385043589181944,-0.115268643622237,1,3,2,0.1,1,0,82,experiment_lm1,A,100
-0.63816431691024,1.23454213981634,-1.89540188758406,-0.567152063383998,1,3,2,0.1,1,0,83,experiment_lm1,A,100
-0.638164297428621,1.6893337468819,-0.105808619024045,-2.55788061846705,1,2,3,0.1,1,0,84,experiment_lm1,A,100
-0.638164306256258,2.11834693720412,2.38847633764955,2.4194327986059,3,2,1,0.1,1,0,85,experiment_lm1,A,100
-0.63816419490512,-1.40701889107989,1.24205698329376,0.760445393744974,3,1,2,0.1,1,0,86,experiment_lm1,A,100
-0.638164421661926,1.33170335679546,1.65387534137625,-0.873249002376966,2,1,3,0.1,1,0,87,experiment_lm1,A,100
-0.638164216198002,-2.12390769222675,-1.12413206637139,2.78903499583738,3,2,1,0.1,1,0,88,experiment_lm1,A,100
-0.638164353498914,2.09945983814221,-0.609858554901403,0.78752339813773,1,3,2,0.1,1,0,89,experiment_lm1,A,100
-0.638164301940014,1.78042807810596,-0.991824679625654,-0.441133496193315,1,3,2,0.1,1,0,90,experiment_lm1,A,100
-0.638164534589031,-3.22762344672916,0.152601014776743,-2.20914667519376,3,1,2,0.1,1,0,91,experiment_lm1,A,100
-0.638164370728929,1.30073766417632,-0.955498835246999,-1.04720243636531,1,2,3,0.1,1,0,92,experiment_lm1,A,100
-0.638164215586932,0.985412631023135,-0.851397387115123,-2.75405284783686,1,2,3,0.1,1,0,93,experiment_lm1,A,100
-0.638164288864068,-2.18296978619485,-2.30964833922067,0.0699168494748037,2,3,1,0.1,1,0,94,experiment_lm1,A,100
-0.638164280431847,2.08948773946947,-0.567694571005542,1.00632000226549,1,3,2,0.1,1,0,95,experiment_lm1,A,100
-0.638164047669397,2.06120428416604,0.408281836606552,-0.405579648595476,1,2,3,0.1,1,0,96,experiment_lm1,A,100
-0.638164489610218,-2.62336541947273,-0.51305975760934,-0.294114883825537,3,2,1,0.1,1,0,97,experiment_lm1,A,100
-0.638164436971944,0.0873712249814219,0.161279340747443,0.0486117175329918,2,1,3,0.1,1,0,98,experiment_lm1,A,100
-0.638164182719931,1.57540306554479,1.40781429417147,1.21362211466546,1,2,3,0.1,1,0,99,experiment_lm1,A,100
-0.638164313707216,0.782775606254387,-0.468515326776734,-0.260756570631351,1,3,2,0.1,1,0,100,experiment_lm1,A,100
-0.544607441206127,-2.73331547969244,-0.871267234658156,0.0660132051000675,3,2,1,0.3,1,0,1,experiment_lm1,A,100
-0.544607465868373,-2.20021993018782,0.0280661164266658,-0.762926599846322,3,1,2,0.3,1,0,2,experiment_lm1,A,100
-0.544606736403101,-2.15977714764916,0.28163696268833,-0.894538901869374,3,1,2,0.3,1,0,3,experiment_lm1,A,100
-0.544607172403536,1.89366147792276,0.642487393998074,-2.58690145098854,1,2,3,0.3,1,0,4,experiment_lm1,A,100
-0.544607098037263,-1.6960890964628,0.509596669063516,-0.0501041784275814,3,1,2,0.3,1,0,5,experiment_lm1,A,100
-0.544606468518127,3.14643188819742,0.109627569625004,-0.140328485389571,1,2,3,0.3,1,0,6,experiment_lm1,A,100
-0.544607350812863,1.22850273087992,0.00618336875634701,0.0255659363983637,1,3,2,0.3,1,0,7,experiment_lm1,A,100
-0.544606369055299,-0.143673200349586,3.51594934349523,-0.890458479746721,2,1,3,0.3,1,0,8,experiment_lm1,A,100
-0.544606589884619,-0.21630325785562,0.498387614245767,-0.958564407183586,2,1,3,0.3,1,0,9,experiment_lm1,A,100
-0.54460739580356,-0.33148541255416,-2.27046486235567,-0.538162791852447,1,3,2,0.3,1,0,10,experiment_lm1,A,100
-0.544606858901871,2.88700968398824,0.0127429728745927,2.95697296603719,2,3,1,0.3,1,0,11,experiment_lm1,A,100
-0.544607011386091,0.506574311596641,0.598145999144623,-1.22206031456799,2,1,3,0.3,1,0,12,experiment_lm1,A,100
-0.544606508783424,-1.13663104786687,0.395389037454082,0.760299734762897,3,2,1,0.3,1,0,13,experiment_lm1,A,100
-0.544606533499029,1.57495193251882,1.48130941570715,0.335694575303877,1,2,3,0.3,1,0,14,experiment_lm1,A,100
-0.544607168807075,-0.0263970220741782,0.157377308366074,1.74915940350931,3,2,1,0.3,1,0,15,experiment_lm1,A,100
-0.54460697819808,2.16477677896644,-1.52969979542719,0.142715296067109,1,3,2,0.3,1,0,16,experiment_lm1,A,100
-0.544606859793372,-0.386622217257982,-0.222418778271908,1.69792397558975,3,2,1,0.3,1,0,17,experiment_lm1,A,100
-0.54460657775837,1.87433235229523,-0.648828221627195,1.66947997164682,1,3,2,0.3,1,0,18,experiment_lm1,A,100
-0.544606605294158,2.01007379638782,1.19790880664934,1.79466559348159,1,3,2,0.3,1,0,19,experiment_lm1,A,100
-0.544607809716579,-2.91453880963972,-1.82796991835729,-1.70326743037998,3,2,1,0.3,1,0,20,experiment_lm1,A,100
-0.544606947778645,0.949406259869945,1.31846270895931,-0.144678451046136,2,1,3,0.3,1,0,21,experiment_lm1,A,100
-0.544607347149951,1.06306058263707,0.407011610838325,-1.56593220618987,1,2,3,0.3,1,0,22,experiment_lm1,A,100
-0.544607358092873,-0.888342695948663,-1.08845189388795,-2.41403350586318,1,2,3,0.3,1,0,23,experiment_lm1,A,100
