none,group1,group2,group3,group4,group5,group1_rank,group2_rank,group3_rank,group4_rank,group5_rank,correlation,pre_grouped,standardized,test_id,model_type,grouping,No_test_obs
-0.638164081959512,0.037005435446701,1.99191355172887,-0.576939177232129,0.977311038675157,-1.00455981032064,3,1,4,2,5,0.1,1,0,6,experiment_lm1,B,100
-0.638164390710471,0.406000246915995,-0.0850663606391276,-1.54029252419325,-0.389270398685045,0.73722024493698,2,3,5,4,1,0.1,1,0,7,experiment_lm1,B,100
-0.638164112492968,0.864091930711561,3.22697867313293,0.285883422871357,0.137785755355019,-0.528538886848582,2,1,3,4,5,0.1,1,0,8,experiment_lm1,B,100
-0.638164144238803,0.12409564313667,0.35320222535374,1.04168295851925,0.478618698967665,-1.75600553870991,4,3,1,2,5,0.1,1,0,9,experiment_lm1,B,100
-0.638164375922838,0.142904670706734,-1.79703248200048,0.67905129377879,-0.608967976332006,-0.854109929658107,2,5,1,3,4,0.1,1,0,10,experiment_lm1,B,100
-0.638164164949346,0.894239260883717,-3.18603285365545,-1.45774720266767,-0.438624329456026,0.821560729373164,1,5,4,3,2,0.1,1,0,11,experiment_lm1,B,100
-0.638164256747964,-0.713777315418424,0.675171279605643,0.0176085282425896,-0.346048065798154,-1.01913425401118,4,1,2,3,5,0.1,1,0,12,experiment_lm1,B,100
-0.638164107026497,0.684972082508882,2.11053440429769,1.86493990234279,0.444280172992086,-0.23127565326459,3,1,2,4,5,0.1,1,0,13,experiment_lm1,B,100
-0.638164081555833,-0.633054536291959,-0.639301491726226,0.154642713896244,-0.295847095031477,-0.168014324523375,4,5,1,3,2,0.1,1,0,14,experiment_lm1,B,100
-0.638164322578591,0.00768055246046587,-0.785490404148651,0.175634590118292,-1.19160573431547,2.08886698943218,3,4,2,5,1,0.1,1,0,15,experiment_lm1,B,100
-0.63816424495157,-1.07593296540625,-1.08661440061466,-1.01531609926343,1.67412869598496,-0.138847555679045,4,5,3,1,2,0.1,1,0,16,experiment_lm1,B,100
-0.63816420559888,-0.267118019104276,-1.82883450121003,1.40224221268615,-0.530737136405039,2.00636279182333,3,5,2,4,1,0.1,1,0,17,experiment_lm1,B,100
-0.638164080595627,0.309191619844608,0.470042634848271,0.25605250706151,0.617929698453728,0.179820779076957,3,2,4,1,5,0.1,1,0,18,experiment_lm1,B,100
-0.638164122714099,-1.00840304207944,-2.14327534931002,-1.14565032440196,1.07637816384159,1.58526385094752,3,5,4,2,1,0.1,1,0,19,experiment_lm1,B,100
-0.638164508087043,0.80918104829438,-2.02653527503834,1.22165478841111,-1.65330444818859,-1.76935601666782,2,5,1,3,4,0.1,1,0,20,experiment_lm1,B,100
-0.638164206858298,0.890454387437531,-0.00543265705910478,-0.104454299331414,-1.71151591523701,-0.620854011782084,1,2,3,5,4,0.1,1,0,21,experiment_lm1,B,100
-0.638164345063346,-0.194177801206027,-1.271279830563,-0.915611029689216,-1.22931739050102,-1.20261829485193,1,5,2,4,3,0.1,1,0,22,experiment_lm1,B,100
-0.638164389727886,0.0661255454421937,0.122822205484115,0.130929384565833,0.337783634836281,-2.08640491872212,4,3,2,1,5,0.1,1,0,23,experiment_lm1,B,100
-0.638164387155102,-0.200162758857104,0.0488546089371225,1.45115221487528,-0.878718292634119,2.42960282698058,4,3,2,5,1,0.1,1,0,24,experiment_lm1,B,100
-0.638164346455297,-0.625820837585012,-0.566303499825333,0.605401046100174,1.10463713882492,-1.15842085380977,4,3,2,1,5,0.1,1,0,25,experiment_lm1,B,100
-0.638164116526623,0.123297665039879,-0.863788474252916,0.874045779073616,0.981535085591542,1.63510574811354,4,5,3,2,1,0.1,1,0,26,experiment_lm1,B,100
-0.638164184636421,0.132020987970793,3.52301904505324,0.300554290948423,0.298480672435422,-0.0494519477616234,4,1,2,3,5,0.1,1,0,27,experiment_lm1,B,100
-0.638164383059175,-0.65792595758948,-1.34899148286755,0.859505570436298,0.982780501371831,1.06642086665191,4,5,3,2,1,0.1,1,0,28,experiment_lm1,B,100
-0.638164132466813,-0.0483521015880097,-0.577150749957906,0.171895182344457,1.24759067872847,1.13189209536867,4,5,3,1,2,0.1,1,0,29,experiment_lm1,B,100
-0.63816436615418,-0.243658159651267,-1.23327987692862,1.43431308639336,0.224867283958016,-0.285407457128996,3,5,1,2,4,0.1,1,0,30,experiment_lm1,B,100
-0.638164243172423,-0.132118548493553,1.68668744099095,-0.442555122297986,1.39626350945415,-0.721376834622861,3,1,4,2,5,0.1,1,0,31,experiment_lm1,B,100
-0.638164159927352,-0.0554609519025191,-1.19147646377598,0.351118570189155,-0.767143375290889,-2.7951708144542,2,4,1,3,5,0.1,1,0,32,experiment_lm1,B,100
-0.638164184945132,-0.567729719976579,-0.74232010263344,1.04348042506077,0.711285201896274,2.1443386223547,4,5,2,3,1,0.1,1,0,33,experiment_lm1,B,100
-0.638164228570614,0.0573401124376981,-0.87010584591905,-0.436963426836567,-0.747789841024047,1.71769362379961,2,5,3,4,1,0.1,1,0,34,experiment_lm1,B,100
-0.638164429504347,0.257071528147958,0.730496734220214,-0.960431989634875,0.206913449548215,-1.27216592239712,2,1,4,3,5,0.1,1,0,35,experiment_lm1,B,100
-0.638164360226418,-0.690722082774207,-0.316374403240282,-1.11235266226974,-0.5213116119734,-2.08120124008456,3,1,4,2,5,0.1,1,0,36,experiment_lm1,B,100
-0.638164255393018,-0.111301042132783,0.372361371807322,-1.26318717002086,-0.57008558177336,0.626906169406538,3,2,5,4,1,0.1,1,0,37,experiment_lm1,B,100
-0.638164401400538,-0.491633064349349,1.75342762041553,-0.118653970280741,-1.34438144443733,3.23834997093212,4,2,3,5,1,0.1,1,0,38,experiment_lm1,B,100
-0.638164472767574,1.32109798930263,-0.428410127243966,1.02913652984615,-1.8135999560597,0.271893079592016,1,4,2,5,3,0.1,1,0,39,experiment_lm1,B,100
-0.638164294518318,0.932959829756473,0.150604651769664,1.36756782512768,-1.8595688146497,2.23663081419978,3,4,2,5,1,0.1,1,0,40,experiment_lm1,B,100
-0.638164322854439,-0.145477257834908,-1.012689027215,0.421627118175866,-0.705181197844624,-2.20704739281718,2,4,1,3,5,0.1,1,0,41,experiment_lm1,B,100
-0.638164303096394,0.295904988965072,1.34743206564596,-0.218640832470014,0.137063740693233,-0.394421989135476,2,1,4,3,5,0.1,1,0,42,experiment_lm1,B,100
-0.638164208669992,0.129024203850919,0.408671431496299,-0.00820526391782639,1.01853436644029,0.38043444238324,4,2,5,1,3,0.1,1,0,43,experiment_lm1,B,100
-0.638164135018302,0.126574858004183,0.394265008017411,1.39691776842038,0.608191548827328,-1.72731326753111,4,3,1,2,5,0.1,1,0,44,experiment_lm1,B,100
-0.638164538580908,0.991349589376251,0.297189574744815,-0.335560252609241,-2.95708154187878,0.845592022911167,1,3,4,5,2,0.1,1,0,45,experiment_lm1,B,100
-0.638164357517549,0.535468490848167,-1.1960255086519,-0.243635349587718,0.121511799324166,-1.79307002574734,1,4,3,2,5,0.1,1,0,46,experiment_lm1,B,100
-0.638164415170439,-0.128654826641513,2.60701294177574,-1.5209243634236,-0.849986189428354,-1.47459235706761,2,1,5,3,4,0.1,1,0,47,experiment_lm1,B,100
-0.638164327318849,-0.177423170413848,2.17043615600424,1.97653909669282,-1.17598326696784,-0.48409300822518,3,1,2,5,4,0.1,1,0,48,experiment_lm1,B,100
-0.638164313538622,0.667963242899116,-0.845990495394081,1.71000084263518,-0.687056513919885,-1.1366548171211,2,4,1,3,5,0.1,1,0,49,experiment_lm1,B,100
-0.638164285799896,0.14411963377399,-1.487922434757,-0.487063942882546,-0.176363938107536,-1.20480341067904,1,5,3,2,4,0.1,1,0,50,experiment_lm1,B,100
-0.638164302675198,-0.383667761462425,0.219294725575342,-0.135131206246616,-0.447761889548137,1.89054191634073,4,2,3,5,1,0.1,1,0,51,experiment_lm1,B,100
-0.6381643495134,0.544483978622559,1.67294299256709,1.15152711147038,-1.153922407856,-0.187426884472449,3,1,2,5,4,0.1,1,0,52,experiment_lm1,B,100
-0.638164155159049,0.895676941368185,0.733794684493774,-1.35718222718038,0.826173885381911,0.539566444367867,1,3,5,2,4,0.1,1,0,53,experiment_lm1,B,100
-0.638164555639183,-0.405975020332132,-0.209775319813872,-1.37693374149149,-2.33175044461341,-0.0147525875912278,3,2,4,5,1,0.1,1,0,54,experiment_lm1,B,100
-0.638164395539975,0.206180219563831,0.812778156077286,-0.599444043310937,-1.36997890276767,1.21774826585307,3,2,4,5,1,0.1,1,0,55,experiment_lm1,B,100
-0.638164278311955,-0.932928318346213,1.92696984857743,-0.738386289482415,-0.0572731226609501,0.311256067173886,5,1,4,3,2,0.1,1,0,56,experiment_lm1,B,100
-0.63816446468433,-1.86518861708996,2.06467333158669,0.456798396534841,-0.485795714786592,-1.31257382385997,5,1,2,3,4,0.1,1,0,57,experiment_lm1,B,100
-0.638164232178594,0.5974264252421,1.87225973469422,-0.916502220674619,-0.410709771925029,-1.8100482059083,2,1,4,3,5,0.1,1,0,58,experiment_lm1,B,100
-0.638164459869457,-1.11589979797373,-2.75836808482589,0.306538069814907,-0.266231501160214,-1.56242920344233,3,5,1,2,4,0.1,1,0,59,experiment_lm1,B,100
-0.63816426525947,0.291817455882376,0.992910179692854,0.518828907394893,-0.474856193056717,-0.521570096772702,3,1,2,4,5,0.1,1,0,60,experiment_lm1,B,100
-0.638163981194575,0.22685427519282,0.546684421534884,0.341549445436419,1.31028985024545,-0.666125868674605,4,2,3,1,5,0.1,1,0,61,experiment_lm1,B,100
-0.638164408836338,-0.977672360927222,-2.43814072310415,0.265593742078019,-1.66925937084442,0.58739981036126,3,5,2,4,1,0.1,1,0,62,experiment_lm1,B,100
-0.638164382311573,0.069434893889761,-0.269735473201013,0.277375814116688,-1.19004167572979,-0.373018516158411,2,3,1,5,4,0.1,1,0,63,experiment_lm1,B,100
