n_vars,n_test,n_train,correlation,model,n_batches,n_samples,n_cores,computer_name,approach,time
7,20,10000,0.5,xgboost,4,1000,4,Linuxjullum,empirical,7.30400000000009
10,20,10000,0.5,xgboost,4,1000,4,Linuxjullum,empirical,17.0930000000008
5,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,4.9429999999993
7,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.04200000000128
10,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.71399999999994
5,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.20300000000134
7,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.43000000000029
10,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,7.73600000000079
5,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.30999999999767
7,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,5.75400000000082
10,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,10.3780000000006
5,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,6.00900000000183
7,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,7.81299999999828
10,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,empirical,21.1209999999992
7,5,1000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,5.18000000000029
10,5,1000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,5.70600000000195
7,20,1000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,5.37099999999919
10,20,1000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,7.37099999999919
7,5,10000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,5.71299999999974
10,5,10000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,9.53000000000247
7,20,10000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,7.84599999999773
10,20,10000,0.5,xgboost,8,1000,4,Linuxjullum,empirical,18.3960000000006
7,5,1000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,5.05500000000029
10,5,1000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,5.66600000000108
7,20,1000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,5.48699999999735
10,20,1000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,7.72000000000116
7,5,10000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,6.01699999999983
10,5,10000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,9.9890000000014
7,20,10000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,7.89300000000003
10,20,10000,0.5,xgboost,10,1000,4,Linuxjullum,empirical,20.4350000000013
7,5,1000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,5.13300000000163
10,5,1000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,5.73099999999977
7,20,1000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,5.9320000000007
10,20,1000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,7.70999999999913
7,5,10000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,5.89199999999983
10,5,10000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,9.78499999999985
7,20,10000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,8.13100000000122
10,20,10000,0.5,xgboost,15,1000,4,Linuxjullum,empirical,20.4130000000005
7,5,1000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,5.09100000000035
10,5,1000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,5.77799999999843
7,20,1000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,5.65899999999965
10,20,1000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,8.05899999999747
7,5,10000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,5.78600000000006
10,5,10000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,10.0020000000004
7,20,10000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,8.34399999999732
10,20,10000,0.5,xgboost,20,1000,4,Linuxjullum,empirical,20.3240000000005
7,5,1000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,5.13999999999942
10,5,1000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,5.78700000000026
7,20,1000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,5.77299999999741
10,20,1000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,7.8849999999984
7,5,10000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,5.94799999999668
10,5,10000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,10.1820000000007
7,20,10000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,8.75800000000163
10,20,10000,0.5,xgboost,25,1000,4,Linuxjullum,empirical,20.8299999999981
7,5,1000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,5.22899999999936
10,5,1000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,5.79899999999907
7,20,1000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,6.08199999999852
10,20,1000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,8.56399999999849
7,5,10000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,6.05299999999988
10,5,10000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,11.0950000000012
7,20,10000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,9.21299999999974
10,20,10000,0.5,xgboost,30,1000,4,Linuxjullum,empirical,22.8330000000024
10,5,1000,0.5,xgboost,35,1000,4,Linuxjullum,empirical,5.91199999999662
10,20,1000,0.5,xgboost,35,1000,4,Linuxjullum,empirical,8.93699999999808
10,5,10000,0.5,xgboost,35,1000,4,Linuxjullum,empirical,10.8960000000006
10,20,10000,0.5,xgboost,35,1000,4,Linuxjullum,empirical,22.9969999999994
10,5,1000,0.5,xgboost,40,1000,4,Linuxjullum,empirical,5.875
10,20,1000,0.5,xgboost,40,1000,4,Linuxjullum,empirical,9.0109999999986
10,5,10000,0.5,xgboost,40,1000,4,Linuxjullum,empirical,10.5610000000015
10,20,10000,0.5,xgboost,40,1000,4,Linuxjullum,empirical,22.6219999999994
10,5,1000,0.5,xgboost,45,1000,4,Linuxjullum,empirical,6.05299999999988
10,20,1000,0.5,xgboost,45,1000,4,Linuxjullum,empirical,9.2599999999984
10,5,10000,0.5,xgboost,45,1000,4,Linuxjullum,empirical,10.5159999999996
10,20,10000,0.5,xgboost,45,1000,4,Linuxjullum,empirical,24.1049999999996
10,5,1000,0.5,xgboost,50,1000,4,Linuxjullum,empirical,6.23800000000119
10,20,1000,0.5,xgboost,50,1000,4,Linuxjullum,empirical,9.69100000000253
10,5,10000,0.5,xgboost,50,1000,4,Linuxjullum,empirical,11.2180000000008
10,20,10000,0.5,xgboost,50,1000,4,Linuxjullum,empirical,25.226999999999
5,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,2.43700000000172
7,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,2.03300000000309
10,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,3.75500000000102
5,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,2.16600000000108
7,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,2.79899999999907
10,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,7.49499999999898
5,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,2.67299999999887
7,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,4.04599999999846
10,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,13.2779999999984
5,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,3.7390000000014
7,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,7.59799999999814
10,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,empirical,41.7860000000001
5,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,2.97399999999834
7,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,3.14400000000023
10,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,4.27100000000064
5,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,3.53900000000067
7,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,3.45800000000236
10,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,6.41600000000108
5,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,3.33500000000277
7,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,4.29100000000108
10,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,9.75800000000163
5,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,4.10900000000038
7,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,6.53499999999985
10,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,empirical,24.6520000000019
5,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.06599999999889
7,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.14899999999761
10,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.67699999999968
5,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.19100000000253
7,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.59100000000035
10,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,7.03099999999904
5,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.22100000000137
7,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.94800000000032
10,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,9.34400000000096
5,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,5.90500000000247
7,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,7.62099999999919
10,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,empirical,17.7200000000012
5,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,6.8739999999998
7,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.14300000000003
10,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.58000000000175
5,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.01300000000265
7,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.17000000000189
10,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,8.6150000000016
5,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.16400000000067
7,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.73300000000018
10,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,10.3830000000016
5,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,7.56999999999971
7,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,8.77899999999863
10,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,empirical,17.0720000000001
7,5,1000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,9.08599999999933
10,5,1000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,9.35900000000038
7,20,1000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,9.41599999999744
10,20,1000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,10.6740000000027
7,5,10000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,9.40999999999985
10,5,10000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,12.5549999999967
7,20,10000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,10.6189999999988
10,20,10000,0.5,xgboost,8,1000,12,Linuxjullum,empirical,17.3220000000001
7,5,1000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,11.2900000000009
10,5,1000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,11.3090000000011
7,20,1000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,11.2409999999982
10,20,1000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,12.4799999999996
7,5,10000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,11.5299999999988
10,5,10000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,13.6709999999985
7,20,10000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,12.6299999999974
10,20,10000,0.5,xgboost,10,1000,12,Linuxjullum,empirical,18.4000000000015
7,5,1000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,13.0060000000012
10,5,1000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,13.2300000000032
7,20,1000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,13.3970000000008
10,20,1000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,14.648000000001
7,5,10000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,13.4110000000001
10,5,10000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,15.9650000000001
7,20,10000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,14.969000000001
10,20,10000,0.5,xgboost,15,1000,12,Linuxjullum,empirical,22.1959999999999
7,5,1000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,12.9639999999999
10,5,1000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,13.3340000000026
7,20,1000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,13.2900000000009
10,20,1000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,14.612000000001
7,5,10000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,13.5589999999975
10,5,10000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,15.9279999999999
7,20,10000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,14.7019999999975
10,20,10000,0.5,xgboost,20,1000,12,Linuxjullum,empirical,21.5159999999996
7,5,1000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,13.0220000000008
10,5,1000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,13.5949999999975
7,20,1000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,13.4070000000029
10,20,1000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,14.4939999999988
7,5,10000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,13.2919999999976
10,5,10000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,15.4989999999998
7,20,10000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,14.7249999999985
10,20,10000,0.5,xgboost,25,1000,12,Linuxjullum,empirical,20.768
7,5,1000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,13.0319999999992
10,5,1000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,13.4510000000009
7,20,1000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,13.6540000000023
10,20,1000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,14.7940000000017
7,5,10000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,13.655999999999
10,5,10000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,16.3289999999979
7,20,10000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,15.1200000000026
10,20,10000,0.5,xgboost,30,1000,12,Linuxjullum,empirical,22.3179999999993
10,5,1000,0.5,xgboost,35,1000,12,Linuxjullum,empirical,13.7569999999978
10,20,1000,0.5,xgboost,35,1000,12,Linuxjullum,empirical,14.5600000000013
10,5,10000,0.5,xgboost,35,1000,12,Linuxjullum,empirical,15.7780000000021
10,20,10000,0.5,xgboost,35,1000,12,Linuxjullum,empirical,21.8599999999969
10,5,1000,0.5,xgboost,40,1000,12,Linuxjullum,empirical,13.5400000000009
10,20,1000,0.5,xgboost,40,1000,12,Linuxjullum,empirical,14.9290000000001
10,5,10000,0.5,xgboost,40,1000,12,Linuxjullum,empirical,16.2049999999981
10,20,10000,0.5,xgboost,40,1000,12,Linuxjullum,empirical,22.974000000002
10,5,1000,0.5,xgboost,45,1000,12,Linuxjullum,empirical,13.6709999999985
10,20,1000,0.5,xgboost,45,1000,12,Linuxjullum,empirical,14.9860000000008
10,5,10000,0.5,xgboost,45,1000,12,Linuxjullum,empirical,16.1750000000029
10,20,10000,0.5,xgboost,45,1000,12,Linuxjullum,empirical,22.4170000000013
10,5,1000,0.5,xgboost,50,1000,12,Linuxjullum,empirical,13.6209999999992
10,20,1000,0.5,xgboost,50,1000,12,Linuxjullum,empirical,15.3029999999999
10,5,10000,0.5,xgboost,50,1000,12,Linuxjullum,empirical,15.9489999999969
10,20,10000,0.5,xgboost,50,1000,12,Linuxjullum,empirical,23.3780000000006
5,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,1.92299999999887
7,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,2.09700000000157
10,5,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,3.59199999999692
5,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,2.08799999999974
7,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,2.89300000000003
10,20,1000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,7.37000000000262
5,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,2.61800000000221
7,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,3.80499999999665
10,5,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,14.0200000000004
5,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,3.88799999999901
7,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,7.39900000000125
10,20,10000,0.5,xgboost,1,1000,2,Linuxjullum,empirical,41.7909999999974
5,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,3.3070000000007
7,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,2.88199999999779
10,5,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,4.14999999999782
5,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,2.97200000000157
7,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,3.40700000000288
10,20,1000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,6.26900000000023
5,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,3.16899999999805
7,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,4.2510000000002
10,5,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,9.66399999999703
5,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,4.11499999999796
7,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,6.1050000000032
10,20,10000,0.5,xgboost,2,1000,2,Linuxjullum,empirical,23.9190000000017
5,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,2.85900000000038
7,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,3.00200000000041
10,5,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,3.99699999999939
5,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,3.1349999999984
7,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,3.5560000000005
10,20,1000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,6.73099999999977
5,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,3.28299999999945
7,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,4.45600000000195
10,5,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,10.2060000000019
5,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,4.63999999999942
7,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,6.46999999999753
10,20,10000,0.5,xgboost,4,1000,2,Linuxjullum,empirical,24.3170000000027
5,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,2.89600000000064
7,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,3.09799999999814
10,5,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,4.01699999999983
5,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,3.21199999999953
7,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,3.63999999999942
10,20,1000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,6.84699999999793
5,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,3.27699999999822
7,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,4.34400000000096
10,5,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,10.0469999999987
5,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,4.47600000000239
7,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,6.7589999999982
10,20,10000,0.5,xgboost,6,1000,2,Linuxjullum,empirical,25.4569999999985
7,5,1000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,3.04300000000148
10,5,1000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,4.06400000000212
7,20,1000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,3.73700000000099
10,20,1000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,6.87700000000041
7,5,10000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,4.07500000000073
10,5,10000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,10.7489999999998
7,20,10000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,6.97300000000178
10,20,10000,0.5,xgboost,8,1000,2,Linuxjullum,empirical,25.5429999999978
7,5,1000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,3.19099999999889
10,5,1000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,4.18999999999869
7,20,1000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,3.84299999999712
10,20,1000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,7.02599999999802
7,5,10000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,4.6260000000002
10,5,10000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,10.5730000000003
7,20,10000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,7.26900000000023
10,20,10000,0.5,xgboost,10,1000,2,Linuxjullum,empirical,25.9079999999994
7,5,1000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,3.22799999999916
10,5,1000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,4.34600000000137
7,20,1000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,4.0470000000023
10,20,1000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,7.64300000000003
7,5,10000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,4.40299999999843
10,5,10000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,11.125
7,20,10000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,8.14300000000003
10,20,10000,0.5,xgboost,15,1000,2,Linuxjullum,empirical,29.6349999999984
7,5,1000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,3.26200000000244
10,5,1000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,4.32099999999991
7,20,1000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,4.32900000000154
10,20,1000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,8.61799999999857
7,5,10000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,4.41300000000047
10,5,10000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,11.7510000000002
7,20,10000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,8.67299999999887
10,20,10000,0.5,xgboost,20,1000,2,Linuxjullum,empirical,28.3299999999981
7,5,1000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,3.4989999999998
10,5,1000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,4.3739999999998
7,20,1000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,4.85000000000218
10,20,1000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,8.22899999999936
7,5,10000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,4.53600000000006
10,5,10000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,11.255000000001
7,20,10000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,9.10499999999956
10,20,10000,0.5,xgboost,25,1000,2,Linuxjullum,empirical,28.9749999999985
7,5,1000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,3.44099999999889
10,5,1000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,4.57200000000012
7,20,1000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,4.80999999999767
10,20,1000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,8.98500000000058
7,5,10000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,4.74799999999959
10,5,10000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,12.5149999999994
7,20,10000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,9.80899999999747
10,20,10000,0.5,xgboost,30,1000,2,Linuxjullum,empirical,30.961000000003
10,5,1000,0.5,xgboost,35,1000,2,Linuxjullum,empirical,4.52499999999782
10,20,1000,0.5,xgboost,35,1000,2,Linuxjullum,empirical,9.27200000000084
10,5,10000,0.5,xgboost,35,1000,2,Linuxjullum,empirical,12.0090000000018
10,20,10000,0.5,xgboost,35,1000,2,Linuxjullum,empirical,29.4720000000016
10,5,1000,0.5,xgboost,40,1000,2,Linuxjullum,empirical,4.78000000000247
10,20,1000,0.5,xgboost,40,1000,2,Linuxjullum,empirical,9.92599999999948
10,5,10000,0.5,xgboost,40,1000,2,Linuxjullum,empirical,12.3009999999995
10,20,10000,0.5,xgboost,40,1000,2,Linuxjullum,empirical,31.9170000000013
10,5,1000,0.5,xgboost,45,1000,2,Linuxjullum,empirical,4.9900000000016
10,20,1000,0.5,xgboost,45,1000,2,Linuxjullum,empirical,10.2330000000002
10,5,10000,0.5,xgboost,45,1000,2,Linuxjullum,empirical,13.5070000000014
10,20,10000,0.5,xgboost,45,1000,2,Linuxjullum,empirical,33.5470000000023
10,5,1000,0.5,xgboost,50,1000,2,Linuxjullum,empirical,4.81499999999869
10,20,1000,0.5,xgboost,50,1000,2,Linuxjullum,empirical,10.0879999999997
10,5,10000,0.5,xgboost,50,1000,2,Linuxjullum,empirical,12.7360000000008
10,20,10000,0.5,xgboost,50,1000,2,Linuxjullum,empirical,33.6680000000015
5,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,3.20100000000093
7,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,9.58100000000195
10,5,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,84.6270000000004
5,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,7.60900000000038
7,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,32.0580000000009
10,20,1000,0.5,xgboost,1,1000,16,Linuxjullum,copula,325.167000000001
5,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,3.67799999999988
7,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,12.3199999999997
10,5,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,106.943000000003
5,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,9.2400000000016
7,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,40.987000000001
10,20,10000,0.5,xgboost,1,1000,16,Linuxjullum,copula,404.942999999999
5,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,3.55400000000009
7,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,7.02200000000084
10,5,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,46.137999999999
5,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,6.04200000000128
7,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,18.5109999999986
10,20,1000,0.5,xgboost,2,1000,16,Linuxjullum,copula,171.843000000001
5,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,copula,3.89900000000125
7,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,copula,8.24400000000242
10,5,10000,0.5,xgboost,2,1000,16,Linuxjullum,copula,58.0200000000004
5,20,10000,0.5,xgboost,2,1000,16,Linuxjullum,copula,6.84000000000015
7,20,10000,0.5,xgboost,2,1000,16,Linuxjullum,copula,23.3760000000002
