n_vars,n_test,n_train,correlation,model,n_batches,n_samples,n_cores,computer_name,approach,time
7,20,1000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,7.14699999999994
10,20,1000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,17.6599999999999
5,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,5.58300000000054
7,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,5.95399999999972
10,5,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,9.76600000000053
5,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,5.8119999999999
7,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,7.23700000000008
10,20,10000,0.5,xgboost,4,1000,16,Linuxjullum,gaussian,17.9749999999995
5,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.60800000000018
7,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.81700000000001
10,5,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,10.5100000000002
5,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.72199999999975
7,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,8.59699999999975
10,20,1000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,17.6379999999999
5,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.63799999999992
7,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.92900000000009
10,5,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,10.8000000000011
5,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,7.93000000000029
7,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,9.02499999999964
10,20,10000,0.5,xgboost,6,1000,16,Linuxjullum,gaussian,18.3279999999995
7,5,1000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,10.0509999999995
10,5,1000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,12.3379999999997
7,20,1000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,10.9830000000002
10,20,1000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,18.5370000000003
7,5,10000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,10.1389999999992
10,5,10000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,12.2330000000002
7,20,10000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,11.0619999999999
10,20,10000,0.5,xgboost,8,1000,16,Linuxjullum,gaussian,18.5679999999993
7,5,1000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,12.1399999999994
10,5,1000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,13.9979999999996
7,20,1000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,12.8859999999986
10,20,1000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,19.3829999999998
7,5,10000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,12.5709999999999
10,5,10000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,14.2899999999991
7,20,10000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,12.7299999999996
10,20,10000,0.5,xgboost,10,1000,16,Linuxjullum,gaussian,19.5420000000013
7,5,1000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,17.0740000000005
10,5,1000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,19.0730000000003
7,20,1000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,18.2939999999999
10,20,1000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,24.1020000000008
7,5,10000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,17.9080000000013
10,5,10000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,19.4400000000005
7,20,10000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,18.353000000001
10,20,10000,0.5,xgboost,15,1000,16,Linuxjullum,gaussian,24.030999999999
7,5,1000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,18.9219999999987
10,5,1000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,20.9629999999997
7,20,1000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,19.4439999999995
10,20,1000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,26.6359999999986
7,5,10000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,18.8959999999988
10,5,10000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,20.9400000000005
7,20,10000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,19.2529999999988
10,20,10000,0.5,xgboost,20,1000,16,Linuxjullum,gaussian,26.0640000000003
7,5,1000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,18.5579999999991
10,5,1000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,19.9989999999998
7,20,1000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,18.8819999999996
10,20,1000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,24.6000000000004
7,5,10000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,19.0519999999997
10,5,10000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,20.4710000000014
7,20,10000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,19.4080000000013
10,20,10000,0.5,xgboost,25,1000,16,Linuxjullum,gaussian,24.7919999999995
7,5,1000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,19.1229999999996
10,5,1000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,19.6980000000003
7,20,1000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,19.0310000000009
10,20,1000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,24.2789999999986
7,5,10000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,19.0830000000005
10,5,10000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,20.3739999999998
7,20,10000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,19.244999999999
10,20,10000,0.5,xgboost,30,1000,16,Linuxjullum,gaussian,25.4120000000003
10,5,1000,0.5,xgboost,35,1000,16,Linuxjullum,gaussian,20.6679999999997
10,20,1000,0.5,xgboost,35,1000,16,Linuxjullum,gaussian,25.1529999999984
10,5,10000,0.5,xgboost,35,1000,16,Linuxjullum,gaussian,20.8790000000008
10,20,10000,0.5,xgboost,35,1000,16,Linuxjullum,gaussian,25.6010000000006
10,5,1000,0.5,xgboost,40,1000,16,Linuxjullum,gaussian,19.9709999999996
10,20,1000,0.5,xgboost,40,1000,16,Linuxjullum,gaussian,25.2860000000001
10,5,10000,0.5,xgboost,40,1000,16,Linuxjullum,gaussian,20.7420000000002
10,20,10000,0.5,xgboost,40,1000,16,Linuxjullum,gaussian,24.5220000000009
10,5,1000,0.5,xgboost,45,1000,16,Linuxjullum,gaussian,20.0159999999996
10,20,1000,0.5,xgboost,45,1000,16,Linuxjullum,gaussian,24.2669999999998
10,5,10000,0.5,xgboost,45,1000,16,Linuxjullum,gaussian,20.7249999999985
10,20,10000,0.5,xgboost,45,1000,16,Linuxjullum,gaussian,24.1229999999996
10,5,1000,0.5,xgboost,50,1000,16,Linuxjullum,gaussian,20.6489999999994
10,20,1000,0.5,xgboost,50,1000,16,Linuxjullum,gaussian,25.9049999999988
10,5,10000,0.5,xgboost,50,1000,16,Linuxjullum,gaussian,20.5609999999997
10,20,10000,0.5,xgboost,50,1000,16,Linuxjullum,gaussian,25.116
5,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,2.44800000000032
7,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,3.77599999999984
10,5,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,13.3910000000014
5,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,3.47100000000137
7,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,7.51699999999983
10,20,1000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,41.857
5,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,2.57999999999993
7,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,4.00799999999981
10,5,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,13.5300000000007
5,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,3.69200000000092
7,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,7.70700000000034
10,20,10000,0.5,xgboost,1,1000,32,Linuxjullum,gaussian,42.3839999999982
5,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,3.56099999999969
7,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,4.34299999999894
10,5,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,9.46199999999953
5,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,4.04399999999987
7,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,6.17300000000068
10,20,1000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,24.1480000000011
5,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,3.61000000000058
7,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,4.38800000000083
10,5,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,9.63199999999961
5,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,4.11699999999837
7,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,6.88999999999942
10,20,10000,0.5,xgboost,2,1000,32,Linuxjullum,gaussian,24.2039999999997
5,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,5.55099999999948
7,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,5.6760000000013
10,5,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,9.29600000000028
5,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,5.75699999999961
7,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,7.05099999999948
10,20,1000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,17.8940000000002
5,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,5.76800000000003
7,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,6.0630000000001
10,5,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,9.46100000000115
5,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,5.96200000000135
7,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,7.5010000000002
10,20,10000,0.5,xgboost,4,1000,32,Linuxjullum,gaussian,18.2200000000012
5,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,7.76599999999962
7,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,7.96600000000035
10,5,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,10.4320000000007
5,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,7.82699999999932
7,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,8.77700000000004
10,20,1000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,18.0249999999996
5,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,7.83100000000013
7,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,8.13200000000143
10,5,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,11.1149999999998
5,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,8.34599999999955
7,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,9.02000000000044
10,20,10000,0.5,xgboost,6,1000,32,Linuxjullum,gaussian,18.0520000000015
7,5,1000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,10.023000000001
10,5,1000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,12.509
7,20,1000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,10.8209999999999
10,20,1000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,18.9490000000005
7,5,10000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,10.3449999999993
10,5,10000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,12.616
7,20,10000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,11.0570000000007
10,20,10000,0.5,xgboost,8,1000,32,Linuxjullum,gaussian,19.1549999999988
7,5,1000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,12.2139999999999
10,5,1000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,14.2279999999992
7,20,1000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,13.0799999999999
10,20,1000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,20.1319999999996
7,5,10000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,12.7890000000007
10,5,10000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,14.4230000000007
7,20,10000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,13.0370000000003
10,20,10000,0.5,xgboost,10,1000,32,Linuxjullum,gaussian,20.3490000000002
7,5,1000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,17.8279999999995
10,5,1000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,19.2660000000014
7,20,1000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,17.8700000000008
10,20,1000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,23.732
7,5,10000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,18.0889999999999
10,5,10000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,19.6969999999983
7,20,10000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,18.4750000000004
10,20,10000,0.5,xgboost,15,1000,32,Linuxjullum,gaussian,23.8850000000002
7,5,1000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,23.7060000000001
10,5,1000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,24.7060000000001
7,20,1000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,23.7220000000016
10,20,1000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,28.4490000000005
7,5,10000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,24.0619999999999
10,5,10000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,24.8540000000012
7,20,10000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,23.7240000000002
10,20,10000,0.5,xgboost,20,1000,32,Linuxjullum,gaussian,28.3199999999997
7,5,1000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,28.9099999999999
10,5,1000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,29.7489999999998
7,20,1000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,29.2080000000005
10,20,1000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,32.9549999999999
7,5,10000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,29.4300000000003
10,5,10000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,30.3260000000009
7,20,10000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,29.2649999999994
10,20,10000,0.5,xgboost,25,1000,32,Linuxjullum,gaussian,33.2830000000013
7,5,1000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,34.5070000000014
10,5,1000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,35.3240000000005
7,20,1000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,34.3529999999992
10,20,1000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,38.7209999999996
7,5,10000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,34.996000000001
10,5,10000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,35.5210000000006
7,20,10000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,34.9060000000009
10,20,10000,0.5,xgboost,30,1000,32,Linuxjullum,gaussian,39.0579999999991
10,5,1000,0.5,xgboost,35,1000,32,Linuxjullum,gaussian,37.3809999999994
10,20,1000,0.5,xgboost,35,1000,32,Linuxjullum,gaussian,41.7510000000002
10,5,10000,0.5,xgboost,35,1000,32,Linuxjullum,gaussian,38
10,20,10000,0.5,xgboost,35,1000,32,Linuxjullum,gaussian,42.4200000000001
10,5,1000,0.5,xgboost,40,1000,32,Linuxjullum,gaussian,37.594000000001
10,20,1000,0.5,xgboost,40,1000,32,Linuxjullum,gaussian,41.0400000000009
10,5,10000,0.5,xgboost,40,1000,32,Linuxjullum,gaussian,38.2379999999994
10,20,10000,0.5,xgboost,40,1000,32,Linuxjullum,gaussian,41.3130000000001
10,5,1000,0.5,xgboost,45,1000,32,Linuxjullum,gaussian,37.9880000000012
10,20,1000,0.5,xgboost,45,1000,32,Linuxjullum,gaussian,40.4169999999995
10,5,10000,0.5,xgboost,45,1000,32,Linuxjullum,gaussian,38.0780000000013
10,20,10000,0.5,xgboost,45,1000,32,Linuxjullum,gaussian,40.6890000000003
10,5,1000,0.5,xgboost,50,1000,32,Linuxjullum,gaussian,37.630000000001
10,20,1000,0.5,xgboost,50,1000,32,Linuxjullum,gaussian,40.1280000000006
10,5,10000,0.5,xgboost,50,1000,32,Linuxjullum,gaussian,38.0020000000004
10,20,10000,0.5,xgboost,50,1000,32,Linuxjullum,gaussian,40.7440000000006
5,5,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,2.20099999999911
7,5,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,3.44999999999891
10,5,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,13.0079999999998
5,20,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,3.20200000000114
7,20,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,7.20600000000013
10,20,1000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,41.1010000000006
5,5,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,2.28800000000047
7,5,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,3.73500000000058
10,5,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,13.4220000000005
5,20,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,3.58899999999994
7,20,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,7.45799999999872
10,20,10000,0.5,xgboost,1,1000,8,Linuxjullum,gaussian,41.8310000000001
5,5,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,3.21099999999933
7,5,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,3.75699999999961
10,5,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,9.12700000000041
5,20,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,3.6200000000008
7,20,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,6.10900000000038
10,20,1000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,23.7430000000004
5,5,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,3.3119999999999
7,5,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,4.09100000000035
10,5,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,9.49399999999878
5,20,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,3.76100000000042
7,20,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,6.24299999999857
10,20,10000,0.5,xgboost,2,1000,8,Linuxjullum,gaussian,23.9989999999998
5,5,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.2440000000006
7,5,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.47799999999916
10,5,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,8.92599999999948
5,20,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.61800000000039
7,20,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,6.87800000000061
10,20,1000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,18.0060000000012
5,5,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.39099999999962
7,5,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.87299999999959
10,5,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,9.21900000000096
5,20,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,5.58400000000074
7,20,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,7.11499999999978
10,20,10000,0.5,xgboost,4,1000,8,Linuxjullum,gaussian,17.5069999999996
5,5,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.78100000000086
7,5,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.55500000000029
10,5,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,10.3999999999996
5,20,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.53399999999965
7,20,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,8.78099999999904
10,20,1000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,17.616
5,5,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.53999999999905
7,5,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.98600000000079
10,5,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,10.6720000000005
5,20,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,7.83699999999953
7,20,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,9.27800000000025
10,20,10000,0.5,xgboost,6,1000,8,Linuxjullum,gaussian,17.7610000000004
7,5,1000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,9.89599999999882
10,5,1000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,11.8580000000002
7,20,1000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,10.6419999999998
10,20,1000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,18.3720000000012
7,5,10000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,9.90600000000086
10,5,10000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,12.3209999999999
7,20,10000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,10.7699999999986
10,20,10000,0.5,xgboost,8,1000,8,Linuxjullum,gaussian,18.5599999999995
7,5,1000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,9.96999999999935
10,5,1000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,12.6720000000005
7,20,1000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,11.0300000000007
10,20,1000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,20.8670000000002
7,5,10000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,9.98100000000159
10,5,10000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,13.4149999999991
7,20,10000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,11.103000000001
10,20,10000,0.5,xgboost,10,1000,8,Linuxjullum,gaussian,21.1959999999999
7,5,1000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,9.78000000000065
10,5,1000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,12.1470000000008
7,20,1000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,10.771999999999
10,20,1000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,19.1419999999998
7,5,10000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,10.1380000000008
10,5,10000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,12.2060000000001
7,20,10000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,10.6920000000009
10,20,10000,0.5,xgboost,15,1000,8,Linuxjullum,gaussian,19.0249999999996
7,5,1000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,9.85099999999875
10,5,1000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,12.1740000000009
7,20,1000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,10.4459999999999
10,20,1000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,19.4359999999997
7,5,10000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,10.1929999999993
10,5,10000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,12.4650000000001
7,20,10000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,10.6259999999984
10,20,10000,0.5,xgboost,20,1000,8,Linuxjullum,gaussian,19.4140000000007
7,5,1000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,9.79600000000028
10,5,1000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,11.8189999999995
7,20,1000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,10.7080000000005
10,20,1000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,18.5690000000013
7,5,10000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,10.268
10,5,10000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,12.1440000000002
7,20,10000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,10.7240000000002
10,20,10000,0.5,xgboost,25,1000,8,Linuxjullum,gaussian,18.9069999999992
7,5,1000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,9.89499999999862
10,5,1000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,12.1029999999992
7,20,1000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,10.7849999999999
10,20,1000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,18.6669999999995
7,5,10000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,10.1749999999993
10,5,10000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,12.2089999999989
7,20,10000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,10.7299999999996
10,20,10000,0.5,xgboost,30,1000,8,Linuxjullum,gaussian,18.7819999999992
10,5,1000,0.5,xgboost,35,1000,8,Linuxjullum,gaussian,12.375
10,20,1000,0.5,xgboost,35,1000,8,Linuxjullum,gaussian,19.4720000000016
10,5,10000,0.5,xgboost,35,1000,8,Linuxjullum,gaussian,12.5210000000006
10,20,10000,0.5,xgboost,35,1000,8,Linuxjullum,gaussian,19.844000000001
10,5,1000,0.5,xgboost,40,1000,8,Linuxjullum,gaussian,11.8050000000003
10,20,1000,0.5,xgboost,40,1000,8,Linuxjullum,gaussian,19.0100000000002
10,5,10000,0.5,xgboost,40,1000,8,Linuxjullum,gaussian,11.9629999999997
10,20,10000,0.5,xgboost,40,1000,8,Linuxjullum,gaussian,18.8639999999996
10,5,1000,0.5,xgboost,45,1000,8,Linuxjullum,gaussian,12.0210000000006
10,20,1000,0.5,xgboost,45,1000,8,Linuxjullum,gaussian,19.4830000000002
10,5,10000,0.5,xgboost,45,1000,8,Linuxjullum,gaussian,12.6139999999996
10,20,10000,0.5,xgboost,45,1000,8,Linuxjullum,gaussian,19.0709999999999
10,5,1000,0.5,xgboost,50,1000,8,Linuxjullum,gaussian,11.9869999999992
10,20,1000,0.5,xgboost,50,1000,8,Linuxjullum,gaussian,19.0640000000003
10,5,10000,0.5,xgboost,50,1000,8,Linuxjullum,gaussian,12.3880000000008
10,20,10000,0.5,xgboost,50,1000,8,Linuxjullum,gaussian,19.6270000000004
5,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,0.53899999999885
7,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,1.44700000000012
10,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,11.4570000000003
5,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,1.1299999999992
7,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,4.60800000000018
10,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,38.8559999999998
5,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,0.638999999999214
7,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,1.7559999999994
10,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,9.9380000000001
5,20,10000,0.5,xgboost,1,1000,1,Linuxjullum,gaussian,1.3179999999993
