rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_independence,0,0,0,0,0.119714986592609,0.0373410503090701,0.145025134745742,0.100693723882474,0.121628459963886,0.0414218892376414,0.120586114246865,0.0945454878161306,0.0937194454150489,0.043158117666489,0.103469980297944,0.0921177681224443,Inf,Inf,Inf,Inf,Inf,Inf,7.36499999999978,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,LbHAK,2019-01-17T14:38:46.847184Z
Gaussian,0.746179706810318,0.377688440730791,0.801407320158228,0.641758489233112,0.0316577601087017,0.0244293226476429,0.0267709124198451,0.0276193317253966,0.030871771368243,0.0257773204793531,0.023947519579991,0.026865537142529,0.024086543283993,0.0230437531827299,0.016582064697449,0.0216233224643183,,,,,,,5.53800000000047,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,LbHAK,2019-01-17T14:38:46.847184Z
copula,0.734460883100625,0.314193814978395,0.796259276547507,0.614971324875509,0.0326205742276321,0.0272416500206992,0.0319203645508207,0.030594196266384,0.0322971138486412,0.0284073878344543,0.0245683021549812,0.0284242679460256,0.022171736943491,0.0231858238855324,0.0236422294255794,0.0231478440052536,,,,,,,9.17599999999948,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,LbHAK,2019-01-17T14:38:46.847184Z
treeSHAP,0.0494290024104039,0.0580395840930625,-0.0844346282372645,0.00767798608873394,0.120642760489702,0.034038110639719,0.155293389441355,0.103324753523592,0.115616486523157,0.0390177800139398,0.130767757973875,0.095134008170324,0.0974996218107371,0.0382271567474349,0.0981305732804566,0.0918582907337819,,,,,,,0.00900000000001455,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1239,LbHAK,2019-01-17T14:38:46.847184Z
empirical_sigma.01,0.449415991979042,-0.755637329029363,0.468136946439011,0.0539718697962301,0.064054024762293,0.0844839002786747,0.0673509553828191,0.0719629601412623,0.0678744864288802,0.0760482828670352,0.0683403398258115,0.0707543697072423,0.0629501859542389,0.0584859949121084,0.0562828482082551,0.0592250182557988,0.1,0.1,0.1,0.1,0.1,0.1,6.30500000000001,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
empirical_AIC_each_k,0.544894178663211,0.138472328496844,0.670736253051428,0.451367586737161,0.0520365651425801,0.0379736468462195,0.0410822593542988,0.0436974904476995,0.0561041974412967,0.03731847060718,0.0423078764507659,0.0452435148330809,0.0680159081875195,0.0390603301993384,0.0394749689315099,0.0511487554358039,0.49439567679104,0.49439567679104,0.49439567679104,0.299834402215134,0.299834402215134,0.299834402215134,2487.042,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
empirical_AIC_full,0.568425484479471,0.153604727873923,0.698728887802825,0.47358636671874,0.0489740377048219,0.0361369127180263,0.0369672634148909,0.040692737945913,0.0532033225992893,0.0366629861462057,0.0387110367027857,0.0428591151494269,0.0341699374280595,0.0320727263044334,0.0279075835253632,0.0322403600261696,0.589056891357153,3.4656636801181,0.422399765508831,0.359125281164982,0.353874925399665,0.268751164313503,2586.303,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
empirical_independence,0,0,0,0,0.116025674694425,0.0401379660566633,0.127133552220571,0.0944323976572198,0.123277257312378,0.0433166244585834,0.128492361648834,0.0983620811399317,0.0985833971569612,0.0472052643369509,0.103619473197258,0.0950546055462343,Inf,Inf,Inf,Inf,Inf,Inf,5.36799999999948,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
Gaussian,0.762641913092506,0.444191385196512,0.823520486257444,0.676784594848821,0.0275415010407339,0.0233604111621636,0.021803182661845,0.0242350316215808,0.029260853954869,0.0240757530382881,0.0226762695034188,0.0253376254988586,0.0250158144598538,0.023034478963092,0.0179264006618384,0.0223009482370361,,,,,,,4.99200000000019,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
copula,0.749874278234955,0.335536540797061,0.794188305165866,0.626533041399294,0.0292117263147971,0.03249415486702,0.0258613554642175,0.0291890788820115,0.0308348129624738,0.0287823141287449,0.0264452307241869,0.0286874526051352,0.0248174936075728,0.0246943486838655,0.0206906734441257,0.0234694158021059,,,,,,,10.1639999999998,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
treeSHAP,0.08754341444943,0.183530238365307,-0.0105244623729597,0.0868497301472591,0.111142662712815,0.0322577882473225,0.129690926102481,0.0910304590208728,0.112485145283292,0.0353667140465191,0.129844674674219,0.0925655113346767,0.101368199264583,0.045441213025174,0.111521214073962,0.0994766457701619,,,,,,,0.00900000000001455,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1236,LLAjo,2019-01-17T14:38:46.806808Z
empirical_sigma.01,0.498093798282031,-0.443078422916001,0.515282216840663,0.190099197402231,0.0644580586012853,0.0607234313522436,0.0739452289856244,0.0663755729797178,0.0707623010347513,0.0652183665179422,0.0714633281318454,0.0691479985615129,0.0578107052597367,0.0543020899264289,0.0574013485905937,0.0564064948885708,0.1,0.1,0.1,0.1,0.1,0.1,9.94,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1237,LLAjo,2019-01-17T14:38:46.807117Z
empirical_AIC_each_k,0.798807508099915,0.335667899917612,0.739651957716014,0.62470912191118,0.0264784770981662,0.0279649980234522,0.0364384227034543,0.0302939659416909,0.0283655464487876,0.0300237698137417,0.038383855968635,0.0322577240770548,0.0197016459872484,0.0200647659156905,0.0265228525496883,0.0226721461393915,0.459523630685336,0.459523630685336,0.459523630685336,0.314124581816513,0.314124581816513,0.314124581816513,2516.454,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1237,LLAjo,2019-01-17T14:38:46.807117Z
empirical_AIC_full,0.792236869971581,0.319284593879853,0.741356661679001,0.617626041843478,0.0274726974091803,0.0284728781029813,0.0355604979127344,0.0305020244749653,0.0292919216791316,0.0307641955875449,0.0381325265911969,0.0327295479526245,0.0225510047145163,0.01957858527554,0.0293233476947472,0.0243928434196535,0.491445496670963,2.37481831800756,0.309108196954017,0.332739702540593,0.457935805461009,0.281758966747364,2625.401,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1237,LLAjo,2019-01-17T14:38:46.807117Z
empirical_independence,0,0,0,0,0.128005222868351,0.041172713117275,0.150285802600966,0.106487912862197,0.140987102356057,0.0451939170333908,0.147432858076828,0.111204625822092,0.102470946328777,0.0421552470359894,0.103076608470242,0.0988732843897936,Inf,Inf,Inf,Inf,Inf,Inf,5.87899999999991,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,0.5,0.2,0.5,0.1,2000,100,1,1000,1237,LLAjo,2019-01-17T14:38:46.807117Z
