rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,mu.scale,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_each_k,0.965225766902836,0.947014255829903,0.799709203071471,0.90398307526807,0.341950974288715,2.9866597434057,0.0584707544817556,1.12902715739206,0.0240206085293729,0.0469390338348791,0.0470805368882268,0.0393467264174929,0.0244181125858245,0.0420393249748019,0.0477114915950196,0.0406711297919788,0.223825369674071,0.223825369674071,0.223825369674071,0.122613953466578,0.122613953466578,0.122613953466578,1670.615,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
empirical_AIC_full,0.960207472933807,0.948687759599517,0.800578767042062,0.903157999858462,0.387143320974349,3.18157262897802,0.0591807666421841,1.20929890553152,0.0274870393943918,0.0454565095956698,0.0468761363904411,0.0399398951268343,0.0326736288568862,0.0404292677057494,0.0450013622529105,0.0405380215651723,0.139807818395858,0.277251137960515,0.209173796080143,0.180057049365975,0.113621830206168,0.120299039618777,1837.223,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
empirical_independence,0,0,0,0,11.3956775367138,140.999934719886,0.262544381615237,50.8860522127383,0.690758828879305,0.885880430105759,0.235060909488651,0.603900056157905,0.189572595351052,0.247658526054531,0.155304001338217,0.338834132624939,Inf,Inf,Inf,Inf,Inf,Inf,5.78999999999905,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
Gaussian,0.608020654026644,0.670230633124925,0.498267349746543,0.592172878966037,4.93725847951192,38.701718013565,0.146868439616533,14.5952816442312,0.270763193969431,0.292136228562995,0.117937733088729,0.226945718540385,0.181321532583898,0.194445442887516,0.104719886432865,0.181860295773321,,,,,,,5.15900000000147,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
copula,0.505906406772678,0.458601313328952,0.13616190221027,0.366889874103966,6.0585687096214,82.377753926102,0.233558657960337,29.5566270978946,0.341299511814473,0.479614501406841,0.2030545689174,0.341322860712905,0.204046443087124,0.271477766233467,0.11841243752755,0.235840322423254,,,,,,,10.3679999999986,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
treeSHAP,0.333180669864253,0.370886551083407,0.366117693194036,0.356728304713899,7.40686491353202,80.6553525115124,0.171214441156145,29.4111439554002,0.460611339558652,0.557319292711549,0.149000951546574,0.388977194605592,0.152966858161795,0.146219973015393,0.116853110281428,0.223164052949819,,,,,,,0.0240000000012515,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,2,0.2,0.5,0.1,2000,100,1,1000,1236,yWeTm,2019-01-17T17:08:48.290540Z
empirical_sigma.01,0.958541808849074,0.936567951023038,0.70827465784241,0.867794805904841,0.221419746820497,0.870703134729386,0.0489077827537133,0.380343554767865,0.0360114384513479,0.0493869227567383,0.0458414113647675,0.0437465908576179,0.0341236933318319,0.0368686596215648,0.0405700056638418,0.0375859664331429,0.1,0.1,0.1,0.1,0.1,0.1,5.71399999999994,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
empirical_AIC_each_k,0.961030278808543,0.927847995878772,0.710352957055763,0.866410410581026,0.222280993379561,1.46490544405283,0.0490082942350649,0.578731577222484,0.0338499022073464,0.0561761051668554,0.045514829627049,0.0451802790004169,0.0318662321201865,0.0395369461555144,0.0375442162206167,0.0374688750993266,0.176105939089477,0.176105939089477,0.176105939089477,0.143373751212166,0.143373751212166,0.143373751212166,1495.77,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
empirical_AIC_full,0.966372189545224,0.935851219024326,0.721167720696225,0.874463709755258,0.189668475994381,0.958062877027318,0.0466357992075515,0.398122384076417,0.0292098085523616,0.0499449559344235,0.0438154091201142,0.0409900578689664,0.0261979209705232,0.0362059767506585,0.0314295370097868,0.0326228908860413,0.146026021950191,0.341963999328669,0.153214670345137,0.218106930837212,0.117596715065954,0.1908156994477,1232.225,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
empirical_independence,0,0,0,0,4.46976173289599,17.1279644859573,0.16653651624424,7.25475424503252,0.868620589843151,0.778579969483175,0.157138941120871,0.601446500149066,0.198034660271242,0.201232662072387,0.141693738549116,0.365282224423402,Inf,Inf,Inf,Inf,Inf,Inf,5.57999999999993,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
Gaussian,0.702224221668537,0.662810370678792,-0.648262789847723,0.238923934166535,0.986626575662422,8.23442723974917,0.268022813456134,3.16302554295591,0.258654172215279,0.262529091306949,0.259006269485604,0.260063177669277,0.25685099401198,0.17571339646561,0.185625093155219,0.208514771781162,,,,,,,5.10300000000098,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
copula,0.503054036809601,0.514300610604944,-0.254804505786413,0.25418338054271,1.52778191686757,3.92206458411054,0.199437694253697,1.88309473174394,0.431657495666617,0.3781558157732,0.197178651352975,0.335663987597597,0.32013024726066,0.275972313841572,0.146085320949757,0.276252793373169,,,,,,,10.5049999999992,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
treeSHAP,0.33320706572502,0.0792162668435663,-0.363775851843187,0.0162158269084666,2.80294065322114,14.6462957057236,0.238668732720314,5.89596836388834,0.579190071873178,0.71690377086154,0.214302293284852,0.50346537867319,0.171938057835724,0.192721179753963,0.107131452072205,0.266467634235254,,,,,,,0.0180000000000291,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1237,gyE6k,2019-01-17T17:54:54.946296Z
empirical_sigma.01,0.969605717825752,0.935783500004046,0.656375679839972,0.85392163255659,0.117643834891079,0.35283275364003,0.0610111012607228,0.177162563263944,0.0274807031468721,0.0620201030857409,0.0582127438400744,0.0492378500242291,0.02797783471691,0.064131122728953,0.0700247009853161,0.0590287522756919,0.1,0.1,0.1,0.1,0.1,0.1,6.64899999999943,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
empirical_AIC_each_k,0.971462073284007,0.939195776774904,0.71672892258224,0.875795590880384,0.118382040319451,0.318128550016192,0.0518006609766834,0.162770417104109,0.0258022968929939,0.0587245364151972,0.0479884155444598,0.0441717496175503,0.0261365651665572,0.0585637704226139,0.050764231336321,0.0490264120321845,0.128434840710364,0.128434840710364,0.128434840710364,0.155609362000805,0.155609362000805,0.155609362000805,1470.573,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
empirical_AIC_full,0.970749743363812,0.940566706642455,0.713183697242909,0.874833382416392,0.119937080019087,0.384196642596504,0.053580156645608,0.1859046264204,0.0264463432622191,0.0574004964610699,0.048589005439953,0.0441452817210807,0.0283550304519454,0.0585589918939872,0.0618174444111978,0.0532637594790718,0.125390584136134,0.193878290587843,0.0875335702424212,0.23918232239765,0.115623902260958,0.187829481936147,1299.812,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
empirical_independence,0,0,0,0,3.68753738093069,6.16378693797334,0.188533504078376,3.34661927432747,0.90414055477038,0.965797000609638,0.1694081018857,0.679781885755239,0.206045122634941,0.268049370637128,0.107104075354962,0.415880994507131,Inf,Inf,Inf,Inf,Inf,Inf,6.01199999999881,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
Gaussian,0.702708615825952,0.742133776054048,-0.320300678415488,0.374847237821504,0.962493118525753,2.00289089924788,0.243393088795465,1.06959236885637,0.268793197015577,0.249046425645533,0.22366963184877,0.247169751503293,0.196443165681151,0.199798552853912,0.188251342281216,0.195117508880179,,,,,,,5.81900000000132,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
copula,0.465435619216636,0.464319694230306,-0.18576691886267,0.247996131528091,1.63076166581298,1.90646366326047,0.211789583673262,1.24967163758223,0.483321335801956,0.517358432598025,0.200878523003379,0.400519430467787,0.314296068890914,0.300568358430544,0.178988760389708,0.305639704111702,,,,,,,10.5869999999995,PiecewiseConstant,XGBoost,Gaussianmix,"Fixed rho to 0.2, increasing distance between mixtures, mu.scale",3,FALSE,3,0.2,0.5,0.1,2000,100,1,1000,1239,kvyuO,2019-01-17T17:54:52.367612Z
