rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
copula,0.558504561774008,0.609431862949172,0.716142510138669,0.628026311620616,0.27129296373518,0.0718769760845887,0.291847415995012,0.21167245193826,0.0324818239365087,0.0275078688763252,0.0222154289033257,0.0274017072387199,0.0206193046076339,0.0184096544134442,0.0187010675733444,0.019657428622718,,,,,,,8.32900000000063,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793425Z
empirical_sigma.01,0.459896869294629,0.614042701578694,0.538134615168713,0.537358062014012,0.622472551361382,0.120282503029455,0.468147328789721,0.403634127726853,0.0720219536946925,0.0511458938620302,0.0658454085168274,0.0630044186911834,0.0702512345560294,0.0591358610457973,0.06094858425996,0.0640222514464232,0.1,0.1,0.1,0.1,0.1,0.1,3.282,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
empirical_AIC_each_k,0.703935168125734,0.74429312388879,0.800927149333923,0.749718480449482,0.180323838003259,0.0741937128480528,0.138940424487083,0.131152658446131,0.0394798074657101,0.0338855018388565,0.0283806355860711,0.0339153149635459,0.0389865087468389,0.036365293261197,0.0291091381134451,0.0352460260716357,0.456830072129043,0.456830072129043,0.456830072129043,0.305438924712892,0.305438924712892,0.305438924712892,2339.188,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
empirical_AIC_full,0.707153887873397,0.745068717359457,0.796244956348463,0.749489187193772,0.167104597414137,0.0760457594744972,0.117382474879566,0.1201776105894,0.0390505959476809,0.0337827225378999,0.0290481480691614,0.0339604888515808,0.0394693271046224,0.0359903527803412,0.0293436129910125,0.0353061667271153,0.450883149103387,0.472890795724934,0.440109293503547,0.245834036762833,0.327887793678674,0.322716795649256,2210.605,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
empirical_independence,0,0,0,0,0.607054617047992,0.243108168894267,0.493933489070912,0.448032091671057,0.133348521051215,0.132516975508,0.142564068837676,0.136143188465631,0.0998619676961328,0.104425985530562,0.105149458371735,0.102927806723473,Inf,Inf,Inf,Inf,Inf,Inf,3.92399999999998,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
Gaussian,0.792294036397195,0.826238756399609,0.854144093275344,0.824225628690716,0.160166018412463,0.0591428468322213,0.276725839968991,0.165344901737892,0.0276972830599516,0.0230263144624327,0.0207938115266755,0.0238391363496866,0.0179764929933476,0.0166363044008995,0.0144423112440923,0.0166132099238418,,,,,,,3.57200000000012,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
copula,0.74765401474607,0.786965888734152,0.839771068473041,0.791463657317754,0.241585369359642,0.0662195594892531,0.257503230300489,0.188436053049795,0.0336499639268234,0.028230636104985,0.0228428884239967,0.0282411628186017,0.0205794498788959,0.0179179615994479,0.0186742882523476,0.0195326653095111,,,,,,,8.97400000000016,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.16,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.793059Z
empirical_sigma.01,-0.702177981172481,-0.558299242740246,-0.52758745972536,-0.596021561212696,0.625280777474123,0.202845137138203,0.974917534723047,0.601014483111791,0.0714310885680562,0.0576445048409647,0.0660149686372761,0.0650301873487657,0.0945983437438421,0.0533842052936651,0.0777951079237939,0.0770891428556462,0.1,0.1,0.1,0.1,0.1,0.1,3.255,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
empirical_AIC_each_k,0.349380119544265,0.468092185791667,0.610436801281844,0.475969702205925,0.1655222774473,0.0528559294099227,0.643980510905573,0.287452905920932,0.027302953521323,0.0196762994745228,0.0168350441618836,0.0212714323859098,0.0186565708055299,0.0187529062003949,0.0115141379995178,0.0171808849094264,0.946369176651117,0.946369176651117,0.946369176651117,0.56243947745615,0.56243947745615,0.56243947745615,2296.195,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
empirical_AIC_full,0.347508821721155,0.461940541770303,0.606463451775115,0.471970938422191,0.161325969063268,0.0538727862665279,0.623390703209374,0.279529819513056,0.0273814816435396,0.0199038606924477,0.0170067531801802,0.0214306985053892,0.0188537844117145,0.0187245344875147,0.0117708993900634,0.0172866403291027,1.04228957335754,1.16703003196267,0.83389369193131,0.504873172991836,0.621509523966397,0.572684075040007,2562.113,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
empirical_independence,0,0,0,0,0.17544436007787,0.088481033097981,0.327071718527891,0.196999037234581,0.0419645238971154,0.0369919353484364,0.0432151810470772,0.040723880097543,0.0334121727332914,0.0302285181505265,0.0319295109894894,0.031890317644199,Inf,Inf,Inf,Inf,Inf,Inf,4.48499999999967,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
Gaussian,0.360617891980192,0.386484564622946,0.516713628652587,0.421272028418575,0.170567725852276,0.0741380556910838,0.433166174624859,0.22595731872274,0.0268313657513853,0.0226951233207358,0.0208853080353634,0.0234705990358282,0.0174727512302185,0.015946524829306,0.0148617586042802,0.0162673709363426,,,,,,,3.7450000000008,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
copula,0.24190781631104,0.268667804217018,0.480136428650975,0.330237349726344,0.255167503300095,0.0735761984894216,0.315859611877479,0.214867771222332,0.0318129775586317,0.0270533933046342,0.0224659983556282,0.0271107897396314,0.0205896479277028,0.0186385651987742,0.0185803203778881,0.0196037706362072,,,,,,,9.74600000000009,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.04,1,0.1,2000,100,1,1000,1235,mt1rf,2019-01-16T10:38:49.792976Z
empirical_sigma.01,0.204181230096851,0.172837688982207,0.079545265757358,0.152188061612139,0.289535968105262,0.398361618597491,0.159343693971337,0.282413760224697,0.0652049016082781,0.0636223180262471,0.0666859811067501,0.0651710669137585,0.0592376737207251,0.0682896476918156,0.0515769801771206,0.0599027359866797,0.1,0.1,0.1,0.1,0.1,0.1,4.226,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
empirical_AIC_each_k,0.481043361353861,0.576864624964132,0.539590329786247,0.532499438701414,0.182649146018293,0.17236340576697,0.0747001795540941,0.143237577113119,0.0425203800684449,0.0325460348472142,0.0333561982214171,0.0361408710456921,0.0284718615685682,0.0268541098988656,0.0238418857034723,0.0267566686752519,0.491089045081085,0.491089045081085,0.491089045081085,0.364477524339584,0.364477524339584,0.364477524339584,3253.205,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
empirical_AIC_full,0.471503360779579,0.560420431134226,0.540337025649342,0.524086939187716,0.179493761761289,0.190308783974718,0.0749951579995537,0.148265901245187,0.0433020339101415,0.0338108624579454,0.0333021008884724,0.0368049990855198,0.028980179136503,0.0277222119998095,0.0232630149459537,0.0270728664958568,0.663897765212163,0.489242497168521,0.425665829704066,0.350369745479751,0.297089518279244,0.423507058154784,2670.596,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
empirical_independence,0,0,0,0,0.219227870273163,0.518829024221474,0.175551617626169,0.304536170706935,0.0819343600254786,0.0769163647555003,0.0724489522688152,0.0770998923499313,0.0689881605218217,0.0579524993608658,0.048588519942645,0.059030496967163,Inf,Inf,Inf,Inf,Inf,Inf,4.01000000000022,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
Gaussian,0.586169182943924,0.678822303083172,0.605296739631949,0.623429408553015,0.18164010192792,0.225501756334544,0.0800923786558105,0.162411412306092,0.0339069631543105,0.0247038208873862,0.0285958376707506,0.0290688739041491,0.0258385174226116,0.0189930003278055,0.020618584096253,0.0222605333554365,,,,,,,3.83600000000024,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
copula,0.56875257466292,0.692411721815633,0.596058649113273,0.619074315197275,0.155168472231429,0.375037482056807,0.0827443110241723,0.204316755104136,0.035333981807629,0.0236585721993451,0.0292651276497932,0.0294192272189224,0.0253876778905524,0.018283917504112,0.0204583641170036,0.0220337222559216,,,,,,,9.65899999999965,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.08,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315051Z
empirical_sigma.01,0.456433176375866,0.453032583449548,0.317706656030829,0.409057471952081,0.225501266129879,1.03509072587379,0.15401890760104,0.471536966534902,0.0621762300796437,0.0595762405673249,0.0677659874302187,0.0631728193590624,0.0592005868693989,0.0628207630298649,0.051253398025548,0.057867088048952,0.1,0.1,0.1,0.1,0.1,0.1,4.133,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315047Z
empirical_AIC_each_k,0.598205003709042,0.661973996269674,0.621315226597725,0.627164742192147,0.209896356677439,0.492419226216498,0.0759195924069698,0.259411725100302,0.0459595712035413,0.0368181319524576,0.0376113116465537,0.0401296716008508,0.0313518979951551,0.0304395766422821,0.0267657869794992,0.029775939653391,0.414163360687565,0.414163360687565,0.414163360687565,0.304328362959566,0.304328362959566,0.304328362959566,3427.811,Linear,Linear,Gaussian,All var equal contribution,3,FALSE,0.12,1,0.1,2000,100,1,1000,1240,PI0ZF,2019-01-16T10:42:42.315047Z
