rn,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed
empirical_sigma.0001,0.213490877781957,0.20819599868536,0.200613719953491,0.207433532140269,0.154363952291548,0.158289442941714,0.151508376528601,0.154784223886252,0.001,0.001,0.001,0.001,0.001,0.001,25.097,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.001,0.153900346050608,0.136296547296332,0.128223947961128,0.139473613769356,0.0990760032444931,0.108060498343174,0.102132986213132,0.10367879395855,0.01,0.01,0.01,0.01,0.01,0.01,26.943,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.01,0.0308554253730449,0.0299456460013059,0.0284569519199401,0.0297526744314303,0.0339007968623959,0.0305266242357701,0.0332259831513144,0.0325879007839185,0.1,0.1,0.1,0.1,0.1,0.1,28.863,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.02,0.0198256697089909,0.0179321049754128,0.0170049947153116,0.0182542564665718,0.0189263065733534,0.0152660581630418,0.0189782456335478,0.0178412637354167,0.2,0.2,0.2,0.2,0.2,0.2,28.758,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_sigma.03,0.0156109172339478,0.0129209269255026,0.0126998861205487,0.013743910093333,0.0123541305249372,0.00997475413351169,0.0125701239443726,0.0117630710503249,0.3,0.3,0.3,0.3,0.3,0.3,29.19,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
empirical_independence,0.00680176580939988,0.00922679446644346,0.00656901673352065,0.007532525669788,0.00502612521067471,0.00592692132360478,0.00500306036432572,0.00546803830505654,Inf,Inf,Inf,Inf,Inf,Inf,29.098,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
Gaussian,0.0114543253698025,0.0130813216693742,0.0119710434681586,0.0121688968357784,0.00860889373333457,0.00845472890595266,0.00925880903025621,0.00880434570202271,,,,,,,26.571,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
copula,0.0105237296290439,0.0109147399374156,0.012892822827524,0.0114437641313278,0.00801454662319931,0.00784275759410293,0.00961716728124586,0.00858901141702331,,,,,,,58.385,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
treeSHAP,0.00444801749980461,0.00741097425510603,0.0045684862729369,0.00547582600928252,0.00268114920837778,0.00292783034860792,0.00224167351759396,0.00296638499625812,,,,,,,0.021000000000015,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,0,1,0.1,2000,1000,1,1000,123
